outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,seed,train_missing_location,train_missing_prob
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,1,0.9243485331535339,0.6962545116742452,0.4642857142857143,0.5756691885840985,0.4666666666666667,0.7249089181423187,0.6904378781716028,0.22409440080324808,0.09816255730887254,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,2,0.8892373194297155,0.6967781782150269,0.45168067226890757,0.5718611161768944,0.4444444444444444,0.6992543339729309,0.6730411102374395,0.20724058896303177,0.0895561163003246,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,3,0.8774013668298721,0.698918362458547,0.45378151260504207,0.5779954634088629,0.4444444444444444,0.6928337216377258,0.6655472268660864,0.20325988034407297,0.08594258750478427,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,4,0.8746322989463806,0.7028228044509888,0.41806722689075626,0.552484680936112,0.4222222222222222,0.671097606420517,0.664583886663119,0.19968250518043837,0.10365897044539452,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,5,0.8645258943239847,0.7005649010340372,0.43907563025210083,0.5694667222350478,0.4666666666666667,0.6685514201720556,0.6653164923191071,0.1897210751970609,0.09488338821878035,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,6,0.8518014401197433,0.6991511583328247,0.4474789915966387,0.5768023639380198,0.4888888888888889,0.6500811825195948,0.6498784422874451,0.19235128164291382,0.09571720535556476,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,7,0.8524435311555862,0.7057494322458903,0.4327731092436975,0.5709648340624537,0.4444444444444444,0.6562078793843588,0.6511947065591812,0.1918262355029583,0.09422594805558522,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,8,0.8514958024024963,0.7051964600880941,0.4474789915966387,0.5934435379321349,0.4666666666666667,0.636739989121755,0.6527172178030014,0.18939381713668504,0.0938476628313462,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,9,0.8388449201981226,0.6991946498552958,0.44957983193277307,0.5889615375542636,0.4666666666666667,0.6314680973688761,0.640520398815473,0.18907967706521353,0.09244839350382487,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,10,0.8387743930021921,0.7042756875356039,0.46008403361344535,0.6225705668303095,0.4666666666666667,0.632670616110166,0.6449805597464243,0.18439880261818567,0.09395027502129476,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,11,0.8268115619818369,0.698944886525472,0.46638655462184875,0.6302150179416733,0.4888888888888889,0.6237577448288599,0.6326857755581538,0.18366106475392976,0.10464726015925407,22,radio_report,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocradio_report,12,0.8293755650520325,0.7015438477198283,0.453781512605042,0.6243055155064603,0.4,0.621986965338389,0.6357642263174057,0.18379125371575356,0.09820093649129073,22,radio_report,0.8
