outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,seed,train_missing_location,train_missing_prob
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,1,0.8982442319393158,0.6965529521306356,0.4978991596638655,0.6321128358259701,0.4444444444444444,0.7249089181423187,0.6887016544739405,0.2014087326824665,0.08133844068894784,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,2,0.8627353558937708,0.6952423850695292,0.47689075630252103,0.621964645222336,0.4444444444444444,0.6992543339729309,0.6692603727181753,0.1859757055838903,0.0749928184474508,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,3,0.8514686077833176,0.6950064698855082,0.4831932773109244,0.6425304630892895,0.4444444444444444,0.6928337216377258,0.6647148181994756,0.17965728044509888,0.0709650566180547,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,4,0.8392656842867533,0.6980180342992147,0.4726890756302521,0.6323927688245676,0.4666666666666667,0.671097606420517,0.6553984383742014,0.17582129935423532,0.08045958851774533,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,5,0.8315190275510153,0.6968108216921488,0.4831932773109243,0.6316119415255078,0.4666666666666667,0.6685514201720556,0.656346932053566,0.1676939564446608,0.0747813464452823,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,6,0.826171358426412,0.6917276581128439,0.48739495798319327,0.6392844344147833,0.5111111111111111,0.6500811825195948,0.6463047613700231,0.17275154093901315,0.07115056334684293,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,7,0.8195454229911169,0.6952139536539713,0.48739495798319327,0.6551550176634972,0.4666666666666667,0.6562078793843588,0.6390052636464437,0.17311320950587591,0.07426960114389658,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,8,0.812299370765686,0.694847563902537,0.4873949579831933,0.6774398122460641,0.4,0.636739989121755,0.6360842635234197,0.16914319495360056,0.07071908190846443,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,9,0.8040328025817871,0.6895447969436646,0.49159663865546227,0.67654281759595,0.4444444444444444,0.6314680973688761,0.6261712312698364,0.17054193715254465,0.07319643969337146,22,radio,0.0
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss0_trlocradio,10,0.7965564082066218,0.6943163673082987,0.5042016806722689,0.6828291629329271,0.4444444444444444,0.632670616110166,0.6278583655754725,0.16204370682438216,0.06654337576280038,22,radio,0.0
