outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,1,2.7284744878609977,0.6838506658871969,0.5882352941176471,0.7372500741209301,0.5777777777777777,0.7131961435079575,0.7700438052415848,1.8796444932619731,0.7878621046741804,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,2,2.539975126584371,0.6942172249158224,0.5567226890756303,0.7071619035071419,0.5555555555555556,0.6994044681390127,0.7367203285296758,1.7180405060450237,0.8521427859862646,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,3,2.446568548679352,0.6947727004686991,0.5714285714285714,0.709944738832658,0.6,0.6764245927333832,0.7140915046135584,1.6583134531974792,0.7416355709234873,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,4,2.34368105729421,0.6982054313023885,0.5840336134453782,0.7075946280256712,0.6,0.6719302088022232,0.6688831448554993,1.6054160992304485,0.6938179582357407,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,5,2.374089628458023,0.692022701104482,0.6008403361344538,0.7136466577955916,0.6,0.6552023142576218,0.7127265085776647,1.5829724669456482,0.7839066361387571,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,6,2.3269381721814475,0.6892235477765402,0.6050420168067226,0.7269875759119014,0.6,0.6405318280061086,0.6931263158718745,1.5620346268018086,0.7177717760205269,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,7,2.158815840880076,0.6895472009976705,0.6029411764705882,0.7319325253200324,0.6222222222222222,0.6458449512720108,0.6547494431336721,1.436485546330611,0.6758085985978445,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,8,2.246781667073568,0.676735520362854,0.6176470588235294,0.7433953575123633,0.6222222222222222,0.643844465414683,0.6607710868120193,1.5179528246323268,0.6805773948629698,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,9,2.215835819641749,0.6828250686327616,0.6092436974789917,0.7381761094789077,0.6444444444444445,0.6366972774267197,0.684174194931984,1.4619080424308777,0.6975356737772623,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,10,2.0522327621777854,0.6861041784286499,0.6029411764705882,0.7313537406775134,0.6444444444444445,0.6218367218971252,0.657938356200854,1.330737183491389,0.6355722894271215,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,11,2.0459415117899575,0.6716095407803854,0.6239495798319328,0.7492046534183988,0.6666666666666666,0.6156555811564127,0.6696973393360773,1.3172620981931686,0.5898206705848376,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss80_trlocglobal,12,2.14606311917305,0.6793355743090311,0.6134453781512605,0.7418040937667216,0.6444444444444445,0.609302744269371,0.6725990821917852,1.413214440147082,0.6024956355492274,0.0,0.0,0.0,0.0,0.0,2002,global,0.8
