model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
HealNet,both,0.0,0.0,0.0,0.0,0.6390209254347186,0.06022413749906329,25
HealNet,both,0.0,0.2,0.0,0.2,0.6409678095425221,0.059566851604480234,25
HealNet,both,0.0,0.4,0.0,0.4,0.612099682352556,0.05718659397460269,25
HealNet,both,0.0,0.6,0.0,0.6,0.5855309296918493,0.06479539897009487,25
HealNet,both,0.0,0.8,0.0,0.8,0.570092936437764,0.06786514494204934,25
HealNet,both,0.2,0.0,0.2,0.0,0.6478238857779088,0.06054548315368456,25
HealNet,both,0.2,0.2,0.2,0.2,0.6217477813799653,0.05870781470620674,25
HealNet,both,0.2,0.4,0.2,0.4,0.6109393850083505,0.05699899705090254,25
HealNet,both,0.2,0.6,0.2,0.6,0.583268821429741,0.0650084931385417,25
HealNet,both,0.2,0.8,0.2,0.8,0.5476196744932377,0.07561690150101488,25
HealNet,both,0.4,0.0,0.4,0.0,0.6362509087336674,0.059404733182283856,25
HealNet,both,0.4,0.2,0.4,0.2,0.6171006975144907,0.04824167362100585,25
HealNet,both,0.4,0.4,0.4,0.4,0.588566656842519,0.05523947155766025,25
HealNet,both,0.4,0.6,0.4,0.6,0.5704135311261749,0.06354716848094401,25
HealNet,both,0.4,0.8,0.4,0.8,0.540664767331434,0.08015604415880785,25
HealNet,both,0.6,0.0,0.6,0.0,0.6238504764711661,0.06530160279797541,25
HealNet,both,0.6,0.2,0.6,0.2,0.6048608573206274,0.06722798268651782,25
HealNet,both,0.6,0.4,0.6,0.4,0.578861315780856,0.0729329435856462,25
HealNet,both,0.6,0.6,0.6,0.6,0.5610942790712906,0.07224336142103237,25
HealNet,both,0.6,0.8,0.6,0.8,0.5300682450797394,0.08599024053378626,25
HealNet,both,0.8,0.0,0.8,0.0,0.5615229393850083,0.06751409693368121,25
HealNet,both,0.8,0.2,0.8,0.2,0.5582283786881489,0.07106166126043764,25
HealNet,both,0.8,0.4,0.8,0.4,0.5286874283655892,0.0726144722964107,25
HealNet,both,0.8,0.6,0.8,0.6,0.5222219602449488,0.09380866268000884,25
HealNet,both,0.8,0.8,0.8,0.8,0.4983221010577333,0.09552972814877733,25
KNN_MLP,both,0.0,0.0,0.0,0.0,0.6364250581262076,0.06929913680718301,25
KNN_MLP,both,0.0,0.2,0.0,0.2,0.632318498870223,0.057063908256837145,25
KNN_MLP,both,0.0,0.4,0.0,0.4,0.6183834037397257,0.057673527049680366,25
KNN_MLP,both,0.0,0.6,0.0,0.6,0.6090198775256246,0.05855530170255525,25
KNN_MLP,both,0.0,0.8,0.0,0.8,0.5775460588793923,0.07147199736885511,25
KNN_MLP,both,0.2,0.0,0.2,0.0,0.6466208861381275,0.06074524644471467,25
KNN_MLP,both,0.2,0.2,0.2,0.2,0.6445830959164293,0.060942343895823536,25
KNN_MLP,both,0.2,0.4,0.2,0.4,0.6206521924223074,0.06142574619374126,25
KNN_MLP,both,0.2,0.6,0.2,0.6,0.6041665520516095,0.05147060792065284,25
KNN_MLP,both,0.2,0.8,0.2,0.8,0.5720085142613879,0.0596627007843119,25
KNN_MLP,both,0.4,0.0,0.4,0.0,0.6391579395487441,0.057059751961854144,25
KNN_MLP,both,0.4,0.2,0.4,0.2,0.6477661852834267,0.05323185156717139,25
KNN_MLP,both,0.4,0.4,0.4,0.4,0.6164279398762157,0.07114438945651047,25
KNN_MLP,both,0.4,0.6,0.4,0.6,0.590646428922291,0.07428363582798343,25
KNN_MLP,both,0.4,0.8,0.4,0.8,0.5595608605953434,0.0637851250984113,25
KNN_MLP,both,0.6,0.0,0.6,0.0,0.5941425156367685,0.08571150292362376,25
KNN_MLP,both,0.6,0.2,0.6,0.2,0.5941233258014867,0.08113819694274077,25
KNN_MLP,both,0.6,0.4,0.6,0.4,0.5717663162720634,0.09209306365213554,25
KNN_MLP,both,0.6,0.6,0.6,0.6,0.5529537937583915,0.0788486054884477,25
KNN_MLP,both,0.6,0.8,0.6,0.8,0.5524086845466156,0.08246680313454668,25
KNN_MLP,both,0.8,0.0,0.8,0.0,0.5392817238104595,0.07750928297317994,25
KNN_MLP,both,0.8,0.2,0.8,0.2,0.5217884533516717,0.07535514026385294,25
KNN_MLP,both,0.8,0.4,0.8,0.4,0.5079143989258932,0.08604684040399763,25
KNN_MLP,both,0.8,0.6,0.8,0.6,0.5204426760978486,0.09592604627590945,25
KNN_MLP,both,0.8,0.8,0.8,0.8,0.4933844843959787,0.09013433399474477,25
SMILe,both,0.0,0.0,0.0,0.0,0.6477338965844713,0.06253098122862198,25
SMILe,both,0.0,0.2,0.0,0.2,0.6376787503684056,0.05782150999970932,25
SMILe,both,0.0,0.4,0.0,0.4,0.6124071781772932,0.060806785714168705,25
SMILe,both,0.0,0.6,0.0,0.6,0.5909445590595016,0.055724794641161715,25
SMILe,both,0.0,0.8,0.0,0.8,0.5590560303893637,0.05849886242865103,25
SMILe,both,0.2,0.0,0.2,0.0,0.6405611553197761,0.06743221687996721,25
SMILe,both,0.2,0.2,0.2,0.2,0.6250360546222615,0.06788376090357438,25
SMILe,both,0.2,0.4,0.2,0.4,0.6068393096898844,0.07433907402001305,25
SMILe,both,0.2,0.6,0.2,0.6,0.576049317221731,0.07258994690291017,25
SMILe,both,0.2,0.8,0.2,0.8,0.557311196253725,0.06804346532798655,25
SMILe,both,0.4,0.0,0.4,0.0,0.6393742672823133,0.06476377833799644,25
SMILe,both,0.4,0.2,0.4,0.2,0.6180140812784491,0.06104860697381549,25
SMILe,both,0.4,0.4,0.4,0.4,0.5974875724530898,0.06850537768459546,25
SMILe,both,0.4,0.6,0.4,0.6,0.5750206634574451,0.06568490925569244,25
SMILe,both,0.4,0.8,0.4,0.8,0.550617414939254,0.07441760401428298,25
SMILe,both,0.6,0.0,0.6,0.0,0.6126393555359073,0.0681019242132296,25
SMILe,both,0.6,0.2,0.6,0.2,0.5958409797950028,0.0714665496720768,25
SMILe,both,0.6,0.4,0.6,0.4,0.5746403379506827,0.07086819925714703,25
SMILe,both,0.6,0.6,0.6,0.6,0.560913842224187,0.06668657628665667,25
SMILe,both,0.6,0.8,0.6,0.8,0.5383579264498805,0.06559626959597108,25
SMILe,both,0.8,0.0,0.8,0.0,0.5668387857353374,0.06247794141264996,25
SMILe,both,0.8,0.2,0.8,0.2,0.548620427677899,0.06276364892138908,25
SMILe,both,0.8,0.4,0.8,0.4,0.5364829551036447,0.06736268284751794,25
SMILe,both,0.8,0.6,0.8,0.6,0.5290160788551593,0.0824267672089597,25
SMILe,both,0.8,0.8,0.8,0.8,0.5101759832334545,0.08465630972398862,25
VAE_MLP,both,0.0,0.0,0.0,0.0,0.6258749058519174,0.07828148594645679,25
VAE_MLP,both,0.0,0.2,0.0,0.2,0.6246554671382258,0.06785406890560183,25
VAE_MLP,both,0.0,0.4,0.0,0.4,0.6087895995022432,0.07018151608736285,25
VAE_MLP,both,0.0,0.6,0.0,0.6,0.5873245570946721,0.0660390323999141,25
VAE_MLP,both,0.0,0.8,0.0,0.8,0.5616046108000131,0.06987717111927631,25
VAE_MLP,both,0.2,0.0,0.2,0.0,0.633304057373023,0.061928669512085845,25
VAE_MLP,both,0.2,0.2,0.2,0.2,0.6140685725513312,0.059274386237780426,25
VAE_MLP,both,0.2,0.4,0.2,0.4,0.5962329632904346,0.06739069713149272,25
VAE_MLP,both,0.2,0.6,0.2,0.6,0.5668291580705375,0.0624168793722554,25
VAE_MLP,both,0.2,0.8,0.2,0.8,0.5458363951927171,0.0715544313790452,25
VAE_MLP,both,0.4,0.0,0.4,0.0,0.6264446409273996,0.07356978752344547,25
VAE_MLP,both,0.4,0.2,0.4,0.2,0.6038889216360481,0.07658196635568612,25
VAE_MLP,both,0.4,0.4,0.4,0.4,0.5851255853554704,0.083905263540364,25
VAE_MLP,both,0.4,0.6,0.4,0.6,0.5806371942234011,0.0836523732202069,25
VAE_MLP,both,0.4,0.8,0.4,0.8,0.5612358122932836,0.07077978580351922,25
VAE_MLP,both,0.6,0.0,0.6,0.0,0.6135276549759309,0.07357147191178334,25
VAE_MLP,both,0.6,0.2,0.6,0.2,0.5893652945606969,0.07918192666715332,25
VAE_MLP,both,0.6,0.4,0.6,0.4,0.578131054131054,0.07519900755584838,25
VAE_MLP,both,0.6,0.6,0.6,0.6,0.5703238039100108,0.07554579400327162,25
VAE_MLP,both,0.6,0.8,0.6,0.8,0.5357111045616793,0.10167817694624222,25
VAE_MLP,both,0.8,0.0,0.8,0.0,0.552389167239742,0.08084149623008284,25
VAE_MLP,both,0.8,0.2,0.8,0.2,0.5393437469299538,0.08710169286472981,25
VAE_MLP,both,0.8,0.4,0.8,0.4,0.5357346170219733,0.07686746206533007,25
VAE_MLP,both,0.8,0.6,0.8,0.6,0.5415913154533843,0.08453641411039448,25
VAE_MLP,both,0.8,0.8,0.8,0.8,0.4930234142188165,0.07655956763589208,25
ZI_MLP,both,0.0,0.0,0.0,0.0,0.6364250581262076,0.06929913680718301,25
ZI_MLP,both,0.0,0.2,0.0,0.2,0.6315423257032452,0.06275246305305565,25
ZI_MLP,both,0.0,0.4,0.0,0.4,0.6093244261060353,0.06705416484596737,25
ZI_MLP,both,0.0,0.6,0.0,0.6,0.5754802370894325,0.051863023528028365,25
ZI_MLP,both,0.0,0.8,0.0,0.8,0.5376483610046828,0.06012578031203529,25
ZI_MLP,both,0.2,0.0,0.2,0.0,0.6342943969610637,0.07013917997763612,25
ZI_MLP,both,0.2,0.2,0.2,0.2,0.6152616170547205,0.07579524099901139,25
ZI_MLP,both,0.2,0.4,0.2,0.4,0.6004606215410814,0.07320292513821047,25
ZI_MLP,both,0.2,0.6,0.2,0.6,0.5661730359891279,0.06907107884747749,25
ZI_MLP,both,0.2,0.8,0.2,0.8,0.5432971804695943,0.07742901310799472,25
ZI_MLP,both,0.4,0.0,0.4,0.0,0.6345318793594656,0.08086313717574478,25
ZI_MLP,both,0.4,0.2,0.4,0.2,0.6128534564626519,0.07532577094417632,25
ZI_MLP,both,0.4,0.4,0.4,0.4,0.5849776991845957,0.07431872037651156,25
ZI_MLP,both,0.4,0.6,0.4,0.6,0.5741376690572093,0.07717209525131756,25
ZI_MLP,both,0.4,0.8,0.4,0.8,0.5334896027769591,0.08200578695578153,25
ZI_MLP,both,0.6,0.0,0.6,0.0,0.6161695647902544,0.07802382513912788,25
ZI_MLP,both,0.6,0.2,0.6,0.2,0.599681501129777,0.07578087731834214,25
ZI_MLP,both,0.6,0.4,0.6,0.4,0.5871165471395356,0.07128858098876902,25
ZI_MLP,both,0.6,0.6,0.6,0.6,0.5677164750957854,0.07315505731104974,25
ZI_MLP,both,0.6,0.8,0.6,0.8,0.5371373088384582,0.07229737102274493,25
ZI_MLP,both,0.8,0.0,0.8,0.0,0.54354815469758,0.06877741412785972,25
ZI_MLP,both,0.8,0.2,0.8,0.2,0.5283551101941907,0.07597433981174899,25
ZI_MLP,both,0.8,0.4,0.8,0.4,0.5232611585944918,0.06917494989369365,25
ZI_MLP,both,0.8,0.6,0.8,0.6,0.5162795952451125,0.07659786670602993,25
ZI_MLP,both,0.8,0.8,0.8,0.8,0.49419458361987106,0.0916472748748532,25
pAM,both,0.0,0.0,0.0,0.0,0.6231235550316011,0.07204967381233814,25
pAM,both,0.0,0.2,0.0,0.2,0.616893538985493,0.07074777400806148,25
pAM,both,0.0,0.4,0.0,0.4,0.6094617676916527,0.06931210379325473,25
pAM,both,0.0,0.6,0.0,0.6,0.5856630972263157,0.059000199554400536,25
pAM,both,0.0,0.8,0.0,0.8,0.5631117005599764,0.07070979000011252,25
pAM,both,0.2,0.0,0.2,0.0,0.6234836427939876,0.07296580386576691,25
pAM,both,0.2,0.2,0.2,0.2,0.5999686937158202,0.07912116212402005,25
pAM,both,0.2,0.4,0.2,0.4,0.5847044568883649,0.08161075391810922,25
pAM,both,0.2,0.6,0.2,0.6,0.5539058191701869,0.06110750474912938,25
pAM,both,0.2,0.8,0.2,0.8,0.53599076530111,0.0694719231317259,25
pAM,both,0.4,0.0,0.4,0.0,0.614187117267577,0.07074718062864409,25
pAM,both,0.4,0.2,0.4,0.2,0.5855909224874742,0.06621522667446171,25
pAM,both,0.4,0.4,0.4,0.4,0.5670430625143269,0.0801600533649419,25
pAM,both,0.4,0.6,0.4,0.6,0.5414275141631463,0.0786067529570355,25
pAM,both,0.4,0.8,0.4,0.8,0.5305615482856862,0.07109462635898087,25
pAM,both,0.6,0.0,0.6,0.0,0.6154379277597668,0.08571234726618399,25
pAM,both,0.6,0.2,0.6,0.2,0.5856473785899073,0.09075984474712934,25
pAM,both,0.6,0.4,0.6,0.4,0.5672561810262959,0.08085005307511806,25
pAM,both,0.6,0.6,0.6,0.6,0.5491407800373318,0.08355643679842621,25
pAM,both,0.6,0.8,0.6,0.8,0.5338317450961129,0.07658860223299994,25
pAM,both,0.8,0.0,0.8,0.0,0.5360559321478862,0.09190138113582656,25
pAM,both,0.8,0.2,0.8,0.2,0.5213846808789337,0.0933708735173764,25
pAM,both,0.8,0.4,0.8,0.4,0.5193197760094312,0.09106260664103145,25
pAM,both,0.8,0.6,0.8,0.6,0.5007698857124144,0.09572139796140862,25
pAM,both,0.8,0.8,0.8,0.8,0.49475966859874904,0.08527751427809377,25
