model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
Di-MMLP,both,0.0,0.0,,0.6275454039362086,0.07257928732347199,25,0.02857716540590105,0.5997125961947801,0.6568669270065822
Di-MMLP,both,0.0,0.2,,0.62919101417952,0.07377014516106555,25,0.02812488947833769,0.6009263385401317,0.657176117496807
Di-MMLP,both,0.0,0.4,,0.606895110849134,0.08041811787650406,25,0.0313367210269509,0.5754678439270394,0.6381412859809412
Di-MMLP,both,0.0,0.6,,0.5733036644071127,0.06778890154019866,25,0.026587411173330744,0.5465562301470347,0.5997310524936962
Di-MMLP,both,0.0,0.8,,0.5438575498575497,0.060232633158632844,25,0.02323248108851561,0.5213344041654386,0.5677993663424699
Di-MMLP,both,0.2,0.0,,0.6498975668860727,0.06124037552854522,25,0.022881375871893095,0.628034672692144,0.6737974244359302
Di-MMLP,both,0.2,0.2,,0.6371652749124014,0.061833719411821364,25,0.02395419245505448,0.6121221927497791,0.660030577659888
Di-MMLP,both,0.2,0.4,,0.6192053574352425,0.06530309933949437,25,0.024589806628024957,0.5935691734617023,0.6427487867177523
Di-MMLP,both,0.2,0.6,,0.5877380227265285,0.055446538046835935,25,0.02117878311556476,0.5670565461571209,0.6094141123882504
Di-MMLP,both,0.2,0.8,,0.542933032059469,0.06191655228332066,25,0.023204800733536424,0.5204519157088122,0.5668615171758851
Di-MMLP,both,0.4,0.0,,0.6214422503847792,0.06415135125330569,25,0.023955189606051586,0.5972537135278515,0.6451640927399547
Di-MMLP,both,0.4,0.2,,0.6025994694960213,0.06277638718720309,25,0.024403918197596297,0.5766358188427155,0.6254436552379081
Di-MMLP,both,0.4,0.4,,0.5805064020696205,0.06428135310680054,25,0.024518233618233576,0.554582786455775,0.6036192536922421
Di-MMLP,both,0.4,0.6,,0.5775557520385107,0.06786651232270058,25,0.025938494285620728,0.5500424321315126,0.6019194207027541
Di-MMLP,both,0.4,0.8,,0.5439071290565544,0.08099361481467564,25,0.030453508858106493,0.5126288879064741,0.5735359056226871
Di-MMLP,both,0.6,0.0,,0.607321675344664,0.058190888840169847,25,0.022275176015980613,0.58405369060484,0.6286040426368013
Di-MMLP,both,0.6,0.2,,0.57877728657039,0.0626700043137523,25,0.023346182499918156,0.5553359269083407,0.602028291908177
Di-MMLP,both,0.6,0.4,,0.5650596980711923,0.06780443848368785,25,0.025528091331826985,0.5398367341258146,0.5908929167894685
Di-MMLP,both,0.6,0.6,,0.5480568490683434,0.07467104915419746,25,0.028061502439663377,0.521139042800537,0.5772620476798638
Di-MMLP,both,0.6,0.8,,0.5225469430526902,0.08488171820447153,25,0.032042470609424584,0.4906998788355111,0.5547848200543603
Di-MMLP,both,0.8,0.0,,0.5550424075711432,0.05452723314070637,25,0.020751205914136928,0.533077008219537,0.5745794200478108
Di-MMLP,both,0.8,0.2,,0.5383409634214231,0.06189123632506196,25,0.023749755214985124,0.5151219995415398,0.5626215099715101
Di-MMLP,both,0.8,0.4,,0.5109112879457707,0.07214026498546158,25,0.027841755902675486,0.4836558158954711,0.539339327700822
Di-MMLP,both,0.8,0.6,,0.508777090087435,0.07632993632412023,25,0.028393123096571382,0.48021661263385407,0.5370028588269968
Di-MMLP,both,0.8,0.8,,0.4767707371385533,0.07545176029057882,25,0.02878121459213412,0.44776761469692505,0.5053300438811933
Di-PAM,both,0.0,0.0,,0.6223302878475292,0.06395588990858009,25,0.024531998886596573,0.5986556046762943,0.6477196024494875
Di-PAM,both,0.0,0.2,,0.6117073713855323,0.05944169230430994,25,0.022121985623997087,0.5889235059108623,0.6331674771588565
Di-PAM,both,0.0,0.4,,0.5994583619870977,0.05414435413822709,25,0.020879528113436185,0.5778656302190786,0.6196246864459509
Di-PAM,both,0.0,0.6,,0.5707028195304058,0.0423817358548728,25,0.016217180797065855,0.554242739954809,0.5866771015489407
Di-PAM,both,0.0,0.8,,0.5483235419327372,0.0536143791112443,25,0.020466708419294544,0.527779459344402,0.568712876182991
Di-PAM,both,0.2,0.0,,0.6303148311883944,0.06391213200638429,25,0.024571074434292905,0.6053752202246455,0.6545173690932313
Di-PAM,both,0.2,0.2,,0.6098777221076072,0.07020892643678209,25,0.027712494678586663,0.5816314994924191,0.6370564888495924
Di-PAM,both,0.2,0.4,,0.5863675541146806,0.07080192152260154,25,0.027785601074106825,0.5578883862199955,0.6134595883682091
Di-PAM,both,0.2,0.6,,0.5524599665978976,0.06354836837098458,25,0.02435503323836663,0.5290651914071454,0.5777752578838786
Di-PAM,both,0.2,0.8,,0.5248421259455742,0.0627869269901669,25,0.024378088057111058,0.5004901922258245,0.5492463683400466
Di-PAM,both,0.4,0.0,,0.6179998690113632,0.06792830011139368,25,0.026723706487212173,0.590857585879425,0.6443049988538494
Di-PAM,both,0.4,0.2,,0.5951637030487605,0.06889627972804037,25,0.026262234338671087,0.5683200494482105,0.6208445181255526
Di-PAM,both,0.4,0.4,,0.5715608605953434,0.0679366978475208,25,0.02815432999312306,0.543339245832924,0.5996479058191702
Di-PAM,both,0.4,0.6,,0.5593943740380523,0.06396172961691504,25,0.024282772538232356,0.5344713888070209,0.5830369338834857
Di-PAM,both,0.4,0.8,,0.5258932442610604,0.0799630556649081,25,0.030237812326030733,0.4956881406163015,0.556163765268363
Di-PAM,both,0.6,0.0,,0.6111103906736092,0.05676574563448774,25,0.02207564511903587,0.5884915053869078,0.6326427956249795
Di-PAM,both,0.6,0.2,,0.5852413793103448,0.06879390515756635,25,0.025960590431280073,0.5599701918983528,0.611891372760913
Di-PAM,both,0.6,0.4,,0.564746831712349,0.0748371578562316,25,0.027733271932409764,0.5353709598192358,0.5908375036840553
Di-PAM,both,0.6,0.6,,0.5449342764515178,0.059555558415448406,25,0.022153382781543718,0.5230104316075581,0.5673171971706455
Di-PAM,both,0.6,0.8,,0.5174731637030487,0.07000561282494154,25,0.02610480073353641,0.49116497200117887,0.5433745734682517
Di-PAM,both,0.8,0.0,,0.532338081671415,0.09570163842657574,25,0.03756995939352259,0.49495577987359607,0.5700956986606412
Di-PAM,both,0.8,0.2,,0.5175765137374333,0.08917025862623551,25,0.033016498018796886,0.48387187019026107,0.5499048662278548
Di-PAM,both,0.8,0.4,,0.5090953269803845,0.08621734564984362,25,0.033320171431378415,0.4771590971608212,0.543799440023578
Di-PAM,both,0.8,0.6,,0.5235144251236206,0.09055523406814173,25,0.03452647116612628,0.48907509087336676,0.5581280332056193
Di-PAM,both,0.8,0.8,,0.5074985754985756,0.07202795222711596,25,0.027696532894521397,0.47980310606804866,0.5351961718570915
HealNet,both,0.0,0.0,,0.6390209254347186,0.06022413749906329,25,0.023680159314929283,0.6152014572485838,0.6625617758784423
HealNet,both,0.0,0.2,,0.6409678095425221,0.059566851604480234,25,0.022662032943642163,0.6185485214657628,0.6638725873530471
HealNet,both,0.0,0.4,,0.612099682352556,0.05718659397460269,25,0.02159507400857974,0.5896551347545601,0.6328452827717196
HealNet,both,0.0,0.6,,0.5855309296918493,0.06479539897009487,25,0.02423737351409766,0.5617387087795134,0.6102134558077087
HealNet,both,0.0,0.8,,0.570092936437764,0.06786514494204934,25,0.026420138684219108,0.5439600861250287,0.5968003634934669
HealNet,both,0.2,0.0,,0.6478238857779088,0.06054548315368456,25,0.02294555129842485,0.6251503569440351,0.6710414595408848
HealNet,both,0.2,0.2,,0.6217477813799653,0.05870781470620674,25,0.021679673838294555,0.6005085126240299,0.643867860300619
HealNet,both,0.2,0.4,,0.6109393850083505,0.05699899705090254,25,0.022139573304515825,0.5890095081376691,0.6332886547467007
HealNet,both,0.2,0.6,,0.583268821429741,0.0650084931385417,25,0.023833767233192527,0.559848680289485,0.60751621475587
HealNet,both,0.2,0.8,,0.5476196744932377,0.07561690150101488,25,0.027874616039558542,0.519012718996627,0.5747619510757441
HealNet,both,0.4,0.0,,0.6362509087336674,0.059404733182283856,25,0.023017152143301578,0.6136486573664734,0.6596829616530766
HealNet,both,0.4,0.2,,0.6171006975144907,0.04824167362100585,25,0.01826956233421756,0.5984788256868716,0.6350179503553067
HealNet,both,0.4,0.4,,0.588566656842519,0.05523947155766025,25,0.02107577201427774,0.5670506287454563,0.6092021727740118
HealNet,both,0.4,0.6,,0.5704135311261749,0.06354716848094401,25,0.024495699479320177,0.5450009120083833,0.5939923109670237
HealNet,both,0.4,0.8,,0.540664767331434,0.08015604415880785,25,0.029179027900579635,0.5125611471329863,0.5709192029341456
HealNet,both,0.6,0.0,,0.6238504764711661,0.06530160279797541,25,0.02483512050954584,0.5999653682418049,0.6496356092608966
HealNet,both,0.6,0.2,,0.6048608573206274,0.06722798268651782,25,0.026524293480040595,0.5797912761567935,0.6328398631168747
HealNet,both,0.6,0.4,,0.578861315780856,0.0729329435856462,25,0.027689641254871167,0.5515583128663588,0.6069375953761011
HealNet,both,0.6,0.6,,0.5610942790712906,0.07224336142103237,25,0.027838361659626054,0.5327607885515931,0.5884375118708453
HealNet,both,0.6,0.8,,0.5300682450797394,0.08599024053378626,25,0.03287094999508791,0.49617411337066514,0.561916013360841
HealNet,both,0.8,0.0,,0.5615229393850083,0.06751409693368121,25,0.025697209123358433,0.5352660133608411,0.586660431607558
HealNet,both,0.8,0.2,,0.5582283786881489,0.07106166126043764,25,0.027287765661328844,0.5308758718931134,0.585451403215771
HealNet,both,0.8,0.4,,0.5286874283655892,0.0726144722964107,25,0.02799031748370831,0.49961956642761235,0.555600201395029
HealNet,both,0.8,0.6,,0.5222219602449488,0.09380866268000884,25,0.036256163834037375,0.48773585486459053,0.5602481825326653
