train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.2,0.6,2,8,Di-MMLP,Di-PAM,0.5877380227265285,0.5524599665978976,0.035278056128630886,64.5,0.007370948791503906,25,0.041277313232421876,True,28
0.4,0.2,1,6,KNN_MLP,Di-MMLP,0.6477661852834267,0.6025994694960213,0.04516671578740539,42.0,0.0006313323974609375,25,0.005892435709635417,True,28
0.0,0.6,1,8,KNN_MLP,Di-PAM,0.6090198775256246,0.5707028195304058,0.038317057995218784,51.0,0.0018156766891479492,25,0.02541947364807129,True,28
0.2,0.6,1,8,KNN_MLP,Di-PAM,0.6041665520516095,0.5524599665978976,0.05170658545371187,46.0,0.0010271072387695312,25,0.02541947364807129,True,28
0.4,0.2,1,7,KNN_MLP,Di-PAM,0.6477661852834267,0.5951637030487605,0.052602482234666126,37.0,0.00032907724380493164,25,0.004607081413269043,True,28
0.4,0.2,1,3,KNN_MLP,HealNet,0.6477661852834267,0.6171006975144907,0.03066548776893596,61.5,0.005578815937042236,25,0.02603447437286377,True,28
0.2,0.6,1,5,KNN_MLP,VAE_MLP,0.6041665520516095,0.5668291580705375,0.03733739398107205,49.0,0.0039052650736518353,25,0.027336855515562846,True,28
0.4,0.2,1,5,KNN_MLP,VAE_MLP,0.6477661852834267,0.6038889216360481,0.04387726364737854,43.5,0.0023410184368397938,25,0.016387129057878556,True,28
0.0,0.6,1,6,KNN_MLP,ZI_MLP,0.6090198775256246,0.5754802370894325,0.033539640436192064,17.0,1.233816146850586e-05,25,0.00034546852111816406,True,28
0.2,0.6,1,6,KNN_MLP,ZI_MLP,0.6041665520516095,0.5661730359891279,0.03799351606248158,58.0,0.0037809014320373535,25,0.027336855515562846,True,28
0.4,0.2,1,4,KNN_MLP,ZI_MLP,0.6477661852834267,0.6128534564626519,0.034912728820774785,56.0,0.0030878782272338867,25,0.017292118072509764,True,28
0.2,0.2,1,8,KNN_MLP,pAM,0.6445830959164293,0.5999686937158202,0.04461440220060908,45.0,0.0009118914604187012,25,0.025532960891723633,True,28
0.2,0.6,1,7,KNN_MLP,pAM,0.6041665520516095,0.5539058191701869,0.05026073288142263,51.0,0.0018156766891479492,25,0.02541947364807129,True,28
0.4,0.2,1,8,KNN_MLP,pAM,0.6477661852834267,0.5855909224874742,0.062175262795952424,17.0,0.00014469608785023998,25,0.004051490459806719,True,28
0.4,0.2,2,8,SMILe,pAM,0.6180140812784491,0.5855909224874742,0.032423158790974904,60.0,0.010124153585641952,25,0.03543453754974683,True,28
0.4,0.2,4,8,ZI_MLP,pAM,0.6128534564626519,0.5855909224874742,0.02726253397517764,56.0,0.0072345273004642005,25,0.028938109201856802,True,28
