model_name,train_missing_prop,test_missing_prop,seed,outer_fold,inner_model_idx,replicate_id,n_patients,auc
KNN_MLP,0.0,0.0,4,1,1,4|outer_1|inner_1,57,0.6506172839506174
KNN_MLP,0.0,0.0,4,2,1,4|outer_2|inner_1,56,0.5670498084291187
KNN_MLP,0.0,0.0,4,3,1,4|outer_3|inner_1,56,0.5734355044699873
KNN_MLP,0.0,0.0,4,4,1,4|outer_4|inner_1,56,0.6922094508301405
KNN_MLP,0.0,0.0,4,5,1,4|outer_5|inner_1,56,0.6948717948717948
KNN_MLP,0.0,0.0,22,1,1,22|outer_1|inner_1,57,0.5555555555555556
KNN_MLP,0.0,0.0,22,2,1,22|outer_2|inner_1,56,0.5057471264367817
KNN_MLP,0.0,0.0,22,3,1,22|outer_3|inner_1,56,0.5938697318007663
KNN_MLP,0.0,0.0,22,4,1,22|outer_4|inner_1,56,0.7420178799489144
KNN_MLP,0.0,0.0,22,5,1,22|outer_5|inner_1,56,0.7397435897435898
KNN_MLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,57,0.5345679012345679
KNN_MLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,56,0.5772669220945084
KNN_MLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,56,0.6756066411238825
KNN_MLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,56,0.6372924648786717
KNN_MLP,0.0,0.0,2002,5,1,2002|outer_5|inner_1,56,0.6935897435897437
KNN_MLP,0.0,0.0,18473,1,1,18473|outer_1|inner_1,57,0.5765432098765433
KNN_MLP,0.0,0.0,18473,2,1,18473|outer_2|inner_1,56,0.6181353767560664
KNN_MLP,0.0,0.0,18473,3,1,18473|outer_3|inner_1,56,0.6590038314176245
KNN_MLP,0.0,0.0,18473,4,1,18473|outer_4|inner_1,56,0.46360153256704983
KNN_MLP,0.0,0.0,18473,5,1,18473|outer_5|inner_1,56,0.5179487179487179
ZI_MLP,0.0,0.0,4,1,1,4|outer_1|inner_1,57,0.6506172839506174
ZI_MLP,0.0,0.0,4,2,1,4|outer_2|inner_1,56,0.5670498084291187
ZI_MLP,0.0,0.0,4,3,1,4|outer_3|inner_1,56,0.5734355044699873
ZI_MLP,0.0,0.0,4,4,1,4|outer_4|inner_1,56,0.6922094508301405
ZI_MLP,0.0,0.0,4,5,1,4|outer_5|inner_1,56,0.6948717948717948
ZI_MLP,0.0,0.0,22,1,1,22|outer_1|inner_1,57,0.6024691358024692
ZI_MLP,0.0,0.0,22,2,1,22|outer_2|inner_1,56,0.6194125159642401
ZI_MLP,0.0,0.0,22,3,1,22|outer_3|inner_1,56,0.5810983397190294
ZI_MLP,0.0,0.0,22,4,1,22|outer_4|inner_1,56,0.7062579821200511
ZI_MLP,0.0,0.0,22,5,1,22|outer_5|inner_1,56,0.735897435897436
ZI_MLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,57,0.5345679012345679
ZI_MLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,56,0.5772669220945084
ZI_MLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,56,0.6756066411238825
ZI_MLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,56,0.6372924648786717
ZI_MLP,0.0,0.0,2002,5,1,2002|outer_5|inner_1,56,0.6935897435897437
ZI_MLP,0.0,0.0,18473,1,1,18473|outer_1|inner_1,57,0.5765432098765433
ZI_MLP,0.0,0.0,18473,2,1,18473|outer_2|inner_1,56,0.6181353767560664
ZI_MLP,0.0,0.0,18473,3,1,18473|outer_3|inner_1,56,0.6590038314176245
ZI_MLP,0.0,0.0,18473,4,1,18473|outer_4|inner_1,56,0.46360153256704983
ZI_MLP,0.0,0.0,18473,5,1,18473|outer_5|inner_1,56,0.5179487179487179
ZI_MLP,0.0,0.0,55602,1,1,55602|outer_1|inner_1,57,0.6802469135802469
ZI_MLP,0.0,0.0,55602,2,1,55602|outer_2|inner_1,56,0.5478927203065135
ZI_MLP,0.0,0.0,55602,3,1,55602|outer_3|inner_1,56,0.7420178799489144
ZI_MLP,0.0,0.0,55602,4,1,55602|outer_4|inner_1,56,0.5312899106002554
ZI_MLP,0.0,0.0,55602,5,1,55602|outer_5|inner_1,56,0.4871794871794872
