outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,smil_e_alpha,smil_e_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,missing_location,train_missing_prop
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,1,0.6403186188803779,0.7273678183555603,0.5079051383399209,0.5197208608429651,0.5111111111111111,0.0,0.0,0.0,0.0,0.6403186188803779,0.741211281882392,0.726419190565745,0.9492996268802218,0.5299107829729716,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,2,0.6453908152050443,0.7209633787473043,0.5039525691699605,0.506331831757839,0.5111111111111111,0.0,0.0,0.0,0.0,0.6453908152050443,0.6963817410998874,0.6814176042874655,0.9618668158849081,0.5345477064450582,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,3,0.6605177124341329,0.7275729179382324,0.3913043478260869,0.4771136792231106,0.5111111111111111,0.0,0.0,0.0,0.0,0.6605177124341329,0.7172999580701193,0.7019413378503587,0.9956813719537523,0.5401813785235087,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,4,0.6683969298998514,0.7112632989883423,0.5573122529644269,0.5241271483087339,0.5111111111111111,0.0,0.0,0.0,0.0,0.6683969298998514,0.7064882384406196,0.6912432180510627,0.9861433837148879,0.5383585625224643,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,5,0.6798087292247348,0.7157889008522034,0.45256916996047436,0.47172942825137365,0.5111111111111111,0.0,0.0,0.0,0.0,0.6798087292247348,0.7080312834845649,0.6927621364593506,0.9898496866226196,0.5370648900667826,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,6,0.6654398971133761,0.7063262065251669,0.5731225296442688,0.5509032882872053,0.5111111111111111,0.0,0.0,0.0,0.0,0.6654398971133761,0.7004875342051188,0.6851727631356981,0.9971334801779853,0.5343431697951423,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,7,0.6581209103266398,0.7112088998158773,0.4762845849802372,0.4915972742647534,0.5111111111111111,0.0,0.0,0.0,0.0,0.6581209103266398,0.6892750528123643,0.6741500894228617,0.9839084678226047,0.5285879042413499,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,8,0.6611020962397257,0.7030710776646932,0.5928853754940712,0.5922151115345792,0.5111111111111111,0.0,0.0,0.0,0.0,0.6611020962397257,0.7065913014941745,0.6911576522721185,1.0105100406540766,0.5328557557529874,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,9,0.6394861472977532,0.7036336461702982,0.5434782608695652,0.5939372292261503,0.4888888888888889,0.0,0.0,0.0,0.0,0.6394861472977532,0.7024901840421889,0.6870087517632378,1.0164777570300632,0.5316642026106516,4,global,0.8
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss80_trlocglobal,10,0.6725609302520752,0.6976834535598755,0.6146245059288538,0.5992394168033321,0.5333333333333333,0.0,0.0,0.0,0.0,0.6725609302520752,0.6818548440933228,0.6656704147656759,1.0788529250356886,0.539591113726298,4,global,0.8
