outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,seed,train_missing_location,train_missing_prob
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,1,0.6846612095832825,0.6900513569513956,0.4831932773109243,0.5980896828995532,0.6,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,2,0.6754973977804184,0.6904991666475931,0.4789915966386554,0.6241133850459271,0.5333333333333333,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,3,0.6505349377791086,0.691000759601593,0.4579831932773109,0.6206506863911508,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,4,0.6380806068579356,0.6882042487462362,0.49789915966386555,0.6512990975397467,0.5333333333333333,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,5,0.6232688079277674,0.6886694629987081,0.4936974789915966,0.6374809665611876,0.6,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,6,0.6185584863026937,0.6904044151306152,0.4810924369747899,0.6262667667625463,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,7,0.6049558321634928,0.6928672790527344,0.4831932773109244,0.630667254126204,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,8,0.5983357131481171,0.6891578435897827,0.5,0.6218815615924228,0.6222222222222222,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,9,0.5878955523173014,0.6895850896835327,0.5084033613445378,0.6384153217946372,0.6222222222222222,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,10,0.583650733033816,0.6908693909645081,0.4978991596638655,0.6201334067882364,0.6,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,11,0.5777860830227534,0.6893134713172913,0.49159663865546216,0.6161493069112794,0.6,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,12,0.5678208520015081,0.6901511152585348,0.5,0.6229739809226241,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,13,0.5623800853888193,0.6925362149874369,0.49999999999999994,0.6289271849867383,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,14,0.554285836716493,0.6896149516105652,0.5,0.6289682849440731,0.6,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,15,0.5673580169677734,0.6892777880032858,0.5,0.6290299464323711,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,0.5646495620409647,0.6894206206003824,0.4936974789915966,0.6296720661281832,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,17,0.5595184763272604,0.6886270642280579,0.48739495798319327,0.6207026082920092,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,18,0.5653247386217117,0.6887275377909342,0.4789915966386554,0.6214629122726133,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,19,0.5553317914406458,0.6898398200670878,0.48319327731092443,0.6231601798083901,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,20,0.5492403556903204,0.6882404088973999,0.48949579831932777,0.6193833615231615,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,21,0.5550865779320399,0.6897737383842468,0.4915966386554621,0.6203148560448607,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,22,0.5456630513072014,0.6882546345392863,0.4936974789915966,0.6252158303804192,0.5777777777777777,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,23,0.550585001707077,0.6902777353922526,0.4852941176470589,0.6213817967669738,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,24,0.5429101760188738,0.688650925954183,0.49999999999999994,0.621239829999339,0.5555555555555556,22,blood,0.2
1,1,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,16,5e-05,0.2,1.0,lr5e-05_bs16_drop0p2_temp1p0_trmiss20_trlocblood,25,0.5460641036430994,0.690487007300059,0.49369747899159666,0.6224368169165183,0.5333333333333333,22,blood,0.2
