model_name,is_distillation_method,baseline_auc,train_time_aupmc,test_time_aupmc,best_adapted_aupmc,train_degradation_coefficient,test_degradation_coefficient,minimum_degradation_coefficient
HealNet,False,0.6390950226244344,0.6391654097536451,0.611711915535445,0.6158999497234791,0.9998898765043656,1.0447647109587859,1.0376604559090632
VAE_MLP,False,0.6357466063348417,0.6225992961287078,0.613878833584716,0.6156586224233284,1.0211168086566806,1.035622294748998,1.0326284456675745
KNN_MLP,False,0.634524886877828,0.6183559577677225,0.613235294117647,0.6162368024132729,1.0261482547503475,1.0347168419110866,1.0296770403730129
ZI_MLP,False,0.634524886877828,0.6313499245852187,0.6047008547008547,0.6208396178984414,1.0050288471875486,1.0493203076283517,1.022043163137223
Di-MMLP,True,0.6225942684766214,,0.5979587732528909,0.6155304172951231,,1.0411993206316106,1.0114760391737252
Di-PAM,True,0.610211161387632,,0.5794947209653092,0.5794947209653092,,1.0530055569292436,1.0530055569292436
pAM,False,0.5807993966817496,0.5700578179989945,0.5858547008547008,0.5935796882855707,1.0188429635443998,0.9913710615181955,0.9784691224176921
