model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,baseline_auc,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.0,0.0,0.6225942684766214,0.0636860897828533,25,0.0249342006033183,0.5977812971342382,0.6476496983408748,0.6225942684766214,1.0,0.04171970312830742,0.9582802968716926,1.0417197031283074,False
Di-MMLP,envelope,0.75,0.25,0.25,0.6259426847662142,0.0875604800552343,25,0.0348993212669682,0.5934664404223229,0.6632650829562594,0.6225942684766214,0.9946506024096384,0.0587311068283769,0.9359194955812615,1.0533817092380153,False
Di-MMLP,envelope,0.75,0.5,0.5,0.604947209653092,0.073247574491176,25,0.0286101055806938,0.5764811463046756,0.6337013574660633,0.6225942684766214,1.0291712376583224,0.05108936690343491,0.9780818707548875,1.0802606045617573,False
Di-MMLP,envelope,0.75,0.75,0.75,0.6088084464555052,0.106631278303774,25,0.0407224736048265,0.5677858220211162,0.6492307692307692,0.6225942684766214,1.0226439401446834,0.07330684588232894,0.9493370942623545,1.0959507860270123,False
Di-PAM,envelope,0.0,0.0,0.0,0.610211161387632,0.08994526930496,25,0.0339690799396681,0.5767549019607844,0.6446930618401207,0.610211161387632,1.0,0.05894932187929003,0.94105067812071,1.05894932187929,False
Di-PAM,envelope,0.0,0.25,0.25,0.5753393665158371,0.1187346297089288,25,0.045491515837104,0.5288966817496229,0.619879713423831,0.610211161387632,1.0606108271070915,0.09106160226287541,0.9695492248442161,1.151672429369967,False
Di-PAM,envelope,0.0,0.5,0.5,0.5788989441930618,0.1126888213723019,25,0.0431165158371039,0.5374445701357468,0.6236776018099546,0.610211161387632,1.0540892629165475,0.08482670202104448,0.969262560895503,1.138915964937592,False
Di-PAM,envelope,0.0,0.75,0.75,0.5582805429864253,0.1139115911001882,25,0.0439008295625943,0.5131357466063348,0.6009374057315234,0.610211161387632,1.093018857729508,0.09328601678804382,0.9997328409414641,1.1863048745175517,False
HealNet,envelope,0.0,0.25,0.25,0.6194720965309201,0.0830504515755717,25,0.0317658371040724,0.5873733031674208,0.6509049773755656,0.6390950226244344,1.0316768522801978,0.05576268468798595,0.9759141675922118,1.0874395369681837,False
HealNet,envelope,0.0,0.5,0.5,0.6031372549019608,0.0839411686697908,25,0.0324042232277525,0.570696455505279,0.6355049019607841,0.6390950226244344,1.0596178853656097,0.06016139348511773,0.999456491880492,1.1197792788507275,False
HealNet,envelope,0.0,0.75,0.75,0.5859577677224737,0.0889428600462487,25,0.0335322398190044,0.5525003770739065,0.6195648567119155,0.6390950226244344,1.0906844449020565,0.06620456609257985,1.0244798788094767,1.1568890109946364,False
