model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
Di-MMLP,both,0.0,0.0,,0.6225942684766214,0.06368608978285338,25,0.0249342006033183,0.5977812971342382,0.6476496983408748
Di-MMLP,both,0.0,0.25,,0.6007088989441931,0.08192040326357833,25,0.03118438914027144,0.5698333333333334,0.6322021116138763
Di-MMLP,both,0.0,0.5,,0.6041327300150829,0.10864973542743427,25,0.0432143665158371,0.5623981900452488,0.648826923076923
Di-MMLP,both,0.0,0.75,,0.5554751131221719,0.11741469928113324,25,0.045605203619909496,0.5118107088989442,0.6030211161387632
Di-MMLP,both,0.25,0.0,,0.6017194570135747,0.11085878154276228,25,0.043451734539969866,0.5557096530920059,0.6426131221719457
Di-MMLP,both,0.25,0.25,,0.5962141779788839,0.1003730840018564,25,0.039162895927601804,0.555473604826546,0.6337993966817496
Di-MMLP,both,0.25,0.5,,0.574343891402715,0.09389258137898195,25,0.03653412518853699,0.5414747360482655,0.6145429864253394
Di-MMLP,both,0.25,0.75,,0.5649622926093515,0.10226616498313013,25,0.03946172699849171,0.5248197586726998,0.6037432126696832
Di-MMLP,both,0.5,0.0,,0.5917948717948718,0.09549857807560301,25,0.03579015837104066,0.5565067873303168,0.6280871040723981
Di-MMLP,both,0.5,0.25,,0.598129713423831,0.09548115673659259,25,0.03634407993966815,0.5634532428355958,0.6361414027149321
Di-MMLP,both,0.5,0.5,,0.5951432880844645,0.11058592201510674,25,0.04110049019607842,0.5550090497737556,0.6372100301659125
Di-MMLP,both,0.5,0.75,,0.5711161387631976,0.10648516379627791,25,0.04012349170437407,0.5308872549019608,0.6111342383107089
Di-MMLP,both,0.75,0.0,,0.6137858220211161,0.08674142993139473,25,0.031859728506787366,0.5822420814479637,0.6459615384615385
Di-MMLP,both,0.75,0.25,,0.6259426847662142,0.08756048005523433,25,0.034899321266968264,0.5934664404223229,0.6632650829562594
Di-MMLP,both,0.75,0.5,,0.604947209653092,0.07324757449117607,25,0.028610105580693823,0.5764811463046756,0.6337013574660633
Di-MMLP,both,0.75,0.75,,0.6088084464555052,0.10663127830377402,25,0.0407224736048265,0.5677858220211162,0.6492307692307692
Di-PAM,both,0.0,0.0,,0.610211161387632,0.08994526930496001,25,0.033969079939668134,0.5767549019607844,0.6446930618401207
Di-PAM,both,0.0,0.25,,0.5753393665158371,0.11873462970892881,25,0.045491515837104035,0.5288966817496229,0.619879713423831
