train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.75,0.75,6,8,Di-MMLP,Di-PAM,0.6088084464555052,0.520211161387632,0.08859728506787323,57.0,0.003419220447540283,25,0.01595636208852132,True,28
0.5,0.75,2,8,KNN_MLP,Di-PAM,0.6319155354449473,0.5467571644042232,0.0851583710407241,30.0,0.00012022256851196289,25,0.003366231918334961,True,28
0.75,0.75,2,8,KNN_MLP,Di-PAM,0.638733031674208,0.520211161387632,0.11852187028657601,22.5,3.814697265625e-05,25,0.0005029042561848959,True,28
0.5,0.75,2,7,KNN_MLP,SMILe,0.6319155354449473,0.5558823529411765,0.07603318250377078,55.0,0.0027848482131958008,25,0.019147634506225586,True,28
0.5,0.75,2,5,KNN_MLP,pAM,0.6319155354449473,0.5762443438914028,0.0556711915535445,62.5,0.012414859517064976,25,0.049659438068259905,True,28
0.75,0.75,5,8,SMILe,Di-PAM,0.6160030165912519,0.520211161387632,0.09579185520361988,25.0,5.3882598876953125e-05,25,0.0005029042561848959,True,28
0.5,0.75,3,8,VAE_MLP,Di-PAM,0.6207239819004525,0.5467571644042232,0.07396681749622935,57.0,0.003419220447540283,25,0.019147634506225586,True,28
0.75,0.75,3,8,VAE_MLP,Di-PAM,0.6242081447963801,0.520211161387632,0.10399698340874808,36.0,0.0019154184315366342,25,0.013407929020756439,True,28
0.5,0.75,3,7,VAE_MLP,SMILe,0.6207239819004525,0.5558823529411765,0.06484162895927603,65.0,0.007370948791503906,25,0.03439776102701823,True,28
0.5,0.75,1,8,ZI_MLP,Di-PAM,0.6390196078431373,0.5467571644042232,0.0922624434389141,39.0,0.000429689884185791,25,0.006015658378601074,True,28
0.75,0.75,1,8,ZI_MLP,Di-PAM,0.645339366515837,0.520211161387632,0.125128205128205,11.0,3.2782554626464844e-06,25,9.179115295410156e-05,True,28
0.5,0.75,1,7,ZI_MLP,SMILe,0.6390196078431373,0.5558823529411765,0.08313725490196078,55.5,0.0030878782272338867,25,0.019147634506225586,True,28
0.75,0.75,4,8,pAM,Di-PAM,0.6184766214177979,0.520211161387632,0.0982654600301659,56.5,0.003419220447540283,25,0.01595636208852132,True,28
