outer_fold,inner_fold,hp_name,batch_size,learning_rate,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,smil_e_alpha,smil_e_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,0.1465959573785464,0.9147312343120575,0.650197628458498,0.6411397362144772,0.5777777777777777,0.0,0.0,0.0,0.0,0.1465959573785464,0.04617711322175132,0.0324831986023734,0.6241541306177775,0.7452372776137458,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,17,0.12736516611443627,0.9232477347056071,0.6482213438735178,0.6389100818109097,0.5777777777777777,0.0,0.0,0.0,0.0,0.12736516611443627,0.041819546992580094,0.028020359032476943,0.6242675516340468,0.7556512951850891,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,18,0.12556671682331297,0.9329686562220255,0.6482213438735178,0.6386899384017761,0.5777777777777777,0.0,0.0,0.0,0.0,0.12556671682331297,0.04242199266122447,0.028511221080811486,0.625691811243693,0.7653853164778815,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,19,0.12203923198911878,0.9448580145835876,0.6462450592885376,0.6387016459391244,0.5777777777777777,0.0,0.0,0.0,0.0,0.12203923198911878,0.03990383239256011,0.02593468830713795,0.6256402532259623,0.7712742156452603,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,20,0.11609883854786555,0.9560811122258505,0.6482213438735178,0.6402224727939789,0.5777777777777777,0.0,0.0,0.0,0.0,0.11609883854786555,0.039148145665725075,0.025114258414962225,0.6256745855013529,0.7777141001489427,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,21,0.11259559707509147,0.9686205983161926,0.6482213438735178,0.6402224727939789,0.5777777777777777,0.0,0.0,0.0,0.0,0.11259559707509147,0.0379307528750764,0.02381980201850335,0.6261602640151978,0.7849348783493042,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,22,0.10150909175475438,0.979143480459849,0.6482213438735178,0.6402224727939789,0.5777777777777777,0.0,0.0,0.0,0.0,0.10150909175475438,0.0367371973892053,0.022555353585630655,0.6262909438874986,0.7918934027353922,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,23,0.10340473138623768,0.9828554193178812,0.6462450592885376,0.6388494750823085,0.5777777777777777,0.0,0.0,0.0,0.0,0.10340473138623768,0.0355816094411744,0.021350002485430904,0.6263198918766446,0.7968408597840203,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,24,0.0998176849550671,0.9867901603380839,0.6482213438735178,0.6402224727939789,0.5777777777777777,0.0,0.0,0.0,0.0,0.0998176849550671,0.034986987709999084,0.02073213354580932,0.6261124809583029,0.7993730902671814,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,25,0.09377017617225647,0.9925650954246521,0.6482213438735178,0.6402224727939789,0.5777777777777777,0.0,0.0,0.0,0.0,0.09377017617225647,0.0346597373071644,0.020330880613376696,0.6270068221622043,0.8058789041307237,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,26,0.0935858968231413,0.9985867937405905,0.6462450592885376,0.6365992843881818,0.5777777777777777,0.0,0.0,0.0,0.0,0.0935858968231413,0.034526931742827095,0.02014524699188769,0.6276982360415988,0.8104703028996786,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.1,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p1_alpha0p01_beta0p01_trmiss0_trlocglobal,27,0.08695154554314083,1.0041250387827556,0.6462450592885375,0.6359164178014252,0.5777777777777777,0.0,0.0,0.0,0.0,0.08695154554314083,0.033710994861192174,0.01933588946445121,0.6269085142347548,0.8106019960509406,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,1,0.6354638006952074,0.6912901004155477,0.6245059288537549,0.5967095348112991,0.4666666666666667,0.0,0.0,0.0,0.0,0.6354638006952074,0.616709934340583,0.6060720947053697,0.5182873672909207,0.5454973181088766,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,2,0.5978492498397827,0.6611267328262329,0.6699604743083005,0.6728457214273332,0.6,0.0,0.0,0.0,0.0,0.5978492498397827,0.49588627947701347,0.4851808382405175,0.5256965623961555,0.5448474089304606,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,3,0.5676940348413255,0.6520540714263916,0.6857707509881423,0.6946767680963416,0.6222222222222222,0.0,0.0,0.0,0.0,0.5676940348413255,0.38902228242821163,0.3781846794817183,0.5363917218314277,0.5473683675130209,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,4,0.5290960272153219,0.6483044425646464,0.6976284584980237,0.7013943941467053,0.6888888888888889,0.0,0.0,0.0,0.0,0.5290960272153219,0.3182395084036721,0.30721574359469944,0.547966804769304,0.5544097423553467,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,5,0.49804721275965375,0.65116419394811,0.6857707509881423,0.6863501452624384,0.6666666666666666,0.0,0.0,0.0,0.0,0.49804721275965375,0.24302369190586937,0.23182910763555103,0.5563714769151475,0.5630866487820944,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,6,0.4442991746796502,0.672437051932017,0.6877470355731226,0.6824217148722389,0.6888888888888889,0.0,0.0,0.0,0.0,0.4442991746796502,0.21570038547118506,0.20433665812015533,0.5627392729123434,0.5736332005924649,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,7,0.3943595389525096,0.7053038875261942,0.66600790513834,0.6623610313330631,0.6444444444444445,0.0,0.0,0.0,0.0,0.3943595389525096,0.16688540163967344,0.15533914334244198,0.5680930415789286,0.5865327649646335,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,8,0.3547862321138382,0.7469104528427124,0.6482213438735178,0.6536408248570842,0.5777777777777777,0.0,0.0,0.0,0.0,0.3547862321138382,0.1373155220515198,0.12558659745587242,0.5713633961147733,0.6015289492077298,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,9,0.31563108828332687,0.7776895562807719,0.6442687747035573,0.6528277777486193,0.5777777777777777,0.0,0.0,0.0,0.0,0.31563108828332687,0.1020645722746849,0.0901504982676771,0.5739690197838677,0.617438276608785,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,10,0.2716233962112003,0.8099285562833151,0.650197628458498,0.6559000914731312,0.6222222222222222,0.0,0.0,0.0,0.0,0.2716233962112003,0.08514214431246121,0.07299592718482018,0.5769037140740289,0.6377180682288276,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,11,0.2363559752702713,0.837277909119924,0.6403162055335968,0.648041702042779,0.5777777777777777,0.0,0.0,0.0,0.0,0.2363559752702713,0.07328974331418674,0.06097267402542962,0.5783383912510343,0.6533686319986979,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,12,0.21186678773827022,0.8549146850903829,0.6442687747035574,0.6501914846273443,0.6,0.0,0.0,0.0,0.0,0.21186678773827022,0.06692859075135654,0.05448102495736546,0.5801079140769111,0.6646487580405341,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,13,0.20888412992159525,0.8828708529472351,0.6383399209486166,0.6418447939173997,0.6,0.0,0.0,0.0,0.0,0.20888412992159525,0.06004641308552689,0.04746454478138023,0.5815784070226881,0.6766085028648376,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,14,0.1828722498483128,0.9105534553527832,0.6343873517786561,0.6398324595944062,0.5555555555555556,0.0,0.0,0.0,0.0,0.1828722498483128,0.05314284273319774,0.04040689435270098,0.5834541453255547,0.6901407109366523,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,15,0.18033439252111647,0.9328096508979797,0.6284584980237155,0.6368506162033556,0.5555555555555556,0.0,0.0,0.0,0.0,0.18033439252111647,0.05035460160838233,0.03751932167344623,0.5837453272607591,0.6997827291488647,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,0.1523921506272422,0.9525311787923177,0.6284584980237155,0.6371597699651947,0.5333333333333333,0.0,0.0,0.0,0.0,0.1523921506272422,0.04799131738642851,0.03505297833018833,0.5842632386419508,0.7095706330405341,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,17,0.14053874959548315,0.9656412800153097,0.6304347826086957,0.6381507274778915,0.5333333333333333,0.0,0.0,0.0,0.0,0.14053874959548315,0.0439782248189052,0.030941293574869633,0.5842957629097832,0.7193974653879801,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,18,0.13394449816809761,0.9820337096850077,0.6324110671936759,0.6400960970981193,0.5555555555555556,0.0,0.0,0.0,0.0,0.13394449816809761,0.04495019817517863,0.03184740183254083,0.5848511589898003,0.7254285746150546,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,19,0.14074261238177618,1.0039565761884053,0.6284584980237155,0.6371290537218688,0.5555555555555556,0.0,0.0,0.0,0.0,0.14074261238177618,0.04159468329615063,0.028442479877008334,0.5850870543056064,0.7301332553227743,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,20,0.12043320470386082,1.0201761325200398,0.6264822134387351,0.6363879470025011,0.5555555555555556,0.0,0.0,0.0,0.0,0.12043320470386082,0.04126223466462559,0.028067263257172372,0.5849633150630527,0.7345338132646348,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,21,0.12186340573761198,1.0323682228724163,0.6264822134387351,0.6363879470025011,0.5555555555555556,0.0,0.0,0.0,0.0,0.12186340573761198,0.03859040430850453,0.025317541013161343,0.5853483743137784,0.741937968466017,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,22,0.11844726900259654,1.0428489844004314,0.6264822134387351,0.6363879470025011,0.5555555555555556,0.0,0.0,0.0,0.0,0.11844726900259654,0.037094094687038,0.023750618824528322,0.5859716402159797,0.7483758860164218,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,23,0.11544399046235615,1.0468773047129314,0.6264822134387351,0.6363879470025011,0.5555555555555556,0.0,0.0,0.0,0.0,0.11544399046235615,0.03655802023907503,0.023141892212960456,0.5866720345285203,0.7549408210648431,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,24,0.11450449749827385,1.0493033130963643,0.6284584980237155,0.6383773046184572,0.5555555555555556,0.0,0.0,0.0,0.0,0.11450449749827385,0.03428655366102854,0.020841678294042747,0.5866420070330302,0.757845487859514,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,25,0.1065809362464481,1.0515578786532085,0.6304347826086957,0.6393549903787517,0.5555555555555556,0.0,0.0,0.0,0.0,0.1065809362464481,0.03554239496588707,0.02206104052149587,0.5869517922401428,0.7611837055948045,22,global,0.0
1,1,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,16,5e-05,32,32,4,0.2,0.01,0.01,lr5e-05_bs16_lat32_pri32_heads4_drop0p2_alpha0p01_beta0p01_trmiss0_trlocglobal,26,0.10902062224017249,1.0565108855565388,0.6264822134387352,0.6363069112437161,0.5555555555555556,0.0,0.0,0.0,0.0,0.10902062224017249,0.036277977749705315,0.02276690573328071,0.5871571103731791,0.7639499968952603,22,global,0.0
