model_name,train_missing_prop,test_missing_prop,seed,outer_fold,inner_model_idx,replicate_id,n_patients,auc
Di-PAM,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.4932126696832579
Di-PAM,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.6651583710407241
Di-PAM,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6108597285067874
Di-PAM,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.5784313725490196
Di-PAM,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.5588235294117647
KNN_MLP,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.6515837104072398
KNN_MLP,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.5972850678733033
KNN_MLP,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.4796380090497738
KNN_MLP,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.7549019607843137
KNN_MLP,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.3970588235294118
KNN_MLP,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.6425339366515838
KNN_MLP,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.5746606334841629
KNN_MLP,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6968325791855203
KNN_MLP,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.6421568627450981
KNN_MLP,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.7696078431372549
KNN_MLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,30,0.6787330316742082
KNN_MLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,30,0.7194570135746606
KNN_MLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,30,0.5610859728506787
KNN_MLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,29,0.5980392156862745
KNN_MLP,0.0,0.0,2002,5,1,2002|outer_5|inner_1,29,0.5294117647058824
KNN_MLP,0.0,0.0,18473,1,1,18473|outer_1|inner_1,30,0.5565610859728507
KNN_MLP,0.0,0.0,18473,2,1,18473|outer_2|inner_1,30,0.6334841628959276
KNN_MLP,0.0,0.0,18473,3,1,18473|outer_3|inner_1,30,0.8009049773755657
KNN_MLP,0.0,0.0,18473,4,1,18473|outer_4|inner_1,29,0.7647058823529412
KNN_MLP,0.0,0.0,18473,5,1,18473|outer_5|inner_1,29,0.6519607843137255
KNN_MLP,0.0,0.0,55602,1,1,55602|outer_1|inner_1,30,0.7149321266968326
KNN_MLP,0.0,0.0,55602,2,1,55602|outer_2|inner_1,30,0.6470588235294117
KNN_MLP,0.0,0.0,55602,3,1,55602|outer_3|inner_1,30,0.6742081447963801
KNN_MLP,0.0,0.0,55602,4,1,55602|outer_4|inner_1,29,0.7009803921568628
KNN_MLP,0.0,0.0,55602,5,1,55602|outer_5|inner_1,29,0.627450980392157
VAE_MLP,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.6153846153846154
VAE_MLP,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.6380090497737556
VAE_MLP,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.6289592760180995
VAE_MLP,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.7303921568627451
VAE_MLP,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.696078431372549
VAE_MLP,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.6787330316742082
VAE_MLP,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.6470588235294118
VAE_MLP,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6832579185520362
VAE_MLP,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.681372549019608
VAE_MLP,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.7107843137254901
VAE_MLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,30,0.8235294117647058
VAE_MLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,30,0.7601809954751132
VAE_MLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,30,0.5610859728506787
VAE_MLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,29,0.46568627450980393
VAE_MLP,0.0,0.0,2002,5,1,2002|outer_5|inner_1,29,0.5245098039215687
VAE_MLP,0.0,0.0,18473,1,1,18473|outer_1|inner_1,30,0.4977375565610859
VAE_MLP,0.0,0.0,18473,2,1,18473|outer_2|inner_1,30,0.4886877828054299
VAE_MLP,0.0,0.0,18473,3,1,18473|outer_3|inner_1,30,0.7963800904977376
VAE_MLP,0.0,0.0,18473,4,1,18473|outer_4|inner_1,29,0.7647058823529412
VAE_MLP,0.0,0.0,18473,5,1,18473|outer_5|inner_1,29,0.6127450980392157
VAE_MLP,0.0,0.0,55602,1,1,55602|outer_1|inner_1,30,0.5656108597285068
VAE_MLP,0.0,0.0,55602,2,1,55602|outer_2|inner_1,30,0.6968325791855203
VAE_MLP,0.0,0.0,55602,3,1,55602|outer_3|inner_1,30,0.416289592760181
VAE_MLP,0.0,0.0,55602,4,1,55602|outer_4|inner_1,29,0.6862745098039216
VAE_MLP,0.0,0.0,55602,5,1,55602|outer_5|inner_1,29,0.6127450980392157
ZI_MLP,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.6515837104072398
ZI_MLP,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.5972850678733033
ZI_MLP,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.4796380090497738
ZI_MLP,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.7549019607843137
ZI_MLP,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.3970588235294118
ZI_MLP,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.6289592760180995
ZI_MLP,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.579185520361991
ZI_MLP,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6380090497737556
ZI_MLP,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.6911764705882353
ZI_MLP,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.7009803921568628
ZI_MLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,30,0.6787330316742082
ZI_MLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,30,0.7194570135746606
ZI_MLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,30,0.5610859728506787
ZI_MLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,29,0.5980392156862745
