outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,smil_e_alpha,smil_e_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,missing_location,train_missing_prop
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,1,0.6398143172264099,0.7318246165911356,0.47035573122529645,0.5416609887226324,0.5111111111111111,0.0,0.0,0.0,0.0,0.6398143172264099,0.7465452949206034,0.7332287099626329,0.8151085707876418,0.5165502627690634,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,2,0.6390702989366319,0.7292256553967794,0.48221343873517786,0.5248166726991577,0.5111111111111111,0.0,0.0,0.0,0.0,0.6390702989366319,0.6964653068118625,0.6829389333724976,0.8315642873446146,0.5210729373825921,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,3,0.6549742619196574,0.7225948373476664,0.5177865612648221,0.5462448777167435,0.5111111111111111,0.0,0.0,0.0,0.0,0.6549742619196574,0.7224916285938687,0.7084979878531562,0.8705810109774271,0.5287810034222074,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,4,0.6639610727628072,0.711617906888326,0.5731225296442688,0.5570985890278578,0.5111111111111111,0.0,0.0,0.0,0.0,0.6639610727628072,0.7060085932413737,0.692246675491333,0.8501966264512804,0.5259947644339668,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,5,0.6753375993834602,0.7153262495994568,0.5138339920948617,0.5382678058569618,0.5111111111111111,0.0,0.0,0.0,0.0,0.6753375993834602,0.7100579871071709,0.6964374846882291,0.8375120427873399,0.5245385501119826,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,6,0.6598183247778151,0.7055991291999817,0.616600790513834,0.6031175230794475,0.5111111111111111,0.0,0.0,0.0,0.0,0.6598183247778151,0.7053240868780348,0.691707882616255,0.8403735094600253,0.521247062418196,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,7,0.6488882899284363,0.7149950265884399,0.4762845849802371,0.5128241312461325,0.5111111111111111,0.0,0.0,0.0,0.0,0.6488882899284363,0.6932814055018954,0.6797938081953261,0.8314778937233819,0.5172818965382047,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,8,0.6557228631443448,0.7056431969006857,0.5691699604743083,0.5557588774452582,0.5111111111111111,0.0,0.0,0.0,0.0,0.6557228631443448,0.704469707277086,0.6907721095614963,0.8497608171568977,0.5199980537096659,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,9,0.6355588701036241,0.7037488222122192,0.575098814229249,0.5619116251725786,0.5111111111111111,0.0,0.0,0.0,0.0,0.6355588701036241,0.6991166604889764,0.6854171885384454,0.847883145014445,0.5220643579959869,4,global,0.6
1,1,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,16,1e-05,0.0001,4,2,1,0.2,0.01,0.01,lr1e-05_bs16_lat4_pri2_heads1_drop0p2_alpha0p01_beta0p01__wd1e-04trmiss60_trlocglobal,10,0.6634685330920749,0.7027143637339274,0.5711462450592886,0.5576844382592032,0.5333333333333333,0.0,0.0,0.0,0.0,0.6634685330920749,0.6795436276329888,0.6653821667035421,0.8894889950752258,0.5266557931900024,4,global,0.6
