model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.5270060606060605,0.14566161946338993,125
Di-MMLP,both,0.0,0.33,0.0,0.33,0.513430303030303,0.15803158748068669,125
Di-MMLP,both,0.0,0.66,0.0,0.66,0.4988606060606061,0.15908353751017354,125
Di-MMLP,both,0.33,0.0,0.33,0.0,0.5114666666666666,0.13859934605066923,125
Di-MMLP,both,0.33,0.33,0.33,0.33,0.4848,0.14860847487829162,125
Di-MMLP,both,0.33,0.66,0.33,0.66,0.48101818181818184,0.1502908226682492,125
Di-MMLP,both,0.66,0.0,0.66,0.0,0.5028363636363636,0.15456306035074777,125
Di-MMLP,both,0.66,0.33,0.66,0.33,0.4912242424242425,0.14989990637336767,125
Di-MMLP,both,0.66,0.66,0.66,0.66,0.4431030303030303,0.15164455080482472,125
Di-PAM,both,0.0,0.0,0.0,0.0,0.5364121212121211,0.14622939590717185,125
Di-PAM,both,0.0,0.33,0.0,0.33,0.5079757575757576,0.13738163299334583,125
Di-PAM,both,0.0,0.66,0.0,0.66,0.4947878787878788,0.14093646923923592,125
Di-PAM,both,0.33,0.0,0.33,0.0,0.5116848484848484,0.15285996733621543,125
Di-PAM,both,0.33,0.33,0.33,0.33,0.47893333333333327,0.14544938081414235,125
Di-PAM,both,0.33,0.66,0.33,0.66,0.4591272727272727,0.16052886246624407,125
Di-PAM,both,0.66,0.0,0.66,0.0,0.4820848484848484,0.1494363829868957,125
Di-PAM,both,0.66,0.33,0.66,0.33,0.471660606060606,0.14330092280695392,125
Di-PAM,both,0.66,0.66,0.66,0.66,0.45604848484848487,0.13334256610706524,125
HealNet,both,0.0,0.0,0.0,0.0,0.5586666666666666,0.14716300737298818,125
HealNet,both,0.0,0.33,0.0,0.33,0.551587878787879,0.15210027000446302,125
HealNet,both,0.0,0.66,0.0,0.66,0.5305212121212121,0.1512584217926914,125
HealNet,both,0.33,0.0,0.33,0.0,0.5445333333333333,0.14273599124944636,125
HealNet,both,0.33,0.33,0.33,0.33,0.49153939393939394,0.1432735517919751,125
HealNet,both,0.33,0.66,0.33,0.66,0.4657696969696969,0.14999680279381414,125
HealNet,both,0.66,0.0,0.66,0.0,0.5092121212121211,0.14003232627090523,125
HealNet,both,0.66,0.33,0.66,0.33,0.47393939393939394,0.14759844747599876,125
HealNet,both,0.66,0.66,0.66,0.66,0.453090909090909,0.15629204905334299,125
KNN_MLP,both,0.0,0.0,0.0,0.0,0.5511999999999999,0.1510706206218128,125
KNN_MLP,both,0.0,0.33,0.0,0.33,0.5394909090909091,0.14731516873138756,125
KNN_MLP,both,0.0,0.66,0.0,0.66,0.4823272727272727,0.15111468876394493,125
KNN_MLP,both,0.33,0.0,0.33,0.0,0.49839999999999995,0.14018569819061882,125
KNN_MLP,both,0.33,0.33,0.33,0.33,0.4755878787878788,0.149124494544226,125
KNN_MLP,both,0.33,0.66,0.33,0.66,0.4516363636363637,0.1363008435853725,125
KNN_MLP,both,0.66,0.0,0.66,0.0,0.4636363636363637,0.14365022143824593,125
KNN_MLP,both,0.66,0.33,0.66,0.33,0.46511515151515154,0.15309422317083377,125
KNN_MLP,both,0.66,0.66,0.66,0.66,0.43583030303030296,0.15035137809100835,125
SMILe,both,0.0,0.0,0.0,0.0,0.4850181818181818,0.13903663671963082,125
SMILe,both,0.0,0.33,0.0,0.33,0.4658181818181818,0.13509105337218158,125
SMILe,both,0.0,0.66,0.0,0.66,0.4519515151515152,0.1542397758973111,125
SMILe,both,0.33,0.0,0.33,0.0,0.4974060606060605,0.13519303352566603,125
SMILe,both,0.33,0.33,0.33,0.33,0.47598787878787874,0.12825562143020755,125
SMILe,both,0.33,0.66,0.33,0.66,0.4567030303030303,0.13828172889898036,125
SMILe,both,0.66,0.0,0.66,0.0,0.4950060606060606,0.14340269133411876,125
SMILe,both,0.66,0.33,0.66,0.33,0.48710303030303026,0.13455127989291338,125
SMILe,both,0.66,0.66,0.66,0.66,0.4574060606060606,0.135340631026266,125
VAE_MLP,both,0.0,0.0,0.0,0.0,0.5409454545454545,0.1474777906906691,125
VAE_MLP,both,0.0,0.33,0.0,0.33,0.5338909090909091,0.14030968275093933,125
VAE_MLP,both,0.0,0.66,0.0,0.66,0.47915151515151516,0.1428139880568129,125
VAE_MLP,both,0.33,0.0,0.33,0.0,0.5328484848484848,0.14920844297081617,125
VAE_MLP,both,0.33,0.33,0.33,0.33,0.49536969696969696,0.14913009204651473,125
VAE_MLP,both,0.33,0.66,0.33,0.66,0.4839515151515151,0.14632509930646354,125
VAE_MLP,both,0.66,0.0,0.66,0.0,0.5054787878787877,0.13723502187058786,125
VAE_MLP,both,0.66,0.33,0.66,0.33,0.4896242424242423,0.13686843894222941,125
VAE_MLP,both,0.66,0.66,0.66,0.66,0.4432,0.15298064678328993,125
ZI_MLP,both,0.0,0.0,0.0,0.0,0.5511999999999999,0.1510706206218128,125
ZI_MLP,both,0.0,0.33,0.0,0.33,0.5292121212121212,0.13940530787930894,125
ZI_MLP,both,0.0,0.66,0.0,0.66,0.4810909090909091,0.15341255743521956,125
ZI_MLP,both,0.33,0.0,0.33,0.0,0.5112969696969697,0.14486857368149478,125
ZI_MLP,both,0.33,0.33,0.33,0.33,0.4811878787878787,0.14458762098323588,125
ZI_MLP,both,0.33,0.66,0.33,0.66,0.45684848484848495,0.15264650923586562,125
ZI_MLP,both,0.66,0.0,0.66,0.0,0.49626666666666663,0.13633655427824712,125
ZI_MLP,both,0.66,0.33,0.66,0.33,0.4870545454545454,0.14365917880596094,125
ZI_MLP,both,0.66,0.66,0.66,0.66,0.46123636363636367,0.13704202711363606,125
pAM,both,0.0,0.0,0.0,0.0,0.5510303030303031,0.14340328210388703,125
pAM,both,0.0,0.33,0.0,0.33,0.5210181818181817,0.13924284386148572,125
pAM,both,0.0,0.66,0.0,0.66,0.48843636363636367,0.14756351502106543,125
pAM,both,0.33,0.0,0.33,0.0,0.5165818181818183,0.14091070748187154,125
pAM,both,0.33,0.33,0.33,0.33,0.47827878787878786,0.14601286622010365,125
pAM,both,0.33,0.66,0.33,0.66,0.4730181818181818,0.16756464038044122,125
pAM,both,0.66,0.0,0.66,0.0,0.5151999999999999,0.13874855056246083,125
pAM,both,0.66,0.33,0.66,0.33,0.4899636363636363,0.14349982580450873,125
pAM,both,0.66,0.66,0.66,0.66,0.4661090909090909,0.15889616344651022,125
