train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.0,0.0,7,8,Di-MMLP,SMILe,0.5270060606060605,0.4850181818181818,0.041987878787878685,2668.0,0.008171250106792113,125,0.03268500042716845,True,28
0.0,0.33,6,8,Di-MMLP,SMILe,0.513430303030303,0.4658181818181818,0.04761212121212122,2671.5,0.008393651156672958,125,0.0391703720644738,True,28
0.0,0.0,6,8,Di-PAM,SMILe,0.5364121212121211,0.4850181818181818,0.051393939393939325,2410.5,0.0009296938298950815,125,0.005206285447412457,True,28
0.0,0.0,1,8,HealNet,SMILe,0.5586666666666666,0.4850181818181818,0.07364848484848485,2143.5,2.509246822972135e-05,125,0.0005102600570031674,True,28
0.0,0.33,1,8,HealNet,SMILe,0.551587878787879,0.4658181818181818,0.08576969696969716,2047.0,8.290452501402796e-06,125,0.00014895431040939903,True,28
0.0,0.66,1,8,HealNet,SMILe,0.5305212121212121,0.4519515151515152,0.07856969696969685,2224.0,6.051756227928873e-05,125,0.0016944917438200845,True,28
0.0,0.66,1,7,HealNet,VAE_MLP,0.5305212121212121,0.47915151515151516,0.0513696969696969,2466.0,0.0010215180999310482,125,0.014301253399034673,True,28
0.0,0.0,2,8,KNN_MLP,SMILe,0.5511999999999999,0.4850181818181818,0.06618181818181812,2241.5,7.289429385759534e-05,125,0.0005102600570031674,True,28
0.0,0.33,2,8,KNN_MLP,SMILe,0.5394909090909091,0.4658181818181818,0.07367272727272733,1948.5,1.063959360067136e-05,125,0.00014895431040939903,True,28
0.0,0.0,5,8,VAE_MLP,SMILe,0.5409454545454545,0.4850181818181818,0.055927272727272714,2478.5,0.0025638446960707362,125,0.011964608581663436,True,28
0.0,0.33,3,8,VAE_MLP,SMILe,0.5338909090909091,0.4658181818181818,0.06807272727272728,2272.5,0.00015751210031496015,125,0.001102584702204721,True,28
0.0,0.0,3,8,ZI_MLP,SMILe,0.5511999999999999,0.4850181818181818,0.06618181818181812,2241.5,7.289429385759534e-05,125,0.0005102600570031674,True,28
0.0,0.33,4,8,ZI_MLP,SMILe,0.5292121212121212,0.4658181818181818,0.06339393939393945,2249.5,7.930317234046676e-05,125,0.0007401629418443565,True,28
0.0,0.0,4,8,pAM,SMILe,0.5510303030303031,0.4850181818181818,0.0660121212121213,2159.5,4.7482107493983614e-05,125,0.0005102600570031674,True,28
0.0,0.33,5,8,pAM,SMILe,0.5210181818181817,0.4658181818181818,0.055199999999999916,2391.0,0.0011748333764295914,125,0.006579066908005712,True,28
