model_name,top_equivalent_group_count,top_equivalent_group_fraction,n_condition_cells_with_top_group
HealNet,3,1.0,3
Di-MMLP,2,0.6666666666666666,3
KNN_MLP,2,0.6666666666666666,3
VAE_MLP,2,0.6666666666666666,3
ZI_MLP,2,0.6666666666666666,3
pAM,2,0.6666666666666666,3
Di-PAM,1,0.3333333333333333,3
