train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.0,0.0,1,2,SMILe,VAE_MLP,0.6385309200603319,0.6376832579185521,0.0008476621417797814,3833.0,0.7968029954613419,125,0.836643145234409,False,21
0.0,0.0,1,3,SMILe,KNN_MLP,0.6385309200603319,0.6344313725490196,0.0040995475113122515,3728.5,0.6065706335256081,125,0.7597256949106417,False,21
0.0,0.0,1,4,SMILe,ZI_MLP,0.6385309200603319,0.6296892911010556,0.008841628959276204,3625.5,0.5338192199879591,125,0.7597256949106417,False,21
0.0,0.0,1,5,SMILe,Di-PAM,0.6385309200603319,0.6255957767722473,0.012935143288084539,3361.5,0.25444304384609706,125,0.4452753267306699,False,21
0.0,0.0,1,6,SMILe,HealNet,0.6385309200603319,0.6105852187028658,0.0279457013574661,2906.5,0.01572771673109752,125,0.08257051283826197,False,21
0.0,0.0,1,7,SMILe,pAM,0.6385309200603319,0.6097828054298643,0.02874811463046756,2638.0,0.0013649628705414139,125,0.028664220281369692,True,21
0.0,0.0,2,3,VAE_MLP,KNN_MLP,0.6376832579185521,0.6344313725490196,0.00325188536953247,3594.0,0.6873708668239139,125,0.7597256949106417,False,21
0.0,0.0,2,4,VAE_MLP,ZI_MLP,0.6376832579185521,0.6296892911010556,0.007993966817496423,3599.5,0.4920690301614622,125,0.7597256949106417,False,21
0.0,0.0,2,5,VAE_MLP,Di-PAM,0.6376832579185521,0.6255957767722473,0.012087481146304757,3365.0,0.20344447570451596,125,0.38839399907225775,False,21
0.0,0.0,2,6,VAE_MLP,HealNet,0.6376832579185521,0.6105852187028658,0.02709803921568632,2996.0,0.020349676921317672,125,0.08546864306953422,False,21
0.0,0.0,2,7,VAE_MLP,pAM,0.6376832579185521,0.6097828054298643,0.027900452488687777,2773.5,0.008695675366011813,125,0.06086972756208269,False,21
0.0,0.0,3,4,KNN_MLP,ZI_MLP,0.6344313725490196,0.6296892911010556,0.004742081447963953,3631.0,0.8776841025975575,125,0.8776841025975574,False,21
0.0,0.0,3,5,KNN_MLP,Di-PAM,0.6344313725490196,0.6255957767722473,0.008835595776772287,3706.5,0.6743425822827973,125,0.7597256949106417,False,21
0.0,0.0,3,6,KNN_MLP,HealNet,0.6344313725490196,0.6105852187028658,0.02384615384615385,2827.0,0.048800736998751135,125,0.12810193462172173,False,21
0.0,0.0,3,7,KNN_MLP,pAM,0.6344313725490196,0.6097828054298643,0.024648567119155307,2758.0,0.007746482678726182,125,0.06086972756208269,False,21
0.0,0.0,4,5,ZI_MLP,Di-PAM,0.6296892911010556,0.6255957767722473,0.004093514328808334,3742.5,0.6308909386406183,125,0.7597256949106417,False,21
0.0,0.0,4,6,ZI_MLP,HealNet,0.6296892911010556,0.6105852187028658,0.019104072398189897,3149.0,0.12370535602535361,125,0.28864583072582506,False,21
0.0,0.0,4,7,ZI_MLP,pAM,0.6296892911010556,0.6097828054298643,0.019906485671191354,2985.0,0.03662321210309709,125,0.10986963630929127,False,21
0.0,0.0,5,6,Di-PAM,HealNet,0.6255957767722473,0.6105852187028658,0.015010558069381563,3231.0,0.18355049971531412,125,0.3854560494021596,False,21
0.0,0.0,5,7,Di-PAM,pAM,0.6255957767722473,0.6097828054298643,0.01581297134238302,2989.5,0.027230556541208262,125,0.09530694789422893,False,21
0.0,0.0,6,7,HealNet,pAM,0.6105852187028658,0.6097828054298643,0.0008024132730014566,3677.0,0.6214790597422151,125,0.7597256949106417,False,21
