model_name,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
SMILe,0.6385309200603319,0.09282761029233687,125,0.015688386123680287,0.6226173453996983,0.6539941176470588
VAE_MLP,0.6376832579185521,0.09293841457272423,125,0.015618250377073928,0.6223868024132729,0.6536233031674208
KNN_MLP,0.6344313725490196,0.08141974053786218,125,0.014344306184012057,0.6204008295625943,0.6490894419306185
ZI_MLP,0.6296892911010556,0.09721860161523492,125,0.017133521870286605,0.6124872549019607,0.6467542986425339
Di-PAM,0.6255957767722473,0.0962357920156404,125,0.016620399698340782,0.6089285067873303,0.6421693061840119
HealNet,0.6105852187028658,0.10192109458037668,125,0.01773680241327308,0.5919598793363499,0.627433484162896
pAM,0.6097828054298643,0.08710922869569943,125,0.014871304675716512,0.5951301659125188,0.6248727752639518
