outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,1,0.9171368281046549,0.6959947943687439,0.5378151260504201,0.6182912175947302,0.5333333333333333,0.7028971662123998,0.6753526479005814,0.2320069670677185,0.0977720267449816,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,2,0.8705792278051376,0.7020450234413147,0.5126050420168068,0.615582681602823,0.5555555555555556,0.6883867084980011,0.6569609691699346,0.20370438819130263,0.09913870583598812,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,3,0.8623352994521459,0.7065104246139526,0.48949579831932777,0.6025925248988512,0.5111111111111111,0.6588269968827566,0.6434390892585119,0.21158420791228613,0.07312005556498964,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,4,0.8452835182348887,0.702537993590037,0.5105042016806722,0.606991530163432,0.4444444444444444,0.6390257030725479,0.6315369158983231,0.20472501839200655,0.09021583013236523,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,5,0.8336900571982065,0.7128856579462687,0.4789915966386555,0.5968617996134337,0.5111111111111111,0.618936171134313,0.6240871697664261,0.2010815665125847,0.08521334640681744,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,6,0.8469845106204351,0.710004727045695,0.4831932773109244,0.5967443141385291,0.4888888888888889,0.6239458819230398,0.6317077477773031,0.20664395267764726,0.08632814325392246,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,7,0.8107708543539047,0.7073076963424683,0.4957983193277311,0.6033823884284524,0.5111111111111111,0.6128460119167963,0.6098658740520477,0.1928752027451992,0.0802977979183197,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,8,0.8153698742389679,0.7019851803779602,0.5168067226890756,0.6096802582228598,0.5111111111111111,0.6038396706183752,0.6029715687036514,0.2008759838839372,0.11522310754905145,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,9,0.82789879043897,0.7030953168869019,0.5084033613445378,0.606711097820089,0.4888888888888889,0.5986537784337997,0.6114386568466822,0.20586174229780832,0.10598393902182579,0.0,0.0,0.0,0.0,0.0,22,path,0.6
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss60_trlocpath,10,0.81271892786026,0.7044468919436137,0.5105042016806722,0.6086083535434669,0.5111111111111111,0.5812615156173706,0.6106425772110621,0.19291525209943453,0.09161086194217205,0.0,0.0,0.0,0.0,0.0,22,path,0.6
