model_name,train_missing_prop,test_missing_prop,seed,outer_fold,prediction_source,inner_model_idx,replicate_id,n_patients,auc
Di-MMLP,0.0,0.0,4,1,inner_model,1,4|outer_1|inner_1,30,0.665158371040724
Di-MMLP,0.0,0.0,4,1,inner_model,2,4|outer_1|inner_2,30,0.7601809954751131
Di-MMLP,0.0,0.0,4,1,inner_model,3,4|outer_1|inner_3,30,0.8054298642533936
Di-MMLP,0.0,0.0,4,1,inner_model,4,4|outer_1|inner_4,30,0.7285067873303168
Di-MMLP,0.0,0.0,4,1,inner_model,5,4|outer_1|inner_5,30,0.8144796380090498
Di-MMLP,0.0,0.0,4,2,inner_model,1,4|outer_2|inner_1,30,0.665158371040724
Di-MMLP,0.0,0.0,4,2,inner_model,2,4|outer_2|inner_2,30,0.6787330316742081
Di-MMLP,0.0,0.0,4,2,inner_model,3,4|outer_2|inner_3,30,0.5294117647058822
Di-MMLP,0.0,0.0,4,2,inner_model,4,4|outer_2|inner_4,30,0.44796380090497734
Di-MMLP,0.0,0.0,4,2,inner_model,5,4|outer_2|inner_5,30,0.574660633484163
Di-MMLP,0.0,0.0,4,3,inner_model,1,4|outer_3|inner_1,30,0.6108597285067873
Di-MMLP,0.0,0.0,4,3,inner_model,2,4|outer_3|inner_2,30,0.6561085972850678
Di-MMLP,0.0,0.0,4,3,inner_model,3,4|outer_3|inner_3,30,0.7375565610859728
Di-MMLP,0.0,0.0,4,3,inner_model,4,4|outer_3|inner_4,30,0.6787330316742082
Di-MMLP,0.0,0.0,4,3,inner_model,5,4|outer_3|inner_5,30,0.48868778280542985
Di-MMLP,0.0,0.0,4,4,inner_model,1,4|outer_4|inner_1,29,0.7450980392156863
Di-MMLP,0.0,0.0,4,4,inner_model,2,4|outer_4|inner_2,29,0.7401960784313725
Di-MMLP,0.0,0.0,4,4,inner_model,3,4|outer_4|inner_3,29,0.7794117647058824
Di-MMLP,0.0,0.0,4,4,inner_model,4,4|outer_4|inner_4,29,0.7352941176470589
Di-MMLP,0.0,0.0,4,4,inner_model,5,4|outer_4|inner_5,29,0.7205882352941176
Di-MMLP,0.0,0.0,4,5,inner_model,1,4|outer_5|inner_1,29,0.553921568627451
Di-MMLP,0.0,0.0,4,5,inner_model,2,4|outer_5|inner_2,29,0.6029411764705883
Di-MMLP,0.0,0.0,4,5,inner_model,3,4|outer_5|inner_3,29,0.573529411764706
Di-MMLP,0.0,0.0,4,5,inner_model,4,4|outer_5|inner_4,29,0.676470588235294
Di-MMLP,0.0,0.0,4,5,inner_model,5,4|outer_5|inner_5,29,0.5784313725490196
Di-MMLP,0.0,0.0,22,1,inner_model,1,22|outer_1|inner_1,30,0.5294117647058822
Di-MMLP,0.0,0.0,22,1,inner_model,2,22|outer_1|inner_2,30,0.5294117647058824
Di-MMLP,0.0,0.0,22,1,inner_model,3,22|outer_1|inner_3,30,0.5248868778280542
