model_name,test_missing_prop,envelope_train_missing_prop,envelope_mean_auc,selected_train_aupmc
Di-MMLP,0.0,0.5,0.6384253393665158,0.6254555052790346
Di-MMLP,0.25,0.5,0.6207963800904976,0.6254555052790346
Di-MMLP,0.5,0.5,0.6150588235294117,0.6254555052790346
Di-MMLP,0.75,0.5,0.6425972850678733,0.6254555052790346
Di-PAM,0.0,0.0,0.6346696832579187,0.6189311211664152
Di-PAM,0.25,0.0,0.6180301659125188,0.6189311211664152
Di-PAM,0.5,0.0,0.6142141779788838,0.6189311211664152
Di-PAM,0.75,0.0,0.6144283559577677,0.6189311211664152
HealNet,0.0,0.0,0.6475324283559578,0.6119788838612368
HealNet,0.25,0.0,0.6116440422322774,0.6119788838612368
HealNet,0.5,0.0,0.6081598793363499,0.6119788838612368
HealNet,0.75,0.0,0.5847330316742081,0.6119788838612368
KNN_MLP,0.0,0.5,0.6506455505279035,0.6272508798391151
KNN_MLP,0.25,0.5,0.6088295625942682,0.6272508798391151
KNN_MLP,0.5,0.5,0.6164675716440422,0.6272508798391151
KNN_MLP,0.75,0.5,0.662265460030166,0.6272508798391151
SMILe,0.0,0.0,0.6392639517345399,0.6160186023127199
SMILe,0.25,0.0,0.6176229260935142,0.6160186023127199
SMILe,0.5,0.0,0.609577677224736,0.6160186023127199
SMILe,0.75,0.0,0.602446455505279,0.6160186023127199
VAE_MLP,0.0,0.5,0.638974358974359,0.6223871292106586
VAE_MLP,0.25,0.5,0.6181960784313725,0.6223871292106586
VAE_MLP,0.5,0.5,0.6132217194570138,0.6223871292106586
VAE_MLP,0.75,0.5,0.6325128205128205,0.6223871292106586
ZI_MLP,0.0,0.0,0.6427300150829564,0.6200814479638009
ZI_MLP,0.25,0.0,0.6198009049773755,0.6200814479638009
ZI_MLP,0.5,0.0,0.6132850678733032,0.6200814479638009
ZI_MLP,0.75,0.0,0.6115867269984917,0.6200814479638009
pAM,0.0,0.5,0.6195565610859728,0.6071332327802915
pAM,0.25,0.5,0.5950799396681747,0.6071332327802915
pAM,0.5,0.5,0.6015686274509803,0.6071332327802915
pAM,0.75,0.5,0.6299457013574661,0.6071332327802915
