model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
ZI_MLP,both,0.0,0.75,0.0,0.75,0.6115867269984917,0.10587708422368412,125
ZI_MLP,both,0.25,0.0,0.25,0.0,0.6290739064856712,0.09224849148264727,125
ZI_MLP,both,0.25,0.25,0.25,0.25,0.6084555052790347,0.08324187208348947,125
ZI_MLP,both,0.25,0.5,0.25,0.5,0.5884072398190047,0.09488988376062295,125
ZI_MLP,both,0.25,0.75,0.25,0.75,0.6091975867269983,0.09327504196989532,125
ZI_MLP,both,0.5,0.0,0.5,0.0,0.6389381598793363,0.101581026416841,125
ZI_MLP,both,0.5,0.25,0.5,0.25,0.6057435897435898,0.10762808444384456,125
ZI_MLP,both,0.5,0.5,0.5,0.5,0.6044856711915536,0.10028859631738518,125
ZI_MLP,both,0.5,0.75,0.5,0.75,0.6252941176470587,0.11601077267900367,125
ZI_MLP,both,0.75,0.0,0.75,0.0,0.6195324283559579,0.10522916488414162,125
ZI_MLP,both,0.75,0.25,0.75,0.25,0.6027239819004524,0.10533647826539717,125
ZI_MLP,both,0.75,0.5,0.75,0.5,0.6000904977375566,0.09814894781212538,125
ZI_MLP,both,0.75,0.75,0.75,0.75,0.6365399698340876,0.1003250214510894,125
pAM,both,0.0,0.0,0.0,0.0,0.6151312217194568,0.09275637081927629,125
pAM,both,0.0,0.25,0.0,0.25,0.6062383107088989,0.10635359127209507,125
pAM,both,0.0,0.5,0.0,0.5,0.5936018099547511,0.10994267873076739,125
pAM,both,0.0,0.75,0.0,0.75,0.5949200603318249,0.11722906105307666,125
pAM,both,0.25,0.0,0.25,0.0,0.6182835595776771,0.09013585953140732,125
pAM,both,0.25,0.25,0.25,0.25,0.601396681749623,0.1043375285239075,125
pAM,both,0.25,0.5,0.25,0.5,0.5819607843137254,0.1062939042784629,125
pAM,both,0.25,0.75,0.25,0.75,0.6040030165912519,0.10925367486423009,125
pAM,both,0.5,0.0,0.5,0.0,0.6195565610859728,0.10406441816112177,125
pAM,both,0.5,0.25,0.5,0.25,0.5950799396681747,0.10383798407598811,125
pAM,both,0.5,0.5,0.5,0.5,0.6015686274509803,0.10041540500895599,125
pAM,both,0.5,0.75,0.5,0.75,0.6299457013574661,0.09575164885754317,125
pAM,both,0.75,0.0,0.75,0.0,0.6083257918552036,0.10991621022318918,125
pAM,both,0.75,0.25,0.75,0.25,0.5950165912518856,0.11305480551390538,125
pAM,both,0.75,0.5,0.75,0.5,0.5981628959276017,0.10049566474502608,125
pAM,both,0.75,0.75,0.75,0.75,0.6167390648567119,0.10648283887848274,125
