train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.25,0.75,2,7,Di-MMLP,Di-PAM,0.6208084464555053,0.5903529411764706,0.030455505279034623,2766.5,0.003910285680967381,125,0.015706931831571604,True,28
0.0,0.75,2,8,Di-MMLP,HealNet,0.6160693815987932,0.5847330316742081,0.031336349924585116,2817.5,0.008361774388923162,125,0.04942092429805338,True,28
0.25,0.25,1,8,Di-MMLP,HealNet,0.6181417797888387,0.5784042232277525,0.03973755656108613,2535.5,0.0012618758344781066,125,0.03533252336538698,True,28
0.25,0.75,2,8,Di-MMLP,HealNet,0.6208084464555053,0.5714298642533936,0.049378582202111665,2341.0,0.00013058869922655828,125,0.0011869603056055237,True,28
0.5,0.5,2,8,Di-MMLP,HealNet,0.6150588235294117,0.5828054298642533,0.032253393665158336,2628.0,0.0018730560968907193,125,0.015225376240743152,True,28
0.5,0.75,2,8,Di-MMLP,HealNet,0.6425972850678733,0.602389140271493,0.04020814479638024,2593.5,0.0020834255034286736,125,0.011667182819200572,True,28
0.5,0.5,2,7,Di-MMLP,SMILe,0.6150588235294117,0.5834177978883861,0.031641025641025555,2693.5,0.002175053748677593,125,0.015225376240743152,True,28
0.5,0.75,2,7,Di-MMLP,SMILe,0.6425972850678733,0.6047269984917045,0.037870286576168755,2613.5,0.0036419305195375317,125,0.0157644450986706,True,28
0.0,0.0,4,8,Di-MMLP,pAM,0.6418944193061838,0.6151312217194568,0.026763197586727072,2690.0,0.0021133196286525825,125,0.014793237400568078,True,28
0.0,0.0,1,8,HealNet,pAM,0.6475324283559578,0.6151312217194568,0.032401206636501034,2305.0,5.7590102143896385e-05,125,0.0016125228600290988,True,28
0.25,0.75,1,7,KNN_MLP,Di-PAM,0.636868778280543,0.5903529411764706,0.046515837104072366,2102.5,6.143738503794499e-06,125,8.601233905312298e-05,True,28
0.5,0.75,1,6,KNN_MLP,Di-PAM,0.662265460030166,0.6150829562594267,0.04718250377073929,2235.5,4.342189885617474e-05,125,0.00040527105599096427,True,28
0.0,0.75,1,8,KNN_MLP,HealNet,0.6316983408748115,0.5847330316742081,0.04696530920060338,2278.0,6.820914560845155e-05,125,0.0019098560770366433,True,28
