model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc
Di-MMLP,both,0.0,0.0,,0.6418944193061838,0.08335349210284113,125,0.014480429864253408,0.6279180995475111,0.6568789592760179,
Di-MMLP,both,0.0,0.25,,0.620081447963801,0.10370264991838482,125,0.018436387631975915,0.6020556561085971,0.638928431372549,
Di-MMLP,both,0.0,0.5,,0.6130256410256408,0.10724223101179368,125,0.01895297888386116,0.593320286576169,0.6312262443438913,
Di-MMLP,both,0.0,0.75,,0.6160693815987932,0.11624832660190017,125,0.021154788838612437,0.5940957767722471,0.636405354449472,
Di-MMLP,both,0.25,0.0,,0.6384947209653091,0.09224915763014227,125,0.01623695324283564,0.6223587481146303,0.6548326546003016,
Di-MMLP,both,0.25,0.25,,0.6181417797888387,0.094344498320472,125,0.016262707390648556,0.6018565610859727,0.6343819758672699,
Di-MMLP,both,0.25,0.5,,0.5948657616892911,0.09733975584612495,125,0.01718469079939655,0.577959653092006,0.6123290346907991,
Di-MMLP,both,0.25,0.75,,0.6208084464555053,0.10531499355506906,125,0.017924095022624598,0.6029685520361988,0.638816742081448,
Di-MMLP,both,0.5,0.0,,0.6384253393665158,0.10058295917793164,125,0.017783295625942663,0.6197797888386124,0.6553463800904977,
Di-MMLP,both,0.5,0.25,,0.6207963800904976,0.1106322252527445,125,0.019534954751131206,0.6012849170437405,0.640354826546003,
Di-MMLP,both,0.5,0.5,,0.6150588235294117,0.1018153195110082,125,0.017245286576169028,0.5979478129713423,0.6324383861236803,
Di-MMLP,both,0.5,0.75,,0.6425972850678733,0.11344893059155343,125,0.019393476621417827,0.6224524132730015,0.6612393665158371,
Di-MMLP,both,0.75,0.0,,0.6297948717948716,0.11854284987031806,125,0.020149358974359044,0.6096684012066365,0.6499671191553545,
Di-MMLP,both,0.75,0.25,,0.610392156862745,0.11409750195617706,125,0.01950384615384615,0.5914294871794872,0.6304371794871795,
Di-MMLP,both,0.75,0.5,,0.6061447963800904,0.10677780279682747,125,0.017832541478129793,0.588053318250377,0.6237184012066366,
Di-MMLP,both,0.75,0.75,,0.6211161387631975,0.10458620198414097,125,0.018238310708898975,0.6021242835595776,0.6386009049773755,
Di-PAM,both,0.0,0.0,,0.6346696832579187,0.10029635114134543,125,0.017838650075414686,0.6166141025641025,0.6522914027149319,
Di-PAM,both,0.0,0.25,,0.6180301659125188,0.10152518537144006,125,0.017702187028657612,0.600578205128205,0.6359825791855203,
Di-PAM,both,0.0,0.5,,0.6142141779788838,0.10337843886090027,125,0.018630165912518704,0.5951112368024135,0.6323715686274509,
Di-PAM,both,0.0,0.75,,0.6144283559577677,0.10956277742673569,125,0.018713612368024102,0.5955140271493213,0.6329412518853695,
Di-PAM,both,0.25,0.0,,0.6165067873303168,0.09891221819890218,125,0.017687481146304695,0.5988414027149321,0.6342163650075415,
Di-PAM,both,0.25,0.25,,0.5982413273001508,0.09763418884920866,125,0.01763706636500756,0.5807344645550526,0.6160085972850677,
Di-PAM,both,0.25,0.5,,0.5874087481146305,0.10161686135030394,125,0.017332088989442107,0.5702115384615383,0.6048757164404225,
Di-PAM,both,0.25,0.75,,0.5903529411764706,0.10093922921482007,125,0.01715471342383107,0.5731726244343891,0.6074820512820512,
Di-PAM,both,0.5,0.0,,0.6309502262443438,0.10705074198963146,125,0.018739366515837186,0.6118839366515836,0.649362669683258,
Di-PAM,both,0.5,0.25,,0.6136319758672699,0.11339267533059702,125,0.019077828054298696,0.5948198340874811,0.6329754901960785,
Di-PAM,both,0.5,0.5,,0.5967903469079939,0.11061238742139014,125,0.01908129713423834,0.5771973604826546,0.6153599547511313,
Di-PAM,both,0.5,0.75,,0.6150829562594267,0.11696358609774414,125,0.019649660633484056,0.5951610859728507,0.6344604072398188,
Di-PAM,both,0.75,0.0,,0.6126817496229261,0.12786770330690506,125,0.021803996983408735,0.5910142533936651,0.6346222473604826,
Di-PAM,both,0.75,0.25,,0.6103046757164404,0.128315962706592,125,0.021645550527903457,0.5886809200603318,0.6319720211161387,
Di-PAM,both,0.75,0.5,,0.6132368024132729,0.11817551054936119,125,0.02071297134238309,0.5925212669683257,0.6339472096530919,
Di-PAM,both,0.75,0.75,,0.6248084464555053,0.10497470791208843,125,0.01834506033182498,0.6067861236802414,0.6434762443438914,
HealNet,both,0.0,0.0,,0.6475324283559578,0.0794111522457648,125,0.014124773755655962,0.6335500754147814,0.6617996229260933,
HealNet,both,0.0,0.25,,0.6116440422322774,0.08404272273064087,125,0.015076168929110123,0.5960474358974358,0.626199773755656,
HealNet,both,0.0,0.5,,0.6081598793363499,0.09596412508707663,125,0.017006259426847747,0.590888838612368,0.6249013574660635,
HealNet,both,0.0,0.75,,0.5847330316742081,0.09367163535268541,125,0.015620098039215768,0.5690006787330315,0.600240874811463,
HealNet,both,0.25,0.0,,0.6159336349924583,0.08141695043776055,125,0.014520361990950137,0.601578129713424,0.6306188536953242,
HealNet,both,0.25,0.25,,0.5784042232277525,0.09461124827456643,125,0.01680746606334832,0.5612527149321267,0.5948676470588233,
HealNet,both,0.25,0.5,,0.566425339366516,0.09617558805252395,125,0.016336877828054264,0.5504419306184012,0.5831156862745097,
HealNet,both,0.25,0.75,,0.5714298642533936,0.0908677620122402,125,0.016180467571643986,0.5553050527903469,0.5876659879336349,
HealNet,both,0.5,0.0,,0.6333393665158371,0.09469478344905015,125,0.01627141779788832,0.6168080693815988,0.6493509049773755,
HealNet,both,0.5,0.25,,0.5883921568627449,0.10003377124354018,125,0.01708378582202108,0.5717705128205127,0.6059380844645549,
HealNet,both,0.5,0.5,,0.5828054298642533,0.10524567209588119,125,0.018253242835595818,0.5640896681749622,0.6005961538461538,
HealNet,both,0.5,0.75,,0.602389140271493,0.11484448793033761,125,0.019598944193061796,0.5819365761689291,0.6211344645550527,
HealNet,both,0.75,0.0,,0.6085128205128204,0.10462543219426992,125,0.01846168929110098,0.5904473604826547,0.6273707390648566,
HealNet,both,0.75,0.25,,0.5844102564102565,0.10951752653962746,125,0.018177073906485708,0.566672624434389,0.6030267722473605,
HealNet,both,0.75,0.5,,0.5817556561085974,0.11356582733008377,125,0.020090233785821976,0.5621169683257919,0.6022974358974359,
HealNet,both,0.75,0.75,,0.6079849170437406,0.11509759382445606,125,0.01991896681749622,0.588141628959276,0.6279795625942685,
KNN_MLP,both,0.0,0.0,,0.6427300150829564,0.08531427136718144,125,0.015013914027149411,0.627625113122172,0.6576529411764708,
KNN_MLP,both,0.0,0.25,,0.611707390648567,0.09097942516784022,125,0.015907126696832474,0.5957462292609352,0.6275604826546002,
KNN_MLP,both,0.0,0.5,,0.6184012066365007,0.0951006064783707,125,0.01645328054298656,0.6017270739064855,0.6346336349924586,
KNN_MLP,both,0.0,0.75,,0.6316983408748115,0.09847804565099819,125,0.01692564102564098,0.6145388386123681,0.6483901206636501,
KNN_MLP,both,0.25,0.0,,0.6223107088989444,0.10326673653741196,125,0.018429487179487225,0.603542156862745,0.6404011312217195,
KNN_MLP,both,0.25,0.25,,0.5988597285067874,0.10623416397617458,125,0.017578054298642565,0.5818339366515837,0.6169900452488688,
KNN_MLP,both,0.25,0.5,,0.612389140271493,0.10464146965654086,125,0.017890158371040743,0.5936186274509803,0.6293989441930617,
KNN_MLP,both,0.25,0.75,,0.636868778280543,0.09759120583510822,125,0.016769419306183975,0.6197065610859729,0.6532453996983408,
KNN_MLP,both,0.5,0.0,,0.6506455505279035,0.0978203013462102,125,0.01738631221719461,0.6333785067873302,0.6681511312217194,
KNN_MLP,both,0.5,0.25,,0.6088295625942682,0.10782168690604961,125,0.018747549019607845,0.5898722473604826,0.6273673453996983,
KNN_MLP,both,0.5,0.5,,0.6164675716440422,0.10202929505473574,125,0.01741862745098033,0.5994849924585218,0.6343222473604825,
KNN_MLP,both,0.5,0.75,,0.662265460030166,0.11184387362326902,125,0.0194358597285067,0.6431361990950226,0.682007918552036,
KNN_MLP,both,0.75,0.0,,0.6125912518853694,0.11436642475990136,125,0.019579562594268407,0.5930701357466064,0.6322292609351432,
KNN_MLP,both,0.75,0.25,,0.5973604826546001,0.12110976440593088,125,0.021190158371040713,0.5767056561085971,0.6190859728506786,
KNN_MLP,both,0.75,0.5,,0.58694419306184,0.10796770325319432,125,0.01814528657616904,0.5685770739064855,0.6048676470588236,
KNN_MLP,both,0.75,0.75,,0.6322383107088989,0.10539575502945649,125,0.01893593514328812,0.6129865007541478,0.6508583710407241,
SMILe,both,0.0,0.0,,0.6392639517345399,0.07763998339172976,125,0.01374600301659129,0.6252153092006032,0.6527073152337858,
SMILe,both,0.0,0.25,,0.6176229260935142,0.08802302886338878,125,0.015380844645550451,0.6023102564102566,0.6330719457013575,
