train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.2,0.6,3,7,Di-MMLP,Di-PAM,0.5601384942856208,0.5394615581098342,0.020676936175786587,2804.0,0.007568426766038459,125,0.019867120260850954,True,21
0.2,0.0,3,7,Di-MMLP,pAM,0.6144588793922128,0.592575354487998,0.021883524904214746,2615.0,0.0016777393571233642,125,0.011744175499863549,True,21
0.2,0.2,2,7,Di-MMLP,pAM,0.6055984412352229,0.5783781248976652,0.027220316337557726,2603.5,0.0010129645438627908,125,0.006721277650201458,True,21
0.2,0.4,3,7,Di-MMLP,pAM,0.5833007826571045,0.5610855421292202,0.02221524052788426,2749.0,0.0034072306902415616,125,0.02385061483169093,True,21
0.2,0.6,3,6,Di-MMLP,pAM,0.5601384942856208,0.539998388839768,0.020140105445852763,2987.5,0.019245089087492003,125,0.04490520787081467,True,21
0.0,0.0,1,7,HealNet,Di-MMLP,0.6164549104365197,0.5913350492844748,0.025119861152044898,2630.0,0.001274735567462234,125,0.026769446916706914,True,21
0.0,0.6,2,7,HealNet,Di-MMLP,0.5682257851131415,0.5477623211186431,0.020463463994498388,2961.5,0.016181037282714562,125,0.04854311184814369,True,21
0.4,0.0,1,5,HealNet,Di-MMLP,0.6098992304417592,0.5830788224121558,0.026820408029603393,2604.5,0.001021899523179367,125,0.007319563054949323,True,21
0.4,0.2,2,5,HealNet,Di-MMLP,0.5936372793660151,0.569513685037823,0.02412359432819211,2696.5,0.002230032850877879,125,0.006024502351076119,True,21
0.6,0.0,1,7,HealNet,Di-MMLP,0.591260595343354,0.5644547139535646,0.026805881389789343,2636.5,0.0020121936264346444,125,0.02918034014533034,True,21
0.6,0.2,1,7,HealNet,Di-MMLP,0.5755232668566003,0.5495107050463371,0.026012561810263124,2598.0,0.0009653287926583164,125,0.020271904645824644,True,21
0.6,0.6,2,7,HealNet,Di-MMLP,0.5481931296460033,0.5259310999770769,0.02226202966892643,2894.0,0.010137121441567766,125,0.042575910054584616,True,21
0.0,0.0,1,6,HealNet,Di-PAM,0.6164549104365197,0.5943252578838785,0.02212965255264121,2753.5,0.0035306787101702535,125,0.03707212645678766,True,21
0.0,0.2,1,7,HealNet,Di-PAM,0.6118588204473262,0.5862553230507254,0.02560349739660084,2660.0,0.001645631333957902,125,0.03455825801311594,True,21
0.2,0.6,2,7,HealNet,Di-PAM,0.56542688541769,0.5394615581098342,0.025965327307855834,2600.5,0.0014819540269667192,125,0.005186839094383517,True,21
0.4,0.0,1,6,HealNet,Di-PAM,0.6098992304417592,0.5821009922389234,0.02779823820283578,2560.5,0.0010456518649927605,125,0.007319563054949323,True,21
