model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.5913350492844748,0.07990812356966961,125
Di-MMLP,both,0.0,0.2,0.0,0.2,0.5942286406654221,0.07887381163368469,125
Di-MMLP,both,0.0,0.4,0.0,0.4,0.5673618495595506,0.07503084959877014,125
Di-MMLP,both,0.0,0.6,0.0,0.6,0.5477623211186431,0.06888628444549452,125
Di-MMLP,both,0.0,0.8,0.0,0.8,0.5245005861741495,0.062340142625673646,125
Di-MMLP,both,0.2,0.0,0.2,0.0,0.6144588793922128,0.06660772494129012,125
Di-MMLP,both,0.2,0.2,0.2,0.2,0.6055984412352229,0.06987717104585278,125
Di-MMLP,both,0.2,0.4,0.2,0.4,0.5833007826571045,0.07009512493615958,125
Di-MMLP,both,0.2,0.6,0.2,0.6,0.5601384942856208,0.06242999466042207,125
Di-MMLP,both,0.2,0.8,0.2,0.8,0.532994622916462,0.06852444202794397,125
Di-MMLP,both,0.4,0.0,0.4,0.0,0.5830788224121558,0.07755027139315356,125
Di-MMLP,both,0.4,0.2,0.4,0.2,0.569513685037823,0.07895037701993746,125
Di-MMLP,both,0.4,0.4,0.4,0.4,0.5520944821036776,0.07918806510541866,125
Di-MMLP,both,0.4,0.6,0.4,0.6,0.5436142253659494,0.07978742594660647,125
Di-MMLP,both,0.4,0.8,0.4,0.8,0.5224122212398076,0.07761693923836369,125
Di-MMLP,both,0.6,0.0,0.6,0.0,0.5644547139535646,0.07822270418047922,125
Di-MMLP,both,0.6,0.2,0.6,0.2,0.5495107050463371,0.07772617466989769,125
Di-MMLP,both,0.6,0.4,0.6,0.4,0.5391066574974619,0.07827090619059432,125
Di-MMLP,both,0.6,0.6,0.6,0.6,0.5259310999770769,0.08395879372619972,125
Di-MMLP,both,0.6,0.8,0.6,0.8,0.5072923862854897,0.08109400613829401,125
Di-MMLP,both,0.8,0.0,0.8,0.0,0.5300303238694044,0.07659935481454,125
Di-MMLP,both,0.8,0.2,0.8,0.2,0.5217142089923699,0.07830400512463367,125
Di-MMLP,both,0.8,0.4,0.8,0.4,0.5066190391983496,0.0751001877315026,125
Di-MMLP,both,0.8,0.6,0.8,0.6,0.5036014408750041,0.08041749275384157,125
Di-MMLP,both,0.8,0.8,0.8,0.8,0.4834535154075384,0.08565408168628061,125
Di-PAM,both,0.0,0.0,0.0,0.0,0.5943252578838785,0.06996908557775117,125
Di-PAM,both,0.0,0.2,0.0,0.2,0.5862553230507254,0.06651577992085653,125
Di-PAM,both,0.0,0.4,0.0,0.4,0.5705966008448767,0.06414562737794241,125
Di-PAM,both,0.0,0.6,0.0,0.6,0.5521703507220749,0.05700200002424622,125
Di-PAM,both,0.0,0.8,0.0,0.8,0.5346568687166389,0.06681144308572085,125
Di-PAM,both,0.2,0.0,0.2,0.0,0.6012605691456265,0.07164155991699253,125
Di-PAM,both,0.2,0.2,0.2,0.2,0.5858797393326128,0.07858906213169341,125
Di-PAM,both,0.2,0.4,0.2,0.4,0.5650384910109048,0.07619930416149946,125
Di-PAM,both,0.2,0.6,0.2,0.6,0.5394615581098342,0.06905742450096061,125
Di-PAM,both,0.2,0.8,0.2,0.8,0.5188531158921962,0.07462732273995126,125
Di-PAM,both,0.4,0.0,0.4,0.0,0.5821009922389234,0.07609315127515058,125
Di-PAM,both,0.4,0.2,0.4,0.2,0.56917985394767,0.0722380814369758,125
Di-PAM,both,0.4,0.4,0.4,0.4,0.547844896355241,0.07152935912156518,125
Di-PAM,both,0.4,0.6,0.4,0.6,0.5357381406163015,0.0721697938845853,125
Di-PAM,both,0.4,0.8,0.4,0.8,0.5161765333857288,0.07849459816891395,125
Di-PAM,both,0.6,0.0,0.6,0.0,0.570246193142745,0.07382425755850656,125
Di-PAM,both,0.6,0.2,0.6,0.2,0.5527179487179489,0.07575907370736065,125
Di-PAM,both,0.6,0.4,0.6,0.4,0.538845099387628,0.0817861976544209,125
Di-PAM,both,0.6,0.6,0.6,0.6,0.5266396306120443,0.07764683714390713,125
Di-PAM,both,0.6,0.8,0.6,0.8,0.5071622228771654,0.07521626149707139,125
Di-PAM,both,0.8,0.0,0.8,0.0,0.5213912565084979,0.08974102941640563,125
