model_name,is_distillation_method,baseline_auc,train_time_aupmc,test_time_aupmc,best_adapted_aupmc,train_degradation_coefficient,test_degradation_coefficient,minimum_degradation_coefficient
HealNet,False,0.6164549104365197,0.5997491649474408,0.5872395847660216,0.5875568949143662,1.0278545539793171,1.0497502662088738,1.049183348493196
KNN_MLP,False,0.6116368864001049,0.59011934374693,0.5925276124046239,0.5957139421030225,1.036463035623524,1.032250436258879,1.026729178506164
ZI_MLP,False,0.6116368864001049,0.5874115433736123,0.5760357287880277,0.5760357287880277,1.0412408358326803,1.0618037316660578,1.0618037316660578
VAE_MLP,False,0.5955732914169697,0.5861374119920097,0.574786354258768,0.5765051216556965,1.0160984083798572,1.0361646323093527,1.0330754559586743
pAM,False,0.595544015456659,0.5764008972721616,0.5733185676392573,0.5733185676392573,1.0332114649284776,1.0387663143528023,1.0387663143528023
Di-PAM,True,0.5943252578838785,,0.5683783344794838,0.5692452483872024,,1.0456507960109998,1.0440583554587997
Di-MMLP,True,0.5913350492844748,,0.566817657268232,0.5806911173330713,,1.0432544605868561,1.0183297654014196
