model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
Di-MMLP,both,0.0,0.0,,0.5913350492844748,0.07990812356966961,125,0.013762503684055405,0.577748808658349,0.6052738160264598
Di-MMLP,both,0.0,0.2,,0.5942286406654221,0.07887381163368469,125,0.013746399941055087,0.5805696653240331,0.6080624652061433
Di-MMLP,both,0.0,0.4,,0.5673618495595506,0.07503084959877014,125,0.01312933670629074,0.5543697196843174,0.5806283930968988
Di-MMLP,both,0.0,0.6,,0.5477623211186431,0.06888628444549452,125,0.012234001539116524,0.5356582234666141,0.5601262265448471
Di-MMLP,both,0.0,0.8,,0.5245005861741495,0.062340142625673646,125,0.010945039787798427,0.5132541412057504,0.5351442207813473
Di-MMLP,both,0.2,0.0,,0.6144588793922128,0.06660772494129012,125,0.011941633100828464,0.6028550165373154,0.6267382827389724
Di-MMLP,both,0.2,0.2,,0.6055984412352229,0.06987717104585278,125,0.012280812620755088,0.5931501948455972,0.6177118200871073
Di-MMLP,both,0.2,0.4,,0.5833007826571045,0.07009512493615958,125,0.012056269771097416,0.5714763896257,0.5955889291678949
Di-MMLP,both,0.2,0.6,,0.5601384942856208,0.06242999466042207,125,0.010993655729115426,0.5492291063300259,0.5712164177882567
Di-MMLP,both,0.2,0.8,,0.532994622916462,0.06852444202794397,125,0.012151784883911332,0.520614806628025,0.5449183763958476
Di-MMLP,both,0.4,0.0,,0.5830788224121558,0.07755027139315356,125,0.01304665045682285,0.5696876137145103,0.595780914628156
Di-MMLP,both,0.4,0.2,,0.569513685037823,0.07895037701993746,125,0.013745571601663564,0.5555756208861381,0.5830667640894652
Di-MMLP,both,0.4,0.4,,0.5520944821036776,0.07918806510541866,125,0.01340352048334803,0.5388200893997447,0.5656271303664407
Di-MMLP,both,0.4,0.6,,0.5436142253659494,0.07978742594660647,125,0.013951561057078288,0.5294827356976781,0.5573858578118347
Di-MMLP,both,0.4,0.8,,0.5224122212398076,0.07761693923836369,125,0.013893230670989187,0.5084678291908177,0.536254290532796
Di-MMLP,both,0.6,0.0,,0.5644547139535646,0.07822270418047922,125,0.013692463896256946,0.550605518223794,0.5779904460163079
Di-MMLP,both,0.6,0.2,,0.5495107050463371,0.07772617466989769,125,0.013373640010479082,0.5363243278645577,0.5630716078855159
Di-MMLP,both,0.6,0.4,,0.5391066574974619,0.07827090619059432,125,0.013138708288305934,0.5264932147886171,0.552770631365229
Di-MMLP,both,0.6,0.6,,0.5259310999770769,0.08395879372619972,125,0.014910622850967725,0.510826534040672,0.5406477797426075
Di-MMLP,both,0.6,0.8,,0.5072923862854897,0.08109400613829401,125,0.014354958738579365,0.4927368326947638,0.5214467501719225
Di-MMLP,both,0.8,0.0,,0.5300303238694044,0.07659935481454,125,0.01309503651308247,0.5163649575924288,0.5425550306185938
Di-MMLP,both,0.8,0.2,,0.5217142089923699,0.07830400512463367,125,0.013364756852343063,0.5077677207977208,0.5344972345024069
Di-MMLP,both,0.8,0.4,,0.5066190391983496,0.0751001877315026,125,0.013253732193732187,0.4937063516389953,0.5202138160264597
Di-MMLP,both,0.8,0.6,,0.5036014408750041,0.08041749275384157,125,0.014143074139568418,0.48970931984150384,0.5179954681206407
Di-MMLP,both,0.8,0.8,,0.4834535154075384,0.08565408168628061,125,0.014994023479713153,0.4682304289877853,0.4982184759472116
Di-PAM,both,0.0,0.0,,0.5943252578838785,0.06996908557775117,125,0.012352574909126668,0.5825567003962405,0.6072618502144939
Di-PAM,both,0.0,0.2,,0.5862553230507254,0.06651577992085653,125,0.01158132462258904,0.5747816399777319,0.59794428922291
Di-PAM,both,0.0,0.4,,0.5705966008448767,0.06414562737794241,125,0.01147546582833947,0.5586995061728396,0.5816504378295185
Di-PAM,both,0.0,0.6,,0.5521703507220749,0.05700200002424622,125,0.010072258407833157,0.5419091253233781,0.5620536421390444
Di-PAM,both,0.0,0.8,,0.5346568687166389,0.06681144308572085,125,0.011756979074565355,0.5228296463306809,0.5463436044798116
Di-PAM,both,0.2,0.0,,0.6012605691456265,0.07164155991699253,125,0.012304502570651965,0.5886900854700855,0.6132990906113894
Di-PAM,both,0.2,0.2,,0.5858797393326128,0.07858906213169341,125,0.01419768575826047,0.5712215826702033,0.5996169541867242
Di-PAM,both,0.2,0.4,,0.5650384910109048,0.07619930416149946,125,0.013562765170121505,0.5512869810393949,0.5784125113796379
Di-PAM,both,0.2,0.6,,0.5394615581098342,0.06905742450096061,125,0.011859906015653121,0.5276737764023971,0.5513935884337033
Di-PAM,both,0.2,0.8,,0.5188531158921962,0.07462732273995126,125,0.013012883387366059,0.5059982994400236,0.5320240662147557
Di-PAM,both,0.4,0.0,,0.5821009922389234,0.07609315127515058,125,0.013081041687133699,0.5688422955758587,0.5950043789501261
Di-PAM,both,0.4,0.2,,0.56917985394767,0.0722380814369758,125,0.01252720633985005,0.5564927995546387,0.5815472122343388
Di-PAM,both,0.4,0.4,,0.547844896355241,0.07152935912156518,125,0.012257223040901266,0.5356991033827815,0.560213549464584
