outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,1,0.6788652539253235,0.7141428291797638,0.42885375494071154,0.48824897632274933,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.6788652539253235,0.6943249225616455,0.6867582201957703,0.659114408493042,0.6907596945762634,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,2,0.6870884418487548,0.7157056033611298,0.40118577075098816,0.45297736401947686,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.6870884418487548,0.6802677750587464,0.6726602196693421,0.6645236611366272,0.6943039894104004,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,3,0.695509397983551,0.7171510756015778,0.38735177865612647,0.4459743255297037,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.695509397983551,0.6692194104194641,0.6615518927574158,0.674924123287201,0.6992590308189393,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,4,0.6866827607154846,0.7186274528503418,0.37944664031620556,0.4443070515395865,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6866827607154846,0.6596452355384826,0.6519152402877808,0.6889937400817872,0.7041009306907654,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,5,0.6965021014213562,0.7203084826469421,0.3695652173913043,0.4393323176242146,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.6965021014213562,0.6509935855865479,0.6431832313537598,0.7057949900627136,0.7104573130607605,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,6,0.6782754421234131,0.7213597893714905,0.3675889328063241,0.4385518189036738,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6782754421234131,0.6440286993980407,0.6361517429351806,0.7201200366020203,0.7156826734542847,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,7,0.695314633846283,0.7222813367843628,0.3636363636363636,0.4357756928142044,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.695314633846283,0.6380250573158264,0.6300981521606446,0.7310116767883301,0.7195901274681091,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,8,0.6786996841430664,0.7225334942340851,0.36363636363636365,0.435747135664208,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6786996841430664,0.6330148696899414,0.6250851154327393,0.7347677946090698,0.7195002317428589,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,9,0.6875977873802185,0.7230802774429321,0.36363636363636365,0.43646634421108166,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6875977873802185,0.62821524143219,0.6202913045883178,0.7366469502449036,0.7187287330627441,,,,,,4,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,10,0.6686772108078003,0.7232325077056885,0.35770750988142297,0.43470676470550673,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6686772108078003,0.6236512064933777,0.6157314300537109,0.7388697504997254,0.7180912494659424,,,,,,4,global,0.8
