outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,1,1.1456087132294972,0.7236356139183044,0.40118577075098816,0.557218004540143,0.4444444444444444,0.0,0.6994528571764628,0.8123922447363535,0.21946254620949426,1.1375390986601512,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,2,1.0051697393258412,0.734374612569809,0.41501976284584974,0.5553961924608142,0.4222222222222222,0.0,0.664559930562973,0.7076945702234904,0.19339375446240106,1.0408142904440563,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,3,1.0410987834135692,0.7449415922164917,0.41304347826086957,0.5644094424567415,0.4222222222222222,0.0,0.637786994377772,0.7274942199389139,0.20560181389252344,1.080027590195338,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,4,0.8953561186790466,0.7556266486644745,0.43478260869565216,0.5699325400522279,0.4,0.0,0.6212730209032694,0.6695984999338785,0.15225968261559805,0.7349793116251627,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,5,0.9812072316805521,0.7656368017196655,0.4486166007905139,0.5689197982396317,0.4444444444444444,0.0,0.6133214433987936,0.7048413256804148,0.18211058030525842,0.9425531526406606,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,6,0.936292439699173,0.7722770273685455,0.4525691699604743,0.5703312253857452,0.4,0.0,0.592336118221283,0.6737369994322459,0.17819356421629587,0.8436187108357748,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,7,0.9397391974925995,0.7800106704235077,0.43280632411067194,0.5576357705577493,0.4222222222222222,0.0,0.5897998710473379,0.6810224155584971,0.17254375914732614,0.8617303172747294,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,8,0.8750436703364054,0.7837076187133789,0.4268774703557312,0.5492942435445701,0.4222222222222222,0.0,0.5814950366814932,0.6450535655021667,0.15348037083943686,0.765097384651502,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,9,0.8936493098735809,0.7863768041133881,0.4347826086956522,0.5514357614469576,0.4444444444444444,0.0,0.5755799015363058,0.6309356093406677,0.1780836023390293,0.8463008453448614,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,10,0.8462017377217611,0.7888049185276031,0.4407114624505929,0.553221716162969,0.4666666666666667,0.0,0.5726730128129324,0.6183679203192393,0.1554673227171103,0.7236648797988892,0.0,0.0,0.0,0.0,0.0,,,,,,2002,global,0.8
