outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,1,1.06918665766716,0.7143419981002808,0.4644268774703557,0.5071323130374553,0.4444444444444444,0.0,0.6911378701527914,0.754602442185084,0.2101431041955948,1.044410804907481,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,2,0.9443694253762563,0.7198960781097412,0.45849802371541504,0.5001807178514,0.4666666666666667,0.0,0.6599633594353994,0.7024504244327545,0.16207719470063844,0.7984182238578796,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,3,0.8951812982559204,0.7400707602500916,0.4308300395256917,0.48524214889924777,0.4666666666666667,0.0,0.6400222678979238,0.6674034198125204,0.15440473705530167,0.7337314387162527,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,4,0.8077468971411387,0.7712608873844147,0.4090909090909091,0.47563539368121305,0.4666666666666667,0.0,0.6308436095714569,0.6533221503098806,0.10422505686680476,0.5019967903693517,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,5,0.7755895853042603,0.7992563247680664,0.3952569169960474,0.46373945689045626,0.4444444444444444,0.0,0.6128054757912954,0.6265691717465719,0.10130511224269867,0.4771529386440913,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,6,0.8098612427711487,0.8187717199325562,0.41106719367588934,0.47327633436514505,0.4222222222222222,0.0,0.6033187309900919,0.6182781060536703,0.13182741527756056,0.5975571821133295,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,7,0.7961989939212799,0.8386295735836029,0.3932806324110672,0.4654688648024574,0.4222222222222222,0.0,0.5886281728744507,0.6088530917962393,0.1289466085533301,0.5839928934971491,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,8,0.7794004877408346,0.8477545082569122,0.40316205533596833,0.47968814850970554,0.4444444444444444,0.0,0.5818648636341095,0.6140538652737936,0.11358022565642993,0.5176639060179392,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,9,0.7667807539304098,0.8556098341941833,0.40711462450592883,0.4812506436596461,0.4666666666666667,0.0,0.5743715961774191,0.5965477228164673,0.11848518873254459,0.5174784312645594,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,10,0.8101502259572347,0.8643144369125366,0.4011857707509881,0.4781794223561593,0.4444444444444444,0.0,0.5667226513226827,0.639806479215622,0.11649462953209877,0.538491224249204,0.0,0.0,0.0,0.0,0.0,,,,,,55602,global,0.8
