outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,1,1.0504761536916096,0.7010642886161804,0.4496047430830039,0.5249932311201724,0.4222222222222222,0.0,0.7019927302996317,0.7693549394607544,0.18346753219763437,0.9765369991461436,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,2,0.9021176099777222,0.7259742319583893,0.42984189723320154,0.5121896190370057,0.4444444444444444,0.0,0.6641479929288229,0.6852457622687022,0.14136496558785439,0.755068709452947,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,3,0.8756331503391266,0.7382774353027344,0.4515810276679842,0.5220790320730316,0.4222222222222222,0.0,0.6475051045417786,0.6561060945192972,0.14822164302070936,0.7130542198816935,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,4,0.8524509767691294,0.7354459762573242,0.4733201581027668,0.5363392976634742,0.5111111111111111,0.0,0.6360862056414286,0.6348548034826914,0.14863115549087524,0.6896501282850901,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,5,0.8858037491639456,0.7329787313938141,0.4930830039525692,0.5509281033882041,0.5333333333333333,0.0,0.6228232979774475,0.6418230632940928,0.1641215831041336,0.798590898513794,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,6,0.8380572895208994,0.7337961494922638,0.49505928853754944,0.5404004353587847,0.5333333333333333,0.0,0.6142714023590088,0.6210550963878632,0.14979402224222818,0.6720814953247706,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,7,0.8262534737586975,0.7381184697151184,0.5088932806324111,0.5424086023651242,0.5111111111111111,0.0,0.5966565410296122,0.626883457104365,0.1375196340183417,0.6185038685798645,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,8,0.8201451202233633,0.746798038482666,0.5029644268774703,0.5359145542510939,0.5111111111111111,0.0,0.5864578386147817,0.6250683069229126,0.13513257230321565,0.599442387620608,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,9,0.8497609794139862,0.7554676532745361,0.5009881422924901,0.5343258144891709,0.5555555555555556,0.0,0.5813025931517283,0.6693579157193502,0.1251289757589499,0.5527409215768179,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,10,0.7954086363315582,0.7544944286346436,0.5069169960474308,0.5382113059578206,0.5777777777777777,0.0,0.5716444949309031,0.6276363730430603,0.1182476778825124,0.4952458242575328,0.0,0.0,0.0,0.0,0.0,,,,,,22,global,0.8
