outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,1,1.0563350816567738,0.7368177771568298,0.3577075098814229,0.4265032865324592,0.4,0.0,0.7116151750087738,0.7981050213177999,0.1681364302833875,0.9009361366430918,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,2,1.0154820382595062,0.7506219744682312,0.3695652173913044,0.43777958135404865,0.37777777777777777,0.0,0.6767451365788778,0.7417663037776947,0.17771178980668387,0.9600392878055573,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,3,0.9250960648059845,0.7643736004829407,0.37351778656126483,0.43503527324951624,0.4,0.0,0.6498878399531046,0.7058327694733938,0.1460654896994432,0.7319779594739279,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,4,0.9684869249661764,0.7882036566734314,0.34782608695652173,0.4199522006691549,0.4,0.0,0.6397864719231924,0.6858508189519247,0.1901233804722627,0.9251271535952886,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,5,0.839029848575592,0.8185558319091797,0.31225296442687744,0.40483272579155594,0.37777777777777777,0.0,0.6214653352896372,0.6579096515973409,0.11982396741708119,0.6129622757434845,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,6,0.8378671407699585,0.8437888622283936,0.2885375494071146,0.3983092075055213,0.37777777777777777,0.0,0.6100501616795858,0.6570370296637217,0.11816469145317872,0.6266542474428812,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,7,0.8539074063301086,0.8565700054168701,0.29051383399209485,0.40020838849116125,0.4,0.0,0.6031082272529602,0.6346107721328735,0.1432605224351088,0.7603611250718435,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,8,0.9200747311115265,0.8677574396133423,0.28063241106719367,0.3984941499902796,0.4,0.0,0.5832683245340983,0.6855561137199402,0.15376300613085428,0.8075561970472336,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,9,0.8356329301993052,0.8814916014671326,0.2826086956521739,0.3989508782857738,0.4222222222222222,0.0,0.5777024229367574,0.6245854298273722,0.14283302426338196,0.6821448504924774,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss80_trlocglobal,10,0.8359113534291586,0.8906831443309784,0.2826086956521739,0.399097318119506,0.4222222222222222,0.0,0.5737093289693197,0.6210074126720428,0.145124817887942,0.6977912858128548,0.0,0.0,0.0,0.0,0.0,,,,,,18473,global,0.8
