outer_fold,inner_fold,hp_name,batch_size,learning_rate,dyam_dropout,dyam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,seed,train_missing_location,train_missing_prob
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,1,0.9116801768541336,0.6992001136144003,0.4789915966386555,0.615213654770436,0.4444444444444444,0.7249089181423187,0.6919219245513281,0.21143809333443642,0.08320153659830491,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,2,0.8735668361186981,0.6975073019663492,0.4831932773109244,0.5999425451332652,0.4222222222222222,0.6992543339729309,0.6677024861176809,0.1980463614066442,0.07817992754280567,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,3,0.8640950371821722,0.6981899738311768,0.4684873949579832,0.6020422650481355,0.4444444444444444,0.6928337216377258,0.664736678202947,0.1920296475291252,0.07328707383324702,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,4,0.8507302502791086,0.7015527884165446,0.45798319327731085,0.5801355308088714,0.4444444444444444,0.671097606420517,0.6572370479504267,0.1854067457218965,0.08086462132632732,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,5,0.8408923049767812,0.7001839280128479,0.47058823529411764,0.5874255891526561,0.4222222222222222,0.6685514201720556,0.6544681986172994,0.1788675313194593,0.07556558959186077,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,6,0.8355627904335657,0.6956578691800436,0.4810924369747899,0.6168312904096397,0.4444444444444444,0.6500811825195948,0.64298976957798,0.18543526406089464,0.0713776322081685,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,7,0.8235664715369543,0.6990422010421753,0.47268907563025203,0.6232163490765498,0.4444444444444444,0.6562078793843588,0.6358640193939209,0.1800487587849299,0.07653697611143191,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,8,0.8184412270784378,0.6964406569798788,0.453781512605042,0.6295434319725058,0.4222222222222222,0.636739989121755,0.6329242140054703,0.17805970211823782,0.07457301237930854,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,9,0.8094446261723837,0.6901580492655436,0.49789915966386555,0.6689030699361221,0.4666666666666667,0.6314680973688761,0.6214845875898997,0.1805551784733931,0.07404859953870375,22,path,0.4
1,1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,16,5e-05,0.2,1.0,1.0,0.1,lr5e-05_bs16_drop0p2_temp1p0_a1p0_b0p1_trmiss40_trlocpath,10,0.8029858420292536,0.6956424911816915,0.48739495798319327,0.6604197169845979,0.4222222222222222,0.632670616110166,0.6257034589846929,0.17015806709726652,0.07124314457178116,22,path,0.4
