outer_fold,inner_fold,hp_name,batch_size,learning_rate,modality_hidden_layers,fusion_hidden_dim,fusion_hidden_layers,dropout,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,seed,train_missing_location,train_missing_prob
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,1,0.7429287234942118,0.6777955492337545,0.6134453781512605,0.7233804339588948,0.5777777777777777,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,2,0.6959501504898071,0.6743534008661906,0.6512605042016807,0.7251799182544678,0.5777777777777777,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,3,0.6482273290554682,0.6652366916338602,0.6932773109243697,0.7537413256658007,0.5777777777777777,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,4,0.65712937215964,0.653187096118927,0.7436974789915967,0.8028215444658275,0.6,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,5,0.6258976856867472,0.6560735503832499,0.7142857142857143,0.7845655334494268,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,6,0.615386371811231,0.6583295861879984,0.680672268907563,0.7743557808366569,0.6666666666666666,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,7,0.5850768983364105,0.6530465284983317,0.6995798319327731,0.7841421192656929,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,8,0.6006272633870443,0.6512837211290995,0.7121848739495797,0.7880888526453694,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,9,0.5758616303404173,0.6498801708221436,0.7184873949579832,0.8125798968903298,0.6888888888888889,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,10,0.5889311929543813,0.656008243560791,0.6890756302521008,0.777094184157767,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,11,0.5602171371380488,0.6564987301826477,0.6701680672268908,0.7719444805228303,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,12,0.5367197742064794,0.6581083734830221,0.6764705882352942,0.7683118502407295,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,13,0.5371715227762858,0.6569764216740926,0.6638655462184874,0.7710747465686063,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,14,0.5461503937840462,0.6517436901728312,0.6617647058823529,0.7827301991382051,0.6666666666666666,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,15,0.5193343088030815,0.6514083544413248,0.6764705882352942,0.7859378240357084,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,0.5495514025290807,0.6502164602279663,0.6848739495798319,0.7848055956224083,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,17,0.5255828822652499,0.6494782964388529,0.6743697478991596,0.77806188136051,0.6,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,18,0.5425609573721886,0.6520460844039917,0.6785714285714286,0.7888254519607124,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,19,0.5099806810418764,0.6540566285451254,0.6512605042016807,0.7677664991081492,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,20,0.5311742002765337,0.6604112188021342,0.6281512605042017,0.7390816365034516,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,21,0.49814247836669284,0.6553497513135275,0.6281512605042017,0.7331691505413248,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,22,0.5044336592157682,0.6556785702705383,0.6449579831932774,0.7557222863179829,0.6444444444444445,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,23,0.5329570596416792,0.6515260934829712,0.6596638655462186,0.7711610090993468,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,16,5e-05,1,32,1,0.2,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p2_trmiss20_trlocblood,24,0.5273213485876719,0.6513595779736837,0.6701680672268908,0.7819899607141148,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,16,5e-05,1,32,1,0.1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,1,0.719312051932017,0.681179960568746,0.5021008403361344,0.611784833778847,0.6222222222222222,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,16,5e-05,1,32,1,0.1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,2,0.6635544250408808,0.6870617270469666,0.4936974789915966,0.6058145742306293,0.6,0.0,0.0,0.0,0.0,22,blood,0.2
1,1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,16,5e-05,1,32,1,0.1,lr5e-05_bs16_modL1_fusion32_fusionL1_drop0p1_trmiss20_trlocblood,3,0.6353905548652014,0.6907587250073751,0.4936974789915966,0.600189844048818,0.5555555555555556,0.0,0.0,0.0,0.0,22,blood,0.2
