model_name,train_missing_prop,test_missing_prop,seed,outer_fold,prediction_source,inner_model_idx,replicate_id,n_patients,auc
Di-MMLP,0.0,0.0,4,1,ensemble,0,4|outer_1|ensemble,30,0.7737556561085973
Di-MMLP,0.0,0.0,4,2,ensemble,0,4|outer_2|ensemble,30,0.6515837104072398
Di-MMLP,0.0,0.0,4,3,ensemble,0,4|outer_3|ensemble,30,0.6425339366515836
Di-MMLP,0.0,0.0,4,4,ensemble,0,4|outer_4|ensemble,29,0.7647058823529412
Di-MMLP,0.0,0.0,4,5,ensemble,0,4|outer_5|ensemble,29,0.6078431372549019
Di-MMLP,0.0,0.0,22,1,ensemble,0,22|outer_1|ensemble,30,0.5339366515837104
Di-MMLP,0.0,0.0,22,2,ensemble,0,22|outer_2|ensemble,30,0.6199095022624435
Di-MMLP,0.0,0.0,22,3,ensemble,0,22|outer_3|ensemble,30,0.6425339366515836
Di-MMLP,0.0,0.0,22,4,ensemble,0,22|outer_4|ensemble,29,0.7156862745098039
Di-MMLP,0.0,0.0,22,5,ensemble,0,22|outer_5|ensemble,29,0.7107843137254902
Di-MMLP,0.0,0.0,2002,1,ensemble,0,2002|outer_1|ensemble,30,0.6470588235294118
Di-MMLP,0.0,0.0,2002,2,ensemble,0,2002|outer_2|ensemble,30,0.7330316742081449
Di-MMLP,0.0,0.0,2002,3,ensemble,0,2002|outer_3|ensemble,30,0.6470588235294117
Di-MMLP,0.0,0.0,2002,4,ensemble,0,2002|outer_4|ensemble,29,0.7156862745098038
Di-MMLP,0.0,0.0,2002,5,ensemble,0,2002|outer_5|ensemble,29,0.7107843137254902
Di-MMLP,0.0,0.0,18473,1,ensemble,0,18473|outer_1|ensemble,30,0.6606334841628959
Di-MMLP,0.0,0.0,18473,2,ensemble,0,18473|outer_2|ensemble,30,0.7104072398190044
Di-MMLP,0.0,0.0,18473,3,ensemble,0,18473|outer_3|ensemble,30,0.828054298642534
Di-MMLP,0.0,0.0,18473,4,ensemble,0,18473|outer_4|ensemble,29,0.6911764705882353
Di-MMLP,0.0,0.0,18473,5,ensemble,0,18473|outer_5|ensemble,29,0.6225490196078431
Di-MMLP,0.0,0.0,55602,1,ensemble,0,55602|outer_1|ensemble,30,0.7013574660633484
Di-MMLP,0.0,0.0,55602,2,ensemble,0,55602|outer_2|ensemble,30,0.6742081447963801
Di-MMLP,0.0,0.0,55602,3,ensemble,0,55602|outer_3|ensemble,30,0.6832579185520361
Di-MMLP,0.0,0.0,55602,4,ensemble,0,55602|outer_4|ensemble,29,0.6176470588235294
Di-MMLP,0.0,0.0,55602,5,ensemble,0,55602|outer_5|ensemble,29,0.607843137254902
Di-MMLP,0.0,0.25,4,1,ensemble,0,4|outer_1|ensemble,30,0.7601809954751131
Di-MMLP,0.0,0.25,4,2,ensemble,0,4|outer_2|ensemble,30,0.6380090497737556
Di-MMLP,0.0,0.25,4,3,ensemble,0,4|outer_3|ensemble,30,0.6561085972850679
