model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc,baseline_auc,raw_degradation_ratio,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.0,0.0,0.6765610859728507,0.062948879523648,25,0.0236397058823529,0.6533288084464555,0.7006082202111613,0.6671166415284061,0.6765610859728507,1.0,1.0,0.0,1.0,1.0,False
Di-MMLP,envelope,0.0,0.25,0.25,0.6557918552036199,0.0954116010117864,25,0.036705882352941,0.6191387631975868,0.6925505279034689,0.6671166415284061,0.6765610859728507,1.0316704616021528,1.0316704616021528,0.0611681999774638,0.970502261624689,1.0928386615796166,False
Di-MMLP,envelope,0.0,0.5,0.5,0.6728205128205128,0.0964750375379726,25,0.0363399321266967,0.6348853695324284,0.7075652337858219,0.6671166415284061,0.6765610859728507,1.0055595408895266,1.0055595408895266,0.0574125379056247,0.948147002983902,1.062972078795151,False
Di-MMLP,envelope,0.0,0.75,0.75,0.6689140271493212,0.0980383382603734,25,0.0370701357466063,0.6314174208144797,0.7055576923076924,0.6671166415284061,0.6765610859728507,1.0114320503280796,1.0114320503280796,0.0593404857027144,0.9520915646253651,1.070772536030794,False
Di-PAM,envelope,0.75,0.0,0.0,0.6636349924585219,0.1010654490646279,25,0.039128205128205,0.6230874811463046,0.7013438914027148,0.6665912518853695,0.6636349924585219,1.0,1.0,0.0,1.0,1.0,False
Di-PAM,envelope,0.75,0.25,0.25,0.6631070889894418,0.1119024700708731,25,0.043406862745098,0.6180942684766213,0.7049079939668175,0.6665912518853695,0.6636349924585219,1.0007961059048314,1.0007961059048314,0.0701006992818347,0.9306954066229968,1.070896805186666,False
Di-PAM,envelope,0.75,0.5,0.5,0.6631975867269985,0.1048904459796735,25,0.0398691553544495,0.6236587481146304,0.7033970588235294,0.6665912518853695,0.6636349924585219,1.000659540595861,1.000659540595861,0.0640039001479204,0.9366556404479404,1.0646634407437814,False
Di-PAM,envelope,0.75,0.75,0.75,0.6833031674208145,0.1076747024294438,25,0.0406052036199093,0.6420478883861237,0.7232582956259425,0.6665912518853695,0.6636349924585219,0.9712160342582168,0.9712160342582168,0.0613607433836407,0.909855290874576,1.0325767776418575,False
HealNet,envelope,0.0,0.0,0.0,0.6846153846153846,0.0683455340522332,25,0.0256951357466064,0.6591840120663649,0.7105742835595777,0.6518099547511312,0.6846153846153846,1.0,1.0,0.0,1.0,1.0,False
HealNet,envelope,0.0,0.25,0.25,0.644524886877828,0.0818553341284635,25,0.0313316365007541,0.6113495475113122,0.6740128205128205,0.6518099547511312,0.6846153846153846,1.0622016287559677,1.0622016287559677,0.0542741057606646,1.0079275229953029,1.116475734516632,False
HealNet,envelope,0.0,0.5,0.5,0.6540874811463047,0.080609773430375,25,0.0295554298642534,0.62331221719457,0.6824230769230769,0.6518099547511312,0.6846153846153846,1.046672508416732,1.046672508416732,0.0495328555994032,0.9971396528173287,1.096205364016135,False
