model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc
Di-PAM,both,0.25,0.5,,0.6228959276018099,0.09264680559894824,25,0.03500923831070896,0.5888050527903469,0.6588235294117648,
Di-PAM,both,0.25,0.75,,0.6459276018099548,0.10375055661461209,25,0.041080693815987945,0.6046436651583711,0.686805052790347,
Di-PAM,both,0.5,0.0,,0.6649924585218703,0.1161531515118755,25,0.04250546757164403,0.6235429864253393,0.7085539215686274,
Di-PAM,both,0.5,0.25,,0.6511764705882352,0.13152115518228977,25,0.04967684766214181,0.5998925339366517,0.6992462292609353,
Di-PAM,both,0.5,0.5,,0.6366817496229261,0.10977860557876548,25,0.043243401206636445,0.5948416289592761,0.681328431372549,
Di-PAM,both,0.5,0.75,,0.6530769230769231,0.12377550202412349,25,0.04644852941176475,0.607052036199095,0.6999490950226245,
Di-PAM,both,0.75,0.0,,0.6636349924585219,0.1010654490646279,25,0.039128205128205085,0.6230874811463046,0.7013438914027148,
Di-PAM,both,0.75,0.25,,0.6631070889894418,0.1119024700708731,25,0.043406862745098085,0.6180942684766213,0.7049079939668175,
Di-PAM,both,0.75,0.5,,0.6631975867269985,0.10489044597967354,25,0.039869155354449515,0.6236587481146304,0.7033970588235294,
Di-PAM,both,0.75,0.75,,0.6833031674208145,0.10767470242944384,25,0.04060520361990938,0.6420478883861237,0.7232582956259425,
HealNet,both,0.0,0.0,,0.6846153846153846,0.06834553405223329,25,0.025695135746606423,0.6591840120663649,0.7105742835595777,
HealNet,both,0.0,0.25,,0.644524886877828,0.08185533412846359,25,0.031331636500754156,0.6113495475113122,0.6740128205128205,
HealNet,both,0.0,0.5,,0.6540874811463047,0.08060977343037502,25,0.02955542986425347,0.62331221719457,0.6824230769230769,
HealNet,both,0.0,0.75,,0.6290196078431373,0.0934619647339005,25,0.03601338612368016,0.5942831825037709,0.6663099547511312,
HealNet,both,0.25,0.0,,0.6490799396681749,0.045164456415478206,25,0.01690101809954747,0.6330765460030167,0.6668785822021116,
HealNet,both,0.25,0.25,,0.6117797888386124,0.08087459428074945,25,0.030916101055806944,0.5813702865761688,0.6432024886877827,
HealNet,both,0.25,0.5,,0.5998642533936652,0.10152504452448692,25,0.03727319004524876,0.5622168174962294,0.636763197586727,
HealNet,both,0.25,0.75,,0.611553544494721,0.08906248866055912,25,0.034447209653092004,0.5783201357466063,0.6472145550527904,
HealNet,both,0.5,0.0,,0.6628054298642533,0.10118565221355368,25,0.03780147058823524,0.6229219457013575,0.698524886877828,
HealNet,both,0.5,0.25,,0.6138763197586727,0.10507283543024486,25,0.0402654600301659,0.574815233785822,0.6553461538461538,
HealNet,both,0.5,0.5,,0.6015987933634992,0.07970424914607468,25,0.030740950226244346,0.5714909502262443,0.632972850678733,
HealNet,both,0.5,0.75,,0.6544042232277526,0.10819251392544438,25,0.04107334087481146,0.614313725490196,0.696460407239819,
HealNet,both,0.75,0.0,,0.6443740573152339,0.09987164567080221,25,0.03986236802413273,0.605066742081448,0.6847914781297134,
HealNet,both,0.75,0.25,,0.6130920060331825,0.1128324973873494,25,0.04352300150829569,0.5705335595776772,0.6575795625942685,
HealNet,both,0.75,0.5,,0.6129864253393665,0.10481461369272892,25,0.03990497737556559,0.5737839366515837,0.6535938914027148,
HealNet,both,0.75,0.75,,0.6631523378582201,0.09808553649131714,25,0.038484351432880815,0.6239969834087481,0.7009656862745097,
KNN_MLP,both,0.0,0.0,,0.6720663650075415,0.07522834861997019,25,0.029544117647058776,0.6421704374057315,0.7012586726998491,
KNN_MLP,both,0.0,0.25,,0.6341478129713424,0.09564692775675011,25,0.03671361236802406,0.5984766214177979,0.671903846153846,
KNN_MLP,both,0.0,0.5,,0.6519155354449473,0.09241755803806243,25,0.03519871794871793,0.6173604826546003,0.6877579185520362,
KNN_MLP,both,0.0,0.75,,0.6637104072398189,0.08045910146570331,25,0.031725678733031615,0.6321900452488688,0.695641402714932,
KNN_MLP,both,0.25,0.0,,0.656184012066365,0.09865059831842285,25,0.03694871794871801,0.6196628959276018,0.6935603318250378,
KNN_MLP,both,0.25,0.25,,0.6303016591251885,0.10430508140153238,25,0.03945871040723975,0.5910101809954752,0.6699276018099547,
KNN_MLP,both,0.25,0.5,,0.6501659125188536,0.09081307136679366,25,0.03424019607843137,0.6166655354449473,0.68514592760181,
KNN_MLP,both,0.25,0.75,,0.6748868778280542,0.09545476554312418,25,0.03648303167420819,0.6375067873303167,0.7104728506787331,
KNN_MLP,both,0.5,0.0,,0.6799396681749623,0.09457466613797848,25,0.03641874057315231,0.6434826546003016,0.7163201357466062,
KNN_MLP,both,0.5,0.25,,0.632684766214178,0.11090013901813389,25,0.04242929864253392,0.5888978129713425,0.6737564102564103,
KNN_MLP,both,0.5,0.5,,0.6380241327300151,0.0837185088411734,25,0.03198510558069384,0.6060463800904978,0.6700165912518855,
KNN_MLP,both,0.5,0.75,,0.6974962292609352,0.10080953413563304,25,0.03678921568627436,0.6603141025641027,0.7338925339366514,
KNN_MLP,both,0.75,0.0,,0.6445098039215686,0.11169724730624873,25,0.04261538461538472,0.6035686274509803,0.6887993966817497,
KNN_MLP,both,0.75,0.25,,0.6257918552036199,0.1216951632264781,25,0.04520607088989442,0.5821870286576168,0.6725991704374057,
KNN_MLP,both,0.75,0.5,,0.6150980392156863,0.09663288483003497,25,0.0371595022624433,0.57880580693816,0.6531248114630466,
KNN_MLP,both,0.75,0.75,,0.6827300150829562,0.0892282545194513,25,0.03458314479638003,0.6477217194570137,0.7168880090497738,
SMILe,both,0.0,0.0,,0.6573001508295626,0.06677586397510366,25,0.025709841628959285,0.632487556561086,0.6839072398190046,
SMILe,both,0.0,0.25,,0.6382051282051282,0.08981209440348462,25,0.03475207390648566,0.6033125942684766,0.6728167420814479,
SMILe,both,0.0,0.5,,0.6365007541478129,0.07635575912535125,25,0.028940045248868784,0.606315233785822,0.6641953242835595,
SMILe,both,0.0,0.75,,0.640392156862745,0.08566376703607653,25,0.03314102564102561,0.6072658371040724,0.6735478883861237,
SMILe,both,0.25,0.0,,0.6650980392156863,0.06081913786231829,25,0.023417043740573074,0.6412665912518855,0.6881006787330316,
SMILe,both,0.25,0.25,,0.6309653092006033,0.06508819925435823,25,0.025901772247360455,0.6048393665158371,0.656642911010558,
SMILe,both,0.25,0.5,,0.6031825037707391,0.07629318747655246,25,0.030619720965309183,0.5734690799396681,0.6347085218702865,
SMILe,both,0.25,0.75,,0.6346907993966817,0.0978688405305222,25,0.037763574660633514,0.5979291101055806,0.6734562594268476,
SMILe,both,0.5,0.0,,0.6526998491704374,0.09323709798337601,25,0.036350678733031605,0.6159121417797889,0.6886134992458521,
SMILe,both,0.5,0.25,,0.6136500754147813,0.09398902773233915,25,0.03632145550527899,0.5795893665158371,0.6522322775263951,
SMILe,both,0.5,0.5,,0.6155354449472096,0.09283838575502065,25,0.03545814479638004,0.5811361236802414,0.6520524132730015,
SMILe,both,0.5,0.75,,0.6430316742081448,0.12997074989351612,25,0.05081447963800906,0.5898491704374058,0.6914781297134239,
SMILe,both,0.75,0.0,,0.6473453996983409,0.09901722417893732,25,0.03895871040723986,0.6065335595776772,0.6844509803921569,
SMILe,both,0.75,0.25,,0.6211915535444947,0.10799838172201501,25,0.04087745098039208,0.5809924585218703,0.6627473604826545,
SMILe,both,0.75,0.5,,0.6299095022624435,0.08588695454556036,25,0.033736048265460006,0.595972850678733,0.663444947209653,
SMILe,both,0.75,0.75,,0.6915384615384614,0.10382347764523163,25,0.03865969079939663,0.6516406485671193,0.7289600301659126,
VAE_MLP,both,0.0,0.0,,0.6611915535444948,0.07818929398272152,25,0.02991063348416284,0.6312500000000001,0.6910712669683258,
VAE_MLP,both,0.0,0.25,,0.6389441930618402,0.08003233551491654,25,0.03023623680241333,0.608883484162896,0.6693559577677226,
VAE_MLP,both,0.0,0.5,,0.6555806938159878,0.08995913177950689,25,0.034066742081448,0.6206010558069381,0.6887345399698341,
VAE_MLP,both,0.0,0.75,,0.6812518853695324,0.09307519768251485,25,0.03487311463046755,0.6470874811463048,0.7168337104072399,
VAE_MLP,both,0.25,0.0,,0.660030165912519,0.07255799187026628,25,0.028871794871794865,0.6336308446455505,0.6913744343891403,
VAE_MLP,both,0.25,0.25,,0.6420361990950226,0.06542546679338541,25,0.02515365761689292,0.6168469079939668,0.6671542232277526,
VAE_MLP,both,0.25,0.5,,0.6366515837104072,0.08519457617508842,25,0.03220550527903471,0.6025448717948718,0.6669558823529412,
VAE_MLP,both,0.25,0.75,,0.6669984917043742,0.09506820901780104,25,0.03651904223227753,0.6313065610859728,0.7043446455505279,
VAE_MLP,both,0.5,0.0,,0.6653996983408749,0.10475694507489729,25,0.03902865761689289,0.6247032428355958,0.7027605580693815,
VAE_MLP,both,0.5,0.25,,0.6508446455505279,0.11170155402890655,25,0.042550716440422354,0.6084966063348416,0.6935980392156863,
VAE_MLP,both,0.5,0.5,,0.6407843137254902,0.0984658721937917,25,0.03829656862745101,0.6021858974358976,0.6787790346907996,
VAE_MLP,both,0.5,0.75,,0.6741176470588235,0.10625203364038091,25,0.04239837858220219,0.6305607088989441,0.7153574660633485,
VAE_MLP,both,0.75,0.0,,0.6650678733031674,0.10263670056559072,25,0.03868363499245847,0.6286670437405731,0.7060343137254901,
VAE_MLP,both,0.75,0.25,,0.6450980392156863,0.11968879589017607,25,0.04583578431372548,0.6004309954751131,0.6921025641025641,
VAE_MLP,both,0.75,0.5,,0.6483107088989442,0.10534704899055836,25,0.040154600301659016,0.6081685520361991,0.6884777526395172,
VAE_MLP,both,0.75,0.75,,0.6796832579185521,0.09753388640614956,25,0.0375152714932126,0.6419302413273001,0.7169607843137253,
ZI_MLP,both,0.0,0.0,,0.6720663650075415,0.07522834861997019,25,0.028271493212669696,0.6435723981900452,0.7001153846153846,
ZI_MLP,both,0.0,0.25,,0.6533333333333333,0.08531922998411912,25,0.033804864253393685,0.6193616138763198,0.6869713423831072,
ZI_MLP,both,0.0,0.5,,0.6576018099547513,0.09258543321981358,25,0.03522341628959269,0.6223898944193063,0.6928367269984916,
ZI_MLP,both,0.0,0.75,,0.6799245852187029,0.08578118381684548,25,0.03247096530920057,0.646287330316742,0.7112292609351432,
ZI_MLP,both,0.25,0.0,,0.6679638009049773,0.07704997899409309,25,0.028361990950226235,0.6395060331825038,0.6962300150829562,
ZI_MLP,both,0.25,0.25,,0.6532428355957768,0.08567747865405255,25,0.03287330316742082,0.6198676470588236,0.6856142533936652,
ZI_MLP,both,0.25,0.5,,0.6424434389140272,0.08044478613326601,25,0.029882164404223144,0.612121794871795,0.6718861236802413,
ZI_MLP,both,0.25,0.75,,0.6705731523378582,0.08795781861885797,25,0.03396342383107087,0.6366466817496229,0.7045735294117647,
ZI_MLP,both,0.5,0.0,,0.6717496229260935,0.09901984716368231,25,0.037635558069381625,0.6337047511312217,0.708975867269985,
ZI_MLP,both,0.5,0.25,,0.6325942684766215,0.10985266360944555,25,0.04195644796380099,0.5925305429864254,0.6764434389140274,
ZI_MLP,both,0.5,0.5,,0.6294117647058823,0.0858921195094887,25,0.032672134238310724,0.5980056561085973,0.6633499245852188,
ZI_MLP,both,0.5,0.75,,0.6795475113122171,0.11984726694093481,25,0.044886312217194524,0.6372017345399699,0.7269743589743589,
ZI_MLP,both,0.75,0.0,,0.6630769230769231,0.10156392633069598,25,0.03892326546003022,0.6245686274509804,0.7024151583710408,
ZI_MLP,both,0.75,0.25,,0.6381297134238312,0.11005497616352522,25,0.0406553544494721,0.5959392911010558,0.67725,
ZI_MLP,both,0.75,0.5,,0.6457315233785822,0.09747592170057678,25,0.03731278280542988,0.6067334087481145,0.6813589743589743,
ZI_MLP,both,0.75,0.75,,0.7012518853695324,0.07275014740714243,25,0.02840535444947212,0.671593137254902,0.7284038461538462,
pAM,both,0.0,0.0,,0.6442684766214178,0.0899348275700015,25,0.03431127450980387,0.6117254901960785,0.6803480392156862,
pAM,both,0.0,0.25,,0.6367722473604827,0.10412353424529898,25,0.040181372549019656,0.596389140271493,0.6767518853695323,
pAM,both,0.0,0.5,,0.6261387631975868,0.11360292096844472,25,0.04453582202111617,0.57960407239819,0.6686757164404223,
pAM,both,0.0,0.75,,0.6429411764705882,0.10088347463843543,25,0.03838725490196082,0.6053227752639517,0.6820972850678734,
pAM,both,0.25,0.0,,0.6582503770739065,0.07263337449743912,25,0.02792232277526402,0.6299064856711916,0.6857511312217196,
pAM,both,0.25,0.25,,0.6344343891402715,0.08342130777586149,25,0.03164177978883859,0.6030833333333334,0.6663668929110106,
pAM,both,0.25,0.5,,0.6132126696832579,0.07980699525685277,25,0.030617647058823527,0.583305052790347,0.644540346907994,
pAM,both,0.25,0.75,,0.6529411764705882,0.0949452828328009,25,0.03633766968325797,0.6165750377073906,0.6892503770739066,
pAM,both,0.5,0.0,,0.6601508295625942,0.09484636345335336,25,0.03764328808446454,0.6234524886877828,0.6987390648567119,
pAM,both,0.5,0.25,,0.6281447963800905,0.09504485971662002,25,0.035061463046757224,0.5928340874811462,0.6629570135746606,
pAM,both,0.5,0.5,,0.6302564102564102,0.07573681244209332,25,0.029477564102564024,0.6008691553544495,0.6598242835595776,
pAM,both,0.5,0.75,,0.6756711915535446,0.08480812700925656,25,0.03282126696832571,0.6425188536953244,0.7081613876319758,
pAM,both,0.75,0.0,,0.6405882352941177,0.10858411941519572,25,0.041102941176470564,0.6005392156862744,0.6827450980392156,
pAM,both,0.75,0.25,,0.6228959276018099,0.10719023151385361,25,0.041013197586727,0.5831926847662142,0.6652190799396682,
pAM,both,0.75,0.5,,0.6207993966817495,0.09357948819760716,25,0.03558201357466062,0.5846779788838613,0.6558420060331825,
pAM,both,0.75,0.75,,0.6604675716440421,0.1073164019224518,25,0.04226018099547513,0.6170237556561086,0.7015441176470588,
Di-MMLP,envelope,0.0,0.0,0.0,0.6765610859728507,0.06294887952364804,25,0.023639705882352924,0.6533288084464555,0.7006082202111613,0.6671166415284061
Di-MMLP,envelope,0.0,0.25,0.25,0.6557918552036199,0.0954116010117864,25,0.03670588235294109,0.6191387631975868,0.6925505279034689,0.6671166415284061
Di-MMLP,envelope,0.0,0.5,0.5,0.6728205128205128,0.09647503753797264,25,0.03633993212669678,0.6348853695324284,0.7075652337858219,0.6671166415284061
Di-MMLP,envelope,0.0,0.75,0.75,0.6689140271493212,0.09803833826037343,25,0.037070135746606336,0.6314174208144797,0.7055576923076924,0.6671166415284061
Di-PAM,envelope,0.75,0.0,0.0,0.6636349924585219,0.1010654490646279,25,0.039128205128205085,0.6230874811463046,0.7013438914027148,0.6665912518853695
Di-PAM,envelope,0.75,0.25,0.25,0.6631070889894418,0.1119024700708731,25,0.043406862745098085,0.6180942684766213,0.7049079939668175,0.6665912518853695
Di-PAM,envelope,0.75,0.5,0.5,0.6631975867269985,0.10489044597967354,25,0.039869155354449515,0.6236587481146304,0.7033970588235294,0.6665912518853695
Di-PAM,envelope,0.75,0.75,0.75,0.6833031674208145,0.10767470242944384,25,0.04060520361990938,0.6420478883861237,0.7232582956259425,0.6665912518853695
HealNet,envelope,0.0,0.0,0.0,0.6846153846153846,0.06834553405223329,25,0.025695135746606423,0.6591840120663649,0.7105742835595777,0.6518099547511312
HealNet,envelope,0.0,0.25,0.25,0.644524886877828,0.08185533412846359,25,0.031331636500754156,0.6113495475113122,0.6740128205128205,0.6518099547511312
HealNet,envelope,0.0,0.5,0.5,0.6540874811463047,0.08060977343037502,25,0.02955542986425347,0.62331221719457,0.6824230769230769,0.6518099547511312
HealNet,envelope,0.0,0.75,0.75,0.6290196078431373,0.0934619647339005,25,0.03601338612368016,0.5942831825037709,0.6663099547511312,0.6518099547511312
KNN_MLP,envelope,0.5,0.0,0.0,0.6799396681749623,0.09457466613797848,25,0.03641874057315231,0.6434826546003016,0.7163201357466062,0.6531422825540473
KNN_MLP,envelope,0.5,0.25,0.25,0.632684766214178,0.11090013901813389,25,0.04242929864253392,0.5888978129713425,0.6737564102564103,0.6531422825540473
KNN_MLP,envelope,0.5,0.5,0.5,0.6380241327300151,0.0837185088411734,25,0.03198510558069384,0.6060463800904978,0.6700165912518855,0.6531422825540473
KNN_MLP,envelope,0.5,0.75,0.75,0.6974962292609352,0.10080953413563304,25,0.03678921568627436,0.6603141025641027,0.7338925339366514,0.6531422825540473
SMILe,envelope,0.0,0.0,0.0,0.6573001508295626,0.06677586397510366,25,0.025709841628959285,0.632487556561086,0.6839072398190046,0.6411840120663649
SMILe,envelope,0.0,0.25,0.25,0.6382051282051282,0.08981209440348462,25,0.03475207390648566,0.6033125942684766,0.6728167420814479,0.6411840120663649
SMILe,envelope,0.0,0.5,0.5,0.6365007541478129,0.07635575912535125,25,0.028940045248868784,0.606315233785822,0.6641953242835595,0.6411840120663649
SMILe,envelope,0.0,0.75,0.75,0.640392156862745,0.08566376703607653,25,0.03314102564102561,0.6072658371040724,0.6735478883861237,0.6411840120663649
VAE_MLP,envelope,0.75,0.0,0.0,0.6650678733031674,0.10263670056559072,25,0.03868363499245847,0.6286670437405731,0.7060343137254901,0.6552614379084968
VAE_MLP,envelope,0.75,0.25,0.25,0.6450980392156863,0.11968879589017607,25,0.04583578431372548,0.6004309954751131,0.6921025641025641,0.6552614379084968
VAE_MLP,envelope,0.75,0.5,0.5,0.6483107088989442,0.10534704899055836,25,0.040154600301659016,0.6081685520361991,0.6884777526395172,0.6552614379084968
VAE_MLP,envelope,0.75,0.75,0.75,0.6796832579185521,0.09753388640614956,25,0.0375152714932126,0.6419302413273001,0.7169607843137253,0.6552614379084968
ZI_MLP,envelope,0.0,0.0,0.0,0.6720663650075415,0.07522834861997019,25,0.028271493212669696,0.6435723981900452,0.7001153846153846,0.6623102061337356
ZI_MLP,envelope,0.0,0.25,0.25,0.6533333333333333,0.08531922998411912,25,0.033804864253393685,0.6193616138763198,0.6869713423831072,0.6623102061337356
ZI_MLP,envelope,0.0,0.5,0.5,0.6576018099547513,0.09258543321981358,25,0.03522341628959269,0.6223898944193063,0.6928367269984916,0.6623102061337356
ZI_MLP,envelope,0.0,0.75,0.75,0.6799245852187029,0.08578118381684548,25,0.03247096530920057,0.646287330316742,0.7112292609351432,0.6623102061337356
pAM,envelope,0.5,0.0,0.0,0.6601508295625942,0.09484636345335336,25,0.03764328808446454,0.6234524886877828,0.6987390648567119,0.64210407239819
pAM,envelope,0.5,0.25,0.25,0.6281447963800905,0.09504485971662002,25,0.035061463046757224,0.5928340874811462,0.6629570135746606,0.64210407239819
pAM,envelope,0.5,0.5,0.5,0.6302564102564102,0.07573681244209332,25,0.029477564102564024,0.6008691553544495,0.6598242835595776,0.64210407239819
pAM,envelope,0.5,0.75,0.75,0.6756711915535446,0.08480812700925656,25,0.03282126696832571,0.6425188536953244,0.7081613876319758,0.64210407239819
Di-MMLP,test,0.0,0.0,0.0,0.6765610859728507,0.06294887952364804,25,0.025085407239819002,0.6513397435897438,0.7015105580693818,
Di-MMLP,test,0.0,0.25,0.25,0.6557918552036199,0.0954116010117864,25,0.03642854449472094,0.6180663650075414,0.6909234539969833,
Di-MMLP,test,0.0,0.5,0.5,0.6728205128205128,0.09647503753797264,25,0.03693193815987933,0.6343567119155354,0.7082205882352941,
Di-MMLP,test,0.0,0.75,0.75,0.6689140271493212,0.09803833826037343,25,0.037148190045248886,0.6316089743589743,0.7059053544494721,
Di-PAM,test,0.0,0.0,0.0,0.6592307692307692,0.08838064060246974,25,0.033281297134238275,0.6257153092006034,0.6922779034690799,
Di-PAM,test,0.0,0.25,0.25,0.6442835595776772,0.09801853970397845,25,0.03693533182503772,0.6070049019607843,0.6808755656108597,
Di-PAM,test,0.0,0.5,0.5,0.6492006033182505,0.090419324584405,25,0.03438499245852189,0.6136915535444947,0.6824615384615385,
Di-PAM,test,0.0,0.75,0.75,0.6794720965309202,0.1055023029209612,25,0.0398640648567119,0.6374562594268477,0.7171843891402715,
HealNet,test,0.0,0.0,0.0,0.6846153846153846,0.06834553405223329,25,0.026585030165912404,0.6575388386123682,0.710708898944193,
HealNet,test,0.0,0.25,0.25,0.644524886877828,0.08185533412846359,25,0.030937405731523315,0.6119732277526395,0.6738480392156861,
HealNet,test,0.0,0.5,0.5,0.6540874811463047,0.08060977343037502,25,0.03049905731523378,0.6236489441930618,0.6846470588235294,
HealNet,test,0.0,0.75,0.75,0.6290196078431373,0.0934619647339005,25,0.0359632352941176,0.5933623680241328,0.665288838612368,
KNN_MLP,test,0.0,0.0,0.0,0.6720663650075415,0.07522834861997019,25,0.027960972850678723,0.6435245098039216,0.6994464555052791,
KNN_MLP,test,0.0,0.25,0.25,0.6341478129713424,0.09564692775675011,25,0.035599170437405736,0.5987933634992458,0.6699917043740573,
KNN_MLP,test,0.0,0.5,0.5,0.6519155354449473,0.09241755803806243,25,0.035272435897435894,0.6157907239819005,0.6863355957767723,
KNN_MLP,test,0.0,0.75,0.75,0.6637104072398189,0.08045910146570331,25,0.03080109351432886,0.6313552036199095,0.6929573906485672,
SMILe,test,0.0,0.0,0.0,0.6573001508295626,0.06677586397510366,25,0.026381975867270036,0.6312043740573151,0.6839683257918552,
SMILe,test,0.0,0.25,0.25,0.6382051282051282,0.08981209440348462,25,0.033395550527903495,0.6028940422322775,0.6696851432880845,
SMILe,test,0.0,0.5,0.5,0.6365007541478129,0.07635575912535125,25,0.028326734539969867,0.6061975867269984,0.6628510558069381,
SMILe,test,0.0,0.75,0.75,0.640392156862745,0.08566376703607653,25,0.0322309577677225,0.6082835595776772,0.6727454751131222,
VAE_MLP,test,0.0,0.0,0.0,0.6611915535444948,0.07818929398272152,25,0.030070324283559602,0.6318831070889894,0.6920237556561086,
VAE_MLP,test,0.0,0.25,0.25,0.6389441930618402,0.08003233551491654,25,0.030445512820512777,0.6074653092006034,0.6683563348416289,
VAE_MLP,test,0.0,0.5,0.5,0.6555806938159878,0.08995913177950689,25,0.0346940045248868,0.621673076923077,0.6910610859728507,
VAE_MLP,test,0.0,0.75,0.75,0.6812518853695324,0.09307519768251485,25,0.03559615384615383,0.645947963800905,0.7171402714932127,
ZI_MLP,test,0.0,0.0,0.0,0.6720663650075415,0.07522834861997019,25,0.0295648567119155,0.6417330316742081,0.7008627450980391,
ZI_MLP,test,0.0,0.25,0.25,0.6533333333333333,0.08531922998411912,25,0.03210350678733037,0.6219144042232277,0.6861214177978885,
ZI_MLP,test,0.0,0.5,0.5,0.6576018099547513,0.09258543321981358,25,0.03669155354449477,0.6205693815987934,0.6939524886877829,
ZI_MLP,test,0.0,0.75,0.75,0.6799245852187029,0.08578118381684548,25,0.032755090497737505,0.6474785067873303,0.7129886877828053,
pAM,test,0.0,0.0,0.0,0.6442684766214178,0.0899348275700015,25,0.035194947209653105,0.6091300904977375,0.6795199849170437,
pAM,test,0.0,0.25,0.25,0.6367722473604827,0.10412353424529898,25,0.038819193061840174,0.59897209653092,0.6766104826546003,
pAM,test,0.0,0.5,0.5,0.6261387631975868,0.11360292096844472,25,0.0436613876319758,0.5818359728506788,0.6691587481146304,
pAM,test,0.0,0.75,0.75,0.6429411764705882,0.10088347463843543,25,0.03718533182503764,0.6064068627450981,0.6807775263951734,
Di-MMLP,train,0.0,0.0,0.0,0.6765610859728507,0.06294887952364804,25,0.024150829562594234,0.6527285067873304,0.7010301659125189,
Di-MMLP,train,0.25,0.0,0.25,0.6749924585218702,0.09005213320457278,25,0.034274509803921493,0.6414690799396683,0.7100180995475113,
Di-MMLP,train,0.5,0.0,0.5,0.6737104072398189,0.09864691814018699,25,0.038684577677224774,0.6349091251885369,0.7122782805429865,
Di-MMLP,train,0.75,0.0,0.75,0.6599547511312217,0.11049209176942724,25,0.04275622171945698,0.6174773755656108,0.7029898190045247,
Di-PAM,train,0.0,0.0,0.0,0.6592307692307692,0.08838064060246974,25,0.03305354449472098,0.6270324283559577,0.6931395173453997,
Di-PAM,train,0.25,0.0,0.25,0.657948717948718,0.08500315053221565,25,0.03257598039215692,0.6251372549019607,0.6902892156862745,
Di-PAM,train,0.5,0.0,0.5,0.6649924585218703,0.1161531515118755,25,0.043230203619909424,0.6221251885369533,0.7085855957767722,
Di-PAM,train,0.75,0.0,0.75,0.6636349924585219,0.1010654490646279,25,0.038548831070889855,0.626131221719457,0.7032288838612367,
HealNet,train,0.0,0.0,0.0,0.6846153846153846,0.06834553405223329,25,0.02698567119155354,0.6587628205128205,0.7127341628959276,
HealNet,train,0.25,0.0,0.25,0.6490799396681749,0.045164456415478206,25,0.01728638763197593,0.6324117647058822,0.6669845399698341,
HealNet,train,0.5,0.0,0.5,0.6628054298642533,0.10118565221355368,25,0.038289404223227796,0.6238748114630467,0.7004536199095023,
