outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,1,0.678438127040863,0.7033774256706238,0.6,0.7833672500339168,0.5,0.0,0.0,0.0,0.0,0.0,0.678438127040863,0.7091194093227386,0.7022742927074432,0.5648073554039001,0.6280331313610077,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,2,0.695298582315445,0.7061182260513306,0.6,0.7833672500339168,0.5,0.0,0.0,0.0,0.0,0.0,0.695298582315445,0.6921892464160919,0.6853628754615784,0.5629423558712006,0.6263460516929626,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,3,0.6939475536346436,0.7086299061775208,0.6,0.7833672500339168,0.5,0.0,0.0,0.0,0.0,0.0,0.6939475536346436,0.6773717403411865,0.6705693304538727,0.5615444183349609,0.6240874528884888,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,4,0.6925789415836334,0.7109345197677612,0.6,0.7833672500339168,0.5,0.0,0.0,0.0,0.0,0.0,0.6925789415836334,0.6641708016395569,0.6573939919471741,0.5607296824455261,0.621607631444931,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,5,0.6488834917545319,0.7129829525947571,0.5777777777777777,0.768552435219102,0.5,0.0,0.0,0.0,0.0,0.0,0.6488834917545319,0.6509925723075867,0.6442402899265289,0.5603294968605042,0.6191948652267456,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,6,0.6842776834964752,0.7151969075202942,0.5777777777777777,0.768552435219102,0.5,0.0,0.0,0.0,0.0,0.0,0.6842776834964752,0.6383789479732513,0.6316435635089874,0.5604762434959412,0.6174940764904022,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,7,0.660395085811615,0.7174980640411377,0.5777777777777777,0.768552435219102,0.5,0.0,0.0,0.0,0.0,0.0,0.660395085811615,0.627226859331131,0.6205059885978699,0.5611117780208588,0.6159752309322357,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,8,0.6661958396434784,0.7198406457901001,0.5555555555555556,0.75991045991046,0.5,0.0,0.0,0.0,0.0,0.0,0.6661958396434784,0.6166907250881195,0.6099914014339447,0.5622109770774841,0.6137090623378754,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,9,0.6572980582714081,0.7223069667816162,0.5333333333333333,0.7432437932437932,0.5,0.0,0.0,0.0,0.0,0.0,0.6572980582714081,0.6068288087844849,0.6001521646976471,0.5636008977890015,0.6113046407699585,,,,,,18473,global,0.66
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss66_trlocglobal,10,0.6660357415676117,0.7247223258018494,0.4888888888888889,0.70991045991046,0.5,0.0,0.0,0.0,0.0,0.0,0.6660357415676117,0.5977083444595337,0.5910568833351135,0.5652279555797577,0.6086218059062958,,,,,,18473,global,0.66
