outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,1,0.7035770177841186,0.7132833003997803,0.3754940711462451,0.44696959313557433,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.7035770177841186,0.7008368372917175,0.6959120512008667,0.7587010741233826,0.4166081607341766,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,2,0.6940336465835572,0.7131962776184082,0.3774703557312253,0.4523745475793561,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.6940336465835572,0.6832681179046631,0.678351616859436,0.7657102227210999,0.4150780618190765,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,3,0.6998549461364746,0.7131533920764923,0.3754940711462451,0.44976440705218973,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.6998549461364746,0.6702102899551392,0.6652925729751586,0.7752060532569885,0.41424946784973143,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,4,0.6893541574478149,0.7129341065883636,0.3735177865612648,0.45650359134891877,0.4,0.0,0.0,0.0,0.0,0.0,0.6893541574478149,0.6588820099830628,0.6539623379707337,0.7848759174346924,0.41348063945770264,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,5,0.6793241739273072,0.7130056023597717,0.3695652173913043,0.44956157651949585,0.4,0.0,0.0,0.0,0.0,0.0,0.6793241739273072,0.6484935641288757,0.6435698986053466,0.793705689907074,0.41299479007720946,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,6,0.6821255087852478,0.713617593050003,0.3695652173913043,0.44961709976856584,0.4,0.0,0.0,0.0,0.0,0.0,0.6821255087852478,0.638263463973999,0.6333234190940857,0.8029900431632996,0.41370522379875185,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,7,0.6774539828300477,0.7143563032150269,0.36363636363636365,0.44765021526819354,0.4,0.0,0.0,0.0,0.0,0.0,0.6774539828300477,0.628381073474884,0.6234241962432862,0.8113643527030945,0.4145517110824585,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,8,0.672234833240509,0.7151295244693756,0.36363636363636365,0.4480549716893865,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.672234833240509,0.6187424898147583,0.6137715578079224,0.818212366104126,0.4152711570262909,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,9,0.6666722297668457,0.7162725925445557,0.3774703557312253,0.4664710697508021,0.4,0.0,0.0,0.0,0.0,0.0,0.6666722297668457,0.609485137462616,0.6044962406158447,0.8251136183738709,0.4163775503635406,,,,,,2002,global,0.6
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss60_trlocglobal,10,0.6422146201133728,0.7175403833389282,0.3932806324110672,0.472039458881522,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.6422146201133728,0.6002038002014161,0.5952018141746521,0.8305164813995362,0.41714587807655334,,,,,,2002,global,0.6
