model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.6072498411762779,0.07612738941786303,125
Di-MMLP,both,0.0,0.2,0.0,0.2,0.6081080132298525,0.07325783507928008,125
Di-MMLP,both,0.0,0.4,0.0,0.4,0.5877503356583815,0.06986773140166405,125
Di-MMLP,both,0.0,0.6,0.0,0.6,0.5638208599404002,0.06088718288976798,125
Di-MMLP,both,0.0,0.8,0.0,0.8,0.535750361856109,0.06141003054394587,125
Di-MMLP,both,0.2,0.0,0.2,0.0,0.6096538232308347,0.06301601366857815,125
Di-MMLP,both,0.2,0.2,0.2,0.2,0.6015441726430233,0.06141653869958143,125
Di-MMLP,both,0.2,0.4,0.2,0.4,0.5815284147100237,0.06421592838578635,125
Di-MMLP,both,0.2,0.6,0.2,0.6,0.5538226020892688,0.06149397803807276,125
Di-MMLP,both,0.2,0.8,0.2,0.8,0.5318272128892818,0.06660425866369457,125
Di-MMLP,both,0.4,0.0,0.4,0.0,0.604433546189868,0.07523888007715968,125
Di-MMLP,both,0.4,0.2,0.4,0.2,0.5897722566067394,0.07284209808235664,125
Di-MMLP,both,0.4,0.4,0.4,0.4,0.5658132102040149,0.07661718318401246,125
Di-MMLP,both,0.4,0.6,0.4,0.6,0.5521827946425648,0.07745652287282419,125
Di-MMLP,both,0.4,0.8,0.4,0.8,0.5241495366276976,0.07769551844856841,125
Di-MMLP,both,0.6,0.0,0.6,0.0,0.5739644627828536,0.07211583188536357,125
Di-MMLP,both,0.6,0.2,0.6,0.2,0.565151075744179,0.07583043536770773,125
Di-MMLP,both,0.6,0.4,0.6,0.4,0.548929285784458,0.07954931900650943,125
Di-MMLP,both,0.6,0.6,0.6,0.6,0.535834875724531,0.07450864619270615,125
Di-MMLP,both,0.6,0.8,0.6,0.8,0.5256541638012903,0.07542599026146195,125
Di-MMLP,both,0.8,0.0,0.8,0.0,0.5343876608704193,0.0781079994132317,125
Di-MMLP,both,0.8,0.2,0.8,0.2,0.521550040933949,0.07977178314528341,125
Di-MMLP,both,0.8,0.4,0.8,0.4,0.5065513311720208,0.07140676363280392,125
Di-MMLP,both,0.8,0.6,0.8,0.6,0.5037443494776828,0.07763150688792611,125
