model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc,baseline_auc,raw_degradation_ratio,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.0,0.0,0.6072498411762779,0.076127389417863,125,0.0132564583947342,0.5944107083210531,0.6209236251105216,0.5827948275862069,0.6072498411762779,1.0,1.0,0.0,1.0,1.0,False
Di-MMLP,envelope,0.0,0.2,0.2,0.6081080132298525,0.07325783507928,125,0.0128084543340865,0.595124100599273,0.6207410092674461,0.5827948275862069,0.6072498411762779,0.9985887835139408,0.9985887835139408,0.0214856178558144,0.9771031656581264,1.0200744013697554,False
Di-MMLP,envelope,0.0,0.4,0.4,0.5877503356583815,0.069867731401664,125,0.0120195855847004,0.5753186645708487,0.5993578357402496,0.5827948275862069,0.6072498411762779,1.0331765110709017,1.0331765110709017,0.021569724211065,1.0116067868598364,1.0547462352819663,False
Di-MMLP,envelope,0.0,0.6,0.6,0.5638208599404002,0.0608871828897679,125,0.0106045931165471,0.5536844467367457,0.57489363296984,0.5827948275862069,0.6072498411762779,1.0770262051681956,1.0770262051681956,0.020645496827562,1.0563807083406336,1.0976717019957576,False
Di-MMLP,envelope,0.0,0.8,0.8,0.535750361856109,0.0614100305439458,125,0.0107262050954579,0.5250684857713592,0.5465208959622752,0.5827948275862069,0.6072498411762779,1.133456707471851,1.133456707471851,0.0231564375745629,1.1103002698972877,1.1566131450464137,False
Di-PAM,envelope,0.0,0.0,0.0,0.5975439892589318,0.0698108576481382,125,0.012386266823853,0.5848866126338539,0.60965914628156,0.5668218308936699,0.5975439892589318,1.0,1.0,0.0,1.0,1.0,False
Di-PAM,envelope,0.0,0.2,0.2,0.5847044175917739,0.0701199775739878,125,0.0123323674558731,0.5725407653011102,0.5972055002128565,0.5668218308936699,0.5975439892589318,1.021959081000346,1.021959081000346,0.022019200463702,0.999939880536644,1.043978281464048,False
Di-PAM,envelope,0.0,0.4,0.4,0.571148521465763,0.0698953922722894,125,0.0123743697809214,0.5587577810524939,0.5835065206143367,0.5668218308936699,0.5975439892589318,1.0462147178905918,1.0462147178905918,0.0231690169460851,1.0230457009445066,1.069383734836677,False
Di-PAM,envelope,0.0,0.6,0.6,0.548242093198415,0.0619915881733301,125,0.0105599891934373,0.537251973016341,0.5583719514032157,0.5668218308936699,0.5975439892589318,1.0899272359276395,1.0899272359276395,0.0214059938898811,1.0685212420377583,1.1113332298175207,False
Di-PAM,envelope,0.0,0.8,0.8,0.5288405933785244,0.0645900364495473,125,0.0111172322101057,0.5175997350754823,0.5398341994956939,0.5668218308936699,0.5975439892589318,1.129913241798426,1.129913241798426,0.024262972908924,1.105650268889502,1.1541762147073502,False
