train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.0,0.0,1,2,KNN_MLP,VAE_MLP,0.6191391688770999,0.6150597766643745,0.004079392212725352,3889.5,0.9058541752236173,125,0.9354063255637639,False,21
0.0,0.0,1,3,KNN_MLP,Di-PAM,0.6191391688770999,0.6129134492582771,0.006225719618822789,3509.5,0.3620603364285968,125,0.6336055887500444,False,21
0.0,0.0,1,4,KNN_MLP,SMILe,0.6191391688770999,0.6074793594655663,0.01165980941153355,3797.5,0.7301309537251464,125,0.8518194460126707,False,21
0.0,0.0,1,5,KNN_MLP,pAM,0.6191391688770999,0.6059273537020664,0.013211815175033448,3378.0,0.1680260039388598,125,0.5874175285127047,False,21
0.0,0.0,1,6,KNN_MLP,HealNet,0.6191391688770999,0.6038753250155551,0.015263843861544779,3166.5,0.05747232333132086,125,0.5874175285127047,False,21
0.0,0.0,1,7,KNN_MLP,ZI_MLP,0.6191391688770999,0.6031275632838852,0.016011605593214684,3209.5,0.07285313108467477,125,0.5874175285127047,False,21
0.0,0.0,2,3,VAE_MLP,Di-PAM,0.6150597766643745,0.6129134492582771,0.002146327406097437,3821.0,0.8928813688934224,125,0.9354063255637639,False,21
0.0,0.0,2,4,VAE_MLP,SMILe,0.6150597766643745,0.6074793594655663,0.007580417198808198,3713.5,0.5810008363065704,125,0.7655391761673525,False,21
0.0,0.0,2,5,VAE_MLP,pAM,0.6150597766643745,0.6059273537020664,0.009132422962308095,3225.5,0.13810965252064317,125,0.5874175285127047,False,21
0.0,0.0,2,6,VAE_MLP,HealNet,0.6150597766643745,0.6038753250155551,0.011184451648819427,3273.0,0.10156950073882272,125,0.5874175285127047,False,21
0.0,0.0,2,7,VAE_MLP,ZI_MLP,0.6150597766643745,0.6031275632838852,0.011932213380489332,3306.0,0.15592601571846823,125,0.5874175285127047,False,21
0.0,0.0,3,4,Di-PAM,SMILe,0.6129134492582771,0.6074793594655663,0.005434089792710761,3610.5,0.6092649972160247,125,0.7655391761673525,False,21
0.0,0.0,3,5,Di-PAM,pAM,0.6129134492582771,0.6059273537020664,0.006986095556210659,3464.0,0.2433410454951267,125,0.5874175285127047,False,21
0.0,0.0,3,6,Di-PAM,HealNet,0.6129134492582771,0.6038753250155551,0.00903812424272199,3388.0,0.224585782267252,125,0.5874175285127047,False,21
0.0,0.0,3,7,Di-PAM,ZI_MLP,0.6129134492582771,0.6031275632838852,0.009785885974391895,3407.5,0.30607183715651476,125,0.5874175285127047,False,21
0.0,0.0,4,5,SMILe,pAM,0.6074793594655663,0.6059273537020664,0.0015520057634998974,3701.0,0.5600801411695806,125,0.7655391761673525,False,21
0.0,0.0,4,6,SMILe,HealNet,0.6074793594655663,0.6038753250155551,0.0036040344500112287,3510.5,0.2927518467734178,125,0.5874175285127047,False,21
0.0,0.0,4,7,SMILe,ZI_MLP,0.6074793594655663,0.6031275632838852,0.0043517961816811335,3523.5,0.30769489588760723,125,0.5874175285127047,False,21
0.0,0.0,5,6,pAM,HealNet,0.6059273537020664,0.6038753250155551,0.0020520286865113313,3735.0,0.6178159891745831,125,0.7655391761673525,False,21
0.0,0.0,5,7,pAM,ZI_MLP,0.6059273537020664,0.6031275632838852,0.002799790418181236,3842.5,0.9354063255637639,125,0.9354063255637639,False,21
0.0,0.0,6,7,HealNet,ZI_MLP,0.6038753250155551,0.6031275632838852,0.0007477617316699048,3676.0,0.619722190230714,125,0.7655391761673525,False,21
