outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,1,0.6856334447860718,0.6888555586338043,0.48320158102766797,0.48698917448912593,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.6856334447860718,0.691011929512024,0.682107949256897,0.786589753627777,0.8117386102676392,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,2,0.6895540356636047,0.6928938925266266,0.4614624505928854,0.4658975065740337,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.6895540356636047,0.6750629544258118,0.6661715030670166,0.7875388860702515,0.8103921055793762,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,3,0.6744815945625305,0.6965971291065216,0.4436758893280633,0.4591162494686053,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6744815945625305,0.6624511003494262,0.6535839796066284,0.7901685476303101,0.8076961874961853,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,4,0.6674306869506836,0.6994738876819611,0.45553359683794475,0.5054240888063942,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.6674306869506836,0.6518033504486084,0.6429605960845948,0.7936588644981384,0.8049091696739197,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,5,0.6952345728874206,0.703088104724884,0.4634387351778656,0.5569982869639364,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.6952345728874206,0.6422126531600952,0.6333887100219726,0.7980391383171082,0.8025904059410095,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,6,0.7070974588394165,0.7057185769081116,0.4634387351778656,0.5603516174420916,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.7070974588394165,0.6339704513549804,0.6251648902893067,0.8026699662208557,0.8002902746200562,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,7,0.6725956559181213,0.706902027130127,0.45750988142292487,0.5253261356774793,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.6725956559181213,0.627342414855957,0.6185672760009766,0.8054201364517212,0.7969729781150818,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,8,0.6866559505462646,0.7086592614650726,0.4555335968379447,0.529154257065208,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.6866559505462646,0.6211464285850525,0.6124086022377014,0.8076957702636719,0.7930132269859314,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,9,0.6694384574890136,0.7101105153560638,0.4575098814229249,0.5298226030088087,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.6694384574890136,0.6150674939155578,0.6063678860664368,0.8100170135498047,0.7889594793319702,,,,,,22,global,0.8
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss80_trlocglobal,10,0.659659492969513,0.7125683128833771,0.45948616600790515,0.526418372142941,0.5777777777777777,0.0,0.0,0.0,0.0,0.0,0.659659492969513,0.6089584589004516,0.6002939820289612,0.8126977324485779,0.7851801753044129,,,,,,22,global,0.8
