model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc
Di-MMLP,both,0.0,0.0,,0.5544242424242425,0.12196257586339161,25,0.047216666666666685,0.5050878787878788,0.5995212121212121,
Di-MMLP,both,0.0,0.33,,0.5149090909090909,0.1389042783025857,25,0.05285151515151515,0.45963030303030306,0.5653333333333334,
Di-MMLP,both,0.0,0.66,,0.5076363636363636,0.1357565611433947,25,0.052303030303030296,0.45745454545454545,0.562060606060606,
Di-MMLP,both,0.33,0.0,,0.5075151515151515,0.13820064553644879,25,0.052436363636363614,0.4567181818181818,0.561590909090909,
Di-MMLP,both,0.33,0.33,,0.46303030303030296,0.14203417463630313,25,0.0562484848484848,0.4075060606060606,0.5200030303030302,
Di-MMLP,both,0.33,0.66,,0.4713939393939393,0.14857778991887663,25,0.056248484848484825,0.41478181818181814,0.5272787878787878,
Di-MMLP,both,0.66,0.0,,0.5366060606060605,0.1518731125045047,25,0.05897272727272729,0.4795090909090909,0.5974545454545455,
Di-MMLP,both,0.66,0.33,,0.5115151515151516,0.131870418072191,25,0.048369696969696896,0.4626636363636364,0.5594030303030302,
Di-MMLP,both,0.66,0.66,,0.41115151515151516,0.12901263810075095,25,0.05067575757575751,0.36047575757575756,0.4618272727272726,
Di-PAM,both,0.0,0.0,,0.5410909090909091,0.14039244919816016,25,0.05467272727272726,0.48374848484848476,0.5930939393939393,
Di-PAM,both,0.0,0.33,,0.5063030303030303,0.13773696780002467,25,0.05333484848484854,0.4536939393939393,0.5603636363636364,
Di-PAM,both,0.0,0.66,,0.48424242424242414,0.10458204600453777,25,0.03921818181818179,0.44604848484848486,0.5244848484848484,
Di-PAM,both,0.33,0.0,,0.5336969696969696,0.14124083897523812,25,0.051880303030303,0.4848454545454546,0.5886060606060606,
Di-PAM,both,0.33,0.33,,0.4781818181818182,0.1481004093576823,25,0.05891212121212122,0.41963030303030296,0.5374545454545454,
Di-PAM,both,0.33,0.66,,0.4246060606060606,0.13976213997295336,25,0.05333484848484846,0.36993636363636356,0.4766060606060605,
Di-PAM,both,0.66,0.0,,0.4568484848484848,0.12060225363262174,25,0.04848636363636363,0.4089696969696969,0.5059424242424242,
Di-PAM,both,0.66,0.33,,0.42933333333333323,0.14053583669575512,25,0.054677272727272686,0.376960606060606,0.48631515151515137,
Di-PAM,both,0.66,0.66,,0.4233939393939394,0.11675688496493748,25,0.046069696969696955,0.37683636363636364,0.46897575757575755,
HealNet,both,0.0,0.0,,0.5846060606060606,0.13455000447307203,25,0.05260757575757574,0.5319969696969697,0.6372121212121212,
HealNet,both,0.0,0.33,,0.5732121212121212,0.12157043000704047,25,0.045883333333333276,0.5279939393939395,0.619760606060606,
HealNet,both,0.0,0.66,,0.5449696969696969,0.12682907282199316,25,0.048430303030303073,0.4947787878787879,0.591639393939394,
HealNet,both,0.33,0.0,,0.5698181818181819,0.13134851893021368,25,0.049154545454545395,0.5230272727272728,0.6213363636363636,
HealNet,both,0.33,0.33,,0.4878787878787879,0.11322146480163275,25,0.04303333333333331,0.44411818181818186,0.5301848484848485,
HealNet,both,0.33,0.66,,0.4164848484848484,0.15199187628316166,25,0.058368181818181764,0.3586666666666667,0.4754030303030302,
HealNet,both,0.66,0.0,,0.5055757575757576,0.1514638296918709,25,0.058003030303030334,0.4478727272727272,0.5638787878787879,
HealNet,both,0.66,0.33,,0.45054545454545447,0.16454043186708933,25,0.06170151515151512,0.38860303030303034,0.5120060606060606,
HealNet,both,0.66,0.66,,0.409939393939394,0.1776662299262253,25,0.06394696969696964,0.34630303030303033,0.4741969696969696,
KNN_MLP,both,0.0,0.0,,0.603030303030303,0.1463775428908024,25,0.055946969696969606,0.5513878787878789,0.6632818181818181,
KNN_MLP,both,0.0,0.33,,0.5504242424242424,0.13476015720305048,25,0.05007424242424241,0.4991333333333333,0.5992818181818181,
KNN_MLP,both,0.0,0.66,,0.4572121212121212,0.14319670170092139,25,0.05522424242424237,0.3986575757575757,0.5091060606060605,
KNN_MLP,both,0.33,0.0,,0.5112727272727272,0.10272354809850329,25,0.039277272727272716,0.4739363636363636,0.552490909090909,
KNN_MLP,both,0.33,0.33,,0.46436363636363637,0.1302774229007523,25,0.050310606060606056,0.4147757575757576,0.5153969696969697,
KNN_MLP,both,0.33,0.66,,0.4261818181818181,0.1197189597496504,25,0.046006060606060606,0.38338484848484844,0.47539696969696965,
KNN_MLP,both,0.66,0.0,,0.41915151515151505,0.14490035418026828,25,0.05426060606060601,0.3637424242424242,0.4722636363636362,
KNN_MLP,both,0.66,0.33,,0.40266666666666656,0.16047335855600536,25,0.06031060606060604,0.3427727272727273,0.46339393939393936,
