model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.5544242424242425,0.1219625758633916,25
Di-MMLP,both,0.0,0.33,0.0,0.33,0.5149090909090909,0.13890427830258567,25
Di-MMLP,both,0.0,0.66,0.0,0.66,0.5076363636363636,0.1357565611433947,25
Di-MMLP,both,0.33,0.0,0.33,0.0,0.5075151515151515,0.13820064553644879,25
Di-MMLP,both,0.33,0.33,0.33,0.33,0.46303030303030296,0.14203417463630313,25
Di-MMLP,both,0.33,0.66,0.33,0.66,0.4713939393939393,0.14857778991887666,25
Di-MMLP,both,0.66,0.0,0.66,0.0,0.5366060606060605,0.15187311250450472,25
Di-MMLP,both,0.66,0.33,0.66,0.33,0.5115151515151516,0.131870418072191,25
Di-MMLP,both,0.66,0.66,0.66,0.66,0.41115151515151516,0.12901263810075095,25
Di-PAM,both,0.0,0.0,0.0,0.0,0.5410909090909091,0.14039244919816016,25
Di-PAM,both,0.0,0.33,0.0,0.33,0.5063030303030303,0.13773696780002467,25
Di-PAM,both,0.0,0.66,0.0,0.66,0.48424242424242414,0.10458204600453777,25
Di-PAM,both,0.33,0.0,0.33,0.0,0.5336969696969696,0.14124083897523815,25
Di-PAM,both,0.33,0.33,0.33,0.33,0.4781818181818182,0.1481004093576823,25
Di-PAM,both,0.33,0.66,0.33,0.66,0.4246060606060606,0.13976213997295336,25
Di-PAM,both,0.66,0.0,0.66,0.0,0.4568484848484848,0.12060225363262174,25
Di-PAM,both,0.66,0.33,0.66,0.33,0.42933333333333323,0.1405358366957551,25
Di-PAM,both,0.66,0.66,0.66,0.66,0.4233939393939394,0.11675688496493748,25
HealNet,both,0.0,0.0,0.0,0.0,0.5846060606060606,0.13455000447307205,25
HealNet,both,0.0,0.33,0.0,0.33,0.5732121212121212,0.12157043000704047,25
HealNet,both,0.0,0.66,0.0,0.66,0.5449696969696969,0.12682907282199318,25
HealNet,both,0.33,0.0,0.33,0.0,0.5698181818181819,0.13134851893021368,25
HealNet,both,0.33,0.33,0.33,0.33,0.4878787878787879,0.11322146480163277,25
HealNet,both,0.33,0.66,0.33,0.66,0.4164848484848484,0.15199187628316163,25
HealNet,both,0.66,0.0,0.66,0.0,0.5055757575757576,0.1514638296918709,25
HealNet,both,0.66,0.33,0.66,0.33,0.45054545454545447,0.16454043186708933,25
HealNet,both,0.66,0.66,0.66,0.66,0.409939393939394,0.1776662299262253,25
KNN_MLP,both,0.0,0.0,0.0,0.0,0.603030303030303,0.1463775428908024,25
KNN_MLP,both,0.0,0.33,0.0,0.33,0.5504242424242424,0.13476015720305048,25
KNN_MLP,both,0.0,0.66,0.0,0.66,0.4572121212121212,0.14319670170092136,25
KNN_MLP,both,0.33,0.0,0.33,0.0,0.5112727272727272,0.10272354809850329,25
KNN_MLP,both,0.33,0.33,0.33,0.33,0.46436363636363637,0.13027742290075234,25
