model_name,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,significant_wins,significant_losses
KNN_MLP,0.6365671191553545,0.0998893739444848,125,0.017555769230769014,0.61872383107089,0.653835369532428,0,0
ZI_MLP,0.6365671191553545,0.0998893739444848,125,0.01799720965309204,0.6180095022624434,0.6540039215686275,0,0
VAE_MLP,0.6289381598793363,0.07879883284159712,125,0.01405456259426846,0.6143705882352941,0.642479713423831,0,0
HealNet,0.6283800904977375,0.0878660446031028,125,0.015052036199095009,0.6128512066365007,0.6429552790346907,0,0
pAM,0.6251161387631975,0.09694772714872461,125,0.016909803921568656,0.6082869532428358,0.6421065610859731,0,0
Di-PAM,0.6225520361990949,0.10322728793421271,125,0.017059276018099534,0.605924358974359,0.6400429110105581,0,0
Di-MMLP,0.6046998491704375,0.11067861429571553,125,0.019688122171945655,0.5847837104072399,0.6241599547511312,0,0
