outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,smil_e_latent_dim,smil_e_num_priors,smil_e_num_heads,smil_e_dropout,classifier_hidden_dim,smil_e_alpha,smil_e_beta,meta_inner_lr,meta_val_fraction,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,train_cindex,seed,missing_location,train_missing_prop
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,1,0.7352851033210754,0.757546603679657,0.5555555555555556,0.7531625781625781,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7352851033210754,0.7377469539642334,0.7307051122188568,0.622698187828064,0.6419148445129395,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,2,0.7229615449905396,0.7562130093574524,0.5777777777777777,0.7364348614348615,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7229615449905396,0.7099295854568481,0.7029106020927429,0.6205999851226807,0.6398366987705231,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,3,0.7450263202190399,0.7530791759490967,0.5555555555555556,0.6808793058793059,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7450263202190399,0.6852556467056274,0.678267627954483,0.6207495033740997,0.636725664138794,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,4,0.7225483953952789,0.7469512820243835,0.6444444444444444,0.7966200466200468,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7225483953952789,0.6611834168434143,0.6542357802391052,0.6222407221794128,0.6325391829013824,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,5,0.7035864293575287,0.7395918965339661,0.6444444444444444,0.7966200466200468,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7035864293575287,0.6380217373371124,0.6311193108558655,0.6249654591083527,0.6277478337287903,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,6,0.7218304574489594,0.7341943383216858,0.711111111111111,0.8455618455618457,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7218304574489594,0.6165392398834229,0.6096711754798889,0.6285219788551331,0.6239537000656128,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,7,0.7320215106010437,0.7303465008735657,0.711111111111111,0.8455618455618457,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.7320215106010437,0.5966853201389313,0.5898419320583344,0.6328092515468597,0.6210572719573975,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,8,0.6895048320293427,0.727003812789917,0.6888888888888889,0.8336570836570838,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.6895048320293427,0.5783456861972809,0.57152259349823,0.6377373933792114,0.6185361444950104,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,9,0.6987149715423584,0.7237902879714966,0.6888888888888889,0.8466200466200469,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.6987149715423584,0.5612688660621643,0.5544666647911072,0.6434991359710693,0.615871012210846,,,,,,18473,global,0.33
1,1,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,32,5e-05,0.0001,8,2,1,0.2,16,0.001,0.01,5e-05,0.25,lr5e-05_bs32_lat8_pri2_heads1_drop0p2_clf16_alpha0p001_beta0p01_milr5e-05_mvf0p25__wd1e-04trmiss33_trlocglobal,10,0.7111766338348389,0.7223448157310486,0.7111111111111111,0.8651385651385652,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.7111766338348389,0.5451593101024628,0.5383784174919128,0.6502454578876495,0.6130664646625519,,,,,,18473,global,0.33
