model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper
KNN_MLP,both,0.0,0.0,,0.6365671191553545,0.0998893739444848,125,0.01719913273001511,0.6191145550527902,0.6535128205128204
KNN_MLP,both,0.0,0.25,,0.6199245852187029,0.11584946031282248,125,0.01996395173454002,0.6000062594268476,0.6399341628959276
KNN_MLP,both,0.0,0.5,,0.6199909502262444,0.10394130915521688,125,0.018570927601809895,0.60061395173454,0.6377558069381598
KNN_MLP,both,0.0,0.75,,0.6247028657616893,0.11076073877790056,125,0.01910294117647071,0.6053693815987932,0.6435752639517346
KNN_MLP,both,0.25,0.0,,0.6136470588235293,0.09708653252624122,125,0.017247926093514332,0.5960323529411763,0.630528205128205
KNN_MLP,both,0.25,0.25,,0.5821387631975867,0.10468363190640055,125,0.018574698340874718,0.5634285822021116,0.600577978883861
KNN_MLP,both,0.25,0.5,,0.5939849170437405,0.11479522553448002,125,0.019651319758672514,0.574243891402715,0.6135465309200601
KNN_MLP,both,0.25,0.75,,0.6225339366515839,0.11994173740432386,125,0.020652526395173454,0.6021702865761689,0.6434753393665158
KNN_MLP,both,0.5,0.0,,0.6193755656108597,0.1080005672778746,125,0.019061764705882167,0.600809351432881,0.6389328808446453
KNN_MLP,both,0.5,0.25,,0.5920180995475114,0.10985694372401271,125,0.019172058823529292,0.5732516591251885,0.6115957767722471
KNN_MLP,both,0.5,0.5,,0.5802805429864254,0.10740391913597454,125,0.018506259426847582,0.5621701357466065,0.5991826546003016
KNN_MLP,both,0.5,0.75,,0.6241025641025638,0.1031771797454774,125,0.017501055806938115,0.6066242081447965,0.6416263197586727
KNN_MLP,both,0.75,0.0,,0.5988868778280543,0.1054641585844164,125,0.018223981900452324,0.5808723981900453,0.61732036199095
KNN_MLP,both,0.75,0.25,,0.5887300150829563,0.10204198741941402,125,0.01799683257918544,0.5711442684766216,0.6071379336349925
KNN_MLP,both,0.75,0.5,,0.5684615384615386,0.10379813819062703,125,0.017817948717948617,0.5503761689291101,0.5860120663650074
KNN_MLP,both,0.75,0.75,,0.6094268476621418,0.09470092508516803,125,0.016108333333333225,0.593298717948718,0.6255153846153845
SMILe,both,0.0,0.0,,0.6545610859728507,0.08836644768088775,125,0.015239027149321294,0.6397146304675715,0.6701926847662141
SMILe,both,0.0,0.25,,0.6222684766214178,0.09467980499000853,125,0.016115686274509877,0.606129487179487,0.6383608597285068
SMILe,both,0.0,0.5,,0.6048717948717949,0.1038439750503913,125,0.01776447963800898,0.5864404223227754,0.6219693815987933
SMILe,both,0.0,0.75,,0.6005791855203619,0.10856833064921358,125,0.018596304675716435,0.581894419306184,0.6190870286576169
SMILe,both,0.25,0.0,,0.6325972850678733,0.09535503874084827,125,0.01638118401206634,0.6161815233785821,0.6489438914027148
SMILe,both,0.25,0.25,,0.5990588235294119,0.0936194269713672,125,0.016593174962292512,0.5829015837104072,0.6160879336349923
SMILe,both,0.25,0.5,,0.5794871794871794,0.10525931174560349,125,0.01795403469079937,0.5614269230769231,0.5973349924585218
SMILe,both,0.25,0.75,,0.5990497737556562,0.1069503837592484,125,0.018473416289592814,0.5804742081447964,0.6174210407239821
SMILe,both,0.5,0.0,,0.6448265460030167,0.09408178126458165,125,0.016214969834087378,0.6281150075414782,0.660544947209653
SMILe,both,0.5,0.25,,0.5993122171945701,0.10797877330240195,125,0.018437217194570032,0.5808666666666668,0.6177411010558068
SMILe,both,0.5,0.5,,0.5929864253393664,0.10943077207431473,125,0.018757315233785765,0.5747896681749622,0.6123042986425338
SMILe,both,0.5,0.75,,0.6008808446455505,0.11057490790168902,125,0.019155882352941134,0.5819184766214179,0.6202302413273002
SMILe,both,0.75,0.0,,0.6352518853695325,0.10094132657855033,125,0.017517647058823693,0.6174095022624432,0.6524447963800906
SMILe,both,0.75,0.25,,0.609342383107089,0.10659311888202272,125,0.01821097285067863,0.5908220211161387,0.627243966817496
SMILe,both,0.75,0.5,,0.6140965309200602,0.08627664830874,125,0.0148578431372548,0.5993572398190046,0.6290729260935142
SMILe,both,0.75,0.75,,0.6399366515837104,0.09431122487169916,125,0.016350037707390686,0.6232552036199095,0.6559552790346909
VAE_MLP,both,0.0,0.0,,0.6289381598793363,0.07879883284159712,125,0.013863650075414846,0.6149383861236801,0.6426656862745098
VAE_MLP,both,0.0,0.25,,0.6137858220211162,0.09429276921461992,125,0.015527865761689241,0.598548717948718,0.6296044494720965
VAE_MLP,both,0.0,0.5,,0.6010527903469081,0.09748873173461971,125,0.018017911010558108,0.5828595776772246,0.6188953996983408
VAE_MLP,both,0.0,0.75,,0.5994630467571644,0.10673526104734327,125,0.018725414781297134,0.5810148567119153,0.6184656862745096
VAE_MLP,both,0.25,0.0,,0.6041568627450982,0.10218623043019823,125,0.01863963046757172,0.5850013574660633,0.6222806184012067
VAE_MLP,both,0.25,0.25,,0.5956078431372548,0.09944686195931166,125,0.017652677224736013,0.5779209653092007,0.6132263197586727
VAE_MLP,both,0.25,0.5,,0.5636138763197587,0.11342999102829897,125,0.01980241327300153,0.5436717194570136,0.5832765460030167
VAE_MLP,both,0.25,0.75,,0.5859728506787332,0.11568154770768965,125,0.019628544494720845,0.5666409502262445,0.6058980392156862
VAE_MLP,both,0.5,0.0,,0.612135746606335,0.11438094855181266,125,0.01969928355957762,0.5926556561085973,0.6320542232277525
VAE_MLP,both,0.5,0.25,,0.5979366515837101,0.1137359217623371,125,0.020048190045248715,0.5771480392156864,0.6172444193061838
VAE_MLP,both,0.5,0.5,,0.5955384615384615,0.10491113840423219,125,0.017544909502262396,0.5777852941176471,0.6128751131221719
VAE_MLP,both,0.5,0.75,,0.6037556561085973,0.11071947205300334,125,0.01940407239819003,0.5838061840120663,0.6226143288084464
VAE_MLP,both,0.75,0.0,,0.6020874811463046,0.11500814112577404,125,0.019252639517345405,0.5829300904977375,0.6214353695324283
VAE_MLP,both,0.75,0.25,,0.5916289592760182,0.1110503460690552,125,0.01917017345399702,0.5731515082956258,0.6114918552036198
VAE_MLP,both,0.75,0.5,,0.5885580693815987,0.09839977525022969,125,0.01664019607843148,0.5712959276018099,0.6045763197586729
VAE_MLP,both,0.75,0.75,,0.6120995475113122,0.09635802460829049,125,0.01640588235294116,0.5964414027149321,0.6292531674208144
ZI_MLP,both,0.0,0.0,,0.6365671191553545,0.0998893739444848,125,0.01724664404223225,0.6192748868778281,0.6537681749622926
ZI_MLP,both,0.0,0.25,,0.6266636500754148,0.11179712631870756,125,0.01971003016591255,0.6072297888386122,0.6466498491704373
ZI_MLP,both,0.0,0.5,,0.6174177978883862,0.1028442658560906,125,0.01801749622926102,0.5994644042232277,0.6354993966817497
ZI_MLP,both,0.0,0.75,,0.5842111613876321,0.10895238402789835,125,0.01905644796380085,0.5654293363499245,0.6035422322775262
ZI_MLP,both,0.25,0.0,,0.6227269984917044,0.10103441131159804,125,0.017488876319758706,0.6055154600301659,0.6404932126696833
ZI_MLP,both,0.25,0.25,,0.5991432880844644,0.09680717916305054,125,0.017002564102564066,0.5828094268476622,0.6168145550527904
ZI_MLP,both,0.25,0.5,,0.5831825037707391,0.09654332051001376,125,0.016903996983408554,0.566163122171946,0.5999711161387631
ZI_MLP,both,0.25,0.75,,0.6060301659125188,0.10549115179386112,125,0.018716025641025757,0.5868848416289592,0.6243168929110107
ZI_MLP,both,0.5,0.0,,0.6282956259426847,0.09866521825501463,125,0.017414177978883894,0.6111181749622925,0.6459465309200603
ZI_MLP,both,0.5,0.25,,0.5950377073906485,0.10388841865149995,125,0.017270588235294204,0.5781747360482653,0.6127159125188537
ZI_MLP,both,0.5,0.5,,0.5939095022624434,0.09804044205768415,125,0.017467420814479606,0.5761899698340873,0.6111248114630465
ZI_MLP,both,0.5,0.75,,0.6047330316742081,0.11303719354759834,125,0.020125188536953276,0.584623604826546,0.6248739819004525
ZI_MLP,both,0.75,0.0,,0.6174751131221721,0.10797838931048723,125,0.018857918552036224,0.598107390648567,0.6358232277526394
ZI_MLP,both,0.75,0.25,,0.6015082956259425,0.1164173346561019,125,0.021218137254901848,0.5804879336349924,0.6229242081447961
ZI_MLP,both,0.75,0.5,,0.5943710407239818,0.10029766213530533,125,0.017063009049773648,0.5776933634992459,0.6118193815987932
ZI_MLP,both,0.75,0.75,,0.618555052790347,0.09516066990692998,125,0.01618273001508297,0.602275414781297,0.6346408748114629
pAM,both,0.0,0.0,,0.6251161387631975,0.09694772714872461,125,0.016570512820512695,0.6086727752639518,0.6418138009049772
pAM,both,0.0,0.25,,0.6003800904977376,0.1004736356398197,125,0.017375150829562702,0.58298838612368,0.6177386877828054
pAM,both,0.0,0.5,,0.5870950226244344,0.1022202990150551,125,0.017402564102564133,0.5691968325791854,0.6040019607843137
pAM,both,0.0,0.75,,0.5784585218702866,0.1052367397385674,125,0.01776172699849171,0.5605376319758673,0.5960610859728507
pAM,both,0.25,0.0,,0.6166153846153846,0.10691866045203262,125,0.01864573906485678,0.5979212669683257,0.6352127450980393
pAM,both,0.25,0.25,,0.6079245852187029,0.10793688209734932,125,0.01870806938159869,0.5894242081447966,0.626840346907994
pAM,both,0.25,0.5,,0.5889321266968325,0.10390295000573888,125,0.017805165912518905,0.5718279034690799,0.6074382352941177
pAM,both,0.25,0.75,,0.5871855203619908,0.1054042554775069,125,0.01876395173453993,0.5684389140271494,0.6059668174962293
pAM,both,0.5,0.0,,0.6060512820512822,0.11908164380294214,125,0.020202300150829577,0.5853383861236802,0.6257429864253393
pAM,both,0.5,0.25,,0.5859426847662141,0.11367254289868496,125,0.0198351809954751,0.5663029411764706,0.6059733031674208
pAM,both,0.5,0.5,,0.5801689291101054,0.119310166510977,125,0.021070550527903575,0.5592276772247359,0.601368778280543
pAM,both,0.5,0.75,,0.5926757164404223,0.11211411510113126,125,0.02036813725490183,0.5719053544494723,0.612641628959276
pAM,both,0.75,0.0,,0.6149834087481146,0.11648398423535539,125,0.019921078431372474,0.5952993966817496,0.6351415535444945
pAM,both,0.75,0.25,,0.600917043740573,0.1136384520945491,125,0.02070271493212661,0.5800994720965309,0.6215049019607841
pAM,both,0.75,0.5,,0.5987692307692308,0.1206973496189065,125,0.02124943438914023,0.5778064856711916,0.6203053544494721
pAM,both,0.75,0.75,,0.6218672699849169,0.09659768666125947,125,0.017538574660633466,0.6045257918552034,0.6396029411764703
Di-MMLP,envelope,0.0,0.25,0.25,0.5906666666666667,0.10547010345834429,125,0.01880022624434391,0.5719184012066364,0.6095188536953242
Di-MMLP,envelope,0.25,0.75,0.75,0.5910739064856713,0.11041253113983078,125,0.019195098039215652,0.5718934389140271,0.6102836349924584
Di-MMLP,envelope,0.5,0.0,0.0,0.6048748114630469,0.1176919912773456,125,0.02108567119155358,0.5839062594268476,0.6260776018099548
Di-MMLP,envelope,0.5,0.5,0.5,0.5803800904977375,0.12043044032223404,125,0.02067673453996982,0.5600668174962292,0.6014202865761689
Di-PAM,envelope,0.0,0.0,0.0,0.6225520361990949,0.10322728793421271,125,0.017684954751131188,0.604910633484163,0.6402805429864253
Di-PAM,envelope,0.0,0.25,0.25,0.598180995475113,0.10595865146817107,125,0.01811787330316733,0.580162895927602,0.6163986425339366
Di-PAM,envelope,0.0,0.5,0.5,0.5904313725490196,0.10044746081854948,125,0.017213235294117724,0.5733313725490196,0.607757843137255
Di-PAM,envelope,0.5,0.75,0.75,0.5928265460030165,0.10114050940581326,125,0.01762982654600298,0.5760421568627451,0.611301809954751
HealNet,envelope,0.0,0.25,0.25,0.6069864253393665,0.09603106223366083,125,0.016171116138763098,0.5913029411764705,0.6236451734539967
HealNet,envelope,0.0,0.5,0.5,0.5897797888386124,0.09849718933064547,125,0.016711538461538333,0.572797963800905,0.6062210407239816
HealNet,envelope,0.5,0.0,0.0,0.6331764705882353,0.10099276064806696,125,0.017578921568627393,0.6157270739064857,0.6508849170437405
HealNet,envelope,0.75,0.75,0.75,0.6080965309200603,0.1040602974510862,125,0.018728054298642605,0.5892260180995473,0.6266821266968325
KNN_MLP,envelope,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.01719913273001511,0.6191145550527902,0.6535128205128204
KNN_MLP,envelope,0.0,0.25,0.25,0.6199245852187029,0.11584946031282248,125,0.01996395173454002,0.6000062594268476,0.6399341628959276
KNN_MLP,envelope,0.0,0.5,0.5,0.6199909502262444,0.10394130915521688,125,0.018570927601809895,0.60061395173454,0.6377558069381598
KNN_MLP,envelope,0.0,0.75,0.75,0.6247028657616893,0.11076073877790056,125,0.01910294117647071,0.6053693815987932,0.6435752639517346
SMILe,envelope,0.0,0.0,0.0,0.6545610859728507,0.08836644768088775,125,0.015239027149321294,0.6397146304675715,0.6701926847662141
SMILe,envelope,0.0,0.25,0.25,0.6222684766214178,0.09467980499000853,125,0.016115686274509877,0.606129487179487,0.6383608597285068
SMILe,envelope,0.75,0.5,0.5,0.6140965309200602,0.08627664830874,125,0.0148578431372548,0.5993572398190046,0.6290729260935142
SMILe,envelope,0.75,0.75,0.75,0.6399366515837104,0.09431122487169916,125,0.016350037707390686,0.6232552036199095,0.6559552790346909
VAE_MLP,envelope,0.0,0.0,0.0,0.6289381598793363,0.07879883284159712,125,0.013863650075414846,0.6149383861236801,0.6426656862745098
VAE_MLP,envelope,0.0,0.25,0.25,0.6137858220211162,0.09429276921461992,125,0.015527865761689241,0.598548717948718,0.6296044494720965
VAE_MLP,envelope,0.0,0.5,0.5,0.6010527903469081,0.09748873173461971,125,0.018017911010558108,0.5828595776772246,0.6188953996983408
VAE_MLP,envelope,0.75,0.75,0.75,0.6120995475113122,0.09635802460829049,125,0.01640588235294116,0.5964414027149321,0.6292531674208144
ZI_MLP,envelope,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.01724664404223225,0.6192748868778281,0.6537681749622926
ZI_MLP,envelope,0.0,0.25,0.25,0.6266636500754148,0.11179712631870756,125,0.01971003016591255,0.6072297888386122,0.6466498491704373
ZI_MLP,envelope,0.0,0.5,0.5,0.6174177978883862,0.1028442658560906,125,0.01801749622926102,0.5994644042232277,0.6354993966817497
ZI_MLP,envelope,0.75,0.75,0.75,0.618555052790347,0.09516066990692998,125,0.01618273001508297,0.602275414781297,0.6346408748114629
pAM,envelope,0.0,0.0,0.0,0.6251161387631975,0.09694772714872461,125,0.016570512820512695,0.6086727752639518,0.6418138009049772
pAM,envelope,0.25,0.25,0.25,0.6079245852187029,0.10793688209734932,125,0.01870806938159869,0.5894242081447966,0.626840346907994
pAM,envelope,0.75,0.5,0.5,0.5987692307692308,0.1206973496189065,125,0.02124943438914023,0.5778064856711916,0.6203053544494721
pAM,envelope,0.75,0.75,0.75,0.6218672699849169,0.09659768666125947,125,0.017538574660633466,0.6045257918552034,0.6396029411764703
Di-MMLP,test,0.0,0.0,0.0,0.6046998491704375,0.11067861429571553,125,0.018757164404223203,0.5857034690799398,0.6232177978883862
Di-MMLP,test,0.0,0.25,0.25,0.5906666666666667,0.10547010345834429,125,0.01839027149321265,0.5716980392156863,0.6084785822021116
Di-MMLP,test,0.0,0.5,0.5,0.5801236802413273,0.1062590786845732,125,0.01786776018099545,0.5631920814479637,0.5989276018099546
Di-MMLP,test,0.0,0.75,0.75,0.5868657616892909,0.11267585301920278,125,0.019822963800904925,0.5672503016591254,0.6068962292609352
Di-PAM,test,0.0,0.0,0.0,0.6225520361990949,0.10322728793421271,125,0.01882337858220201,0.6035783559577679,0.6412251131221719
Di-PAM,test,0.0,0.25,0.25,0.598180995475113,0.10595865146817107,125,0.018322285067873256,0.5799787330316742,0.6166233031674208
Di-PAM,test,0.0,0.5,0.5,0.5904313725490196,0.10044746081854948,125,0.01776696832579172,0.5725684012066365,0.60810233785822
Di-PAM,test,0.0,0.75,0.75,0.5821900452488689,0.09898650442360624,125,0.017760897435897482,0.5644180241327299,0.5999398190045249
HealNet,test,0.0,0.0,0.0,0.6283800904977375,0.0878660446031028,125,0.01505780542986429,0.6127303167420814,0.64284592760181
HealNet,test,0.0,0.25,0.25,0.6069864253393665,0.09603106223366083,125,0.017116515837104107,0.589405580693816,0.6236386123680242
HealNet,test,0.0,0.5,0.5,0.5897797888386124,0.09849718933064547,125,0.01697956259426847,0.5730134992458522,0.6069726244343892
HealNet,test,0.0,0.75,0.75,0.5641960784313725,0.10874981154259548,125,0.01889140271493217,0.5451382352941176,0.582921040723982
KNN_MLP,test,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.01765331825037697,0.6192122926093515,0.6545189291101055
KNN_MLP,test,0.0,0.25,0.25,0.6199245852187029,0.11584946031282248,125,0.01953917797888388,0.6004146304675715,0.6394929864253392
KNN_MLP,test,0.0,0.5,0.5,0.6199909502262444,0.10394130915521688,125,0.01810878582202108,0.6014573152337859,0.637674886877828
KNN_MLP,test,0.0,0.75,0.75,0.6247028657616893,0.11076073877790056,125,0.019301093514328793,0.6050567873303166,0.6436589743589742
SMILe,test,0.0,0.0,0.0,0.6545610859728507,0.08836644768088775,125,0.01569849170437393,0.6383964555052791,0.669793438914027
SMILe,test,0.0,0.25,0.25,0.6222684766214178,0.09467980499000853,125,0.01723288084464547,0.6053768476621418,0.6398426093514328
SMILe,test,0.0,0.5,0.5,0.6048717948717949,0.1038439750503913,125,0.01821134992458523,0.5862751885369532,0.6226978883861236
SMILe,test,0.0,0.75,0.75,0.6005791855203619,0.10856833064921358,125,0.018295814479638073,0.5819838612368023,0.6185754901960785
VAE_MLP,test,0.0,0.0,0.0,0.6289381598793363,0.07879883284159712,125,0.013563386123680243,0.6149663650075413,0.6420931372549018
VAE_MLP,test,0.0,0.25,0.25,0.6137858220211162,0.09429276921461992,125,0.016599886877828096,0.5964213423831071,0.6296211161387633
VAE_MLP,test,0.0,0.5,0.5,0.6010527903469081,0.09748873173461971,125,0.017106711915535477,0.58400173453997,0.6182151583710409
VAE_MLP,test,0.0,0.75,0.75,0.5994630467571644,0.10673526104734327,125,0.018557503770739114,0.5806530165912518,0.61776802413273
ZI_MLP,test,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.017358634992458488,0.6192696832579184,0.6539869532428354
ZI_MLP,test,0.0,0.25,0.25,0.6266636500754148,0.11179712631870756,125,0.018974132730015136,0.607255580693816,0.6452038461538463
ZI_MLP,test,0.0,0.5,0.5,0.6174177978883862,0.1028442658560906,125,0.018175414781297194,0.5996491704374056,0.636
ZI_MLP,test,0.0,0.75,0.75,0.5842111613876321,0.10895238402789835,125,0.018890196078431454,0.5650613122171945,0.6028417043740574
pAM,test,0.0,0.0,0.0,0.6251161387631975,0.09694772714872461,125,0.016652903469079994,0.6089134238310708,0.6422192307692308
pAM,test,0.0,0.25,0.25,0.6003800904977376,0.1004736356398197,125,0.017519343891402694,0.5839740573152338,0.6190127450980392
pAM,test,0.0,0.5,0.5,0.5870950226244344,0.1022202990150551,125,0.017907051282051334,0.5696374057315233,0.605451508295626
pAM,test,0.0,0.75,0.75,0.5784585218702866,0.1052367397385674,125,0.01861331070889899,0.5590373303167421,0.59626395173454
Di-MMLP,train,0.0,0.0,0.0,0.6046998491704375,0.11067861429571553,125,0.019442383107088956,0.5850245852187029,0.6239093514328808
Di-MMLP,train,0.25,0.0,0.25,0.6001508295625942,0.11080614781211306,125,0.018788122171945754,0.5814922322775263,0.6190684766214178
Di-MMLP,train,0.5,0.0,0.5,0.6048748114630469,0.1176919912773456,125,0.019880467571643967,0.5851902714932128,0.6249512066365007
Di-MMLP,train,0.75,0.0,0.75,0.5857194570135748,0.10520491448271176,125,0.018635859728506787,0.5674044494720965,0.60467616892911
Di-PAM,train,0.0,0.0,0.0,0.6225520361990949,0.10322728793421271,125,0.017693099547511304,0.6051904977375565,0.6405766968325791
Di-PAM,train,0.25,0.0,0.25,0.6048748114630468,0.10473479673430011,125,0.018021380090497807,0.5867119155354448,0.6227546757164404
Di-PAM,train,0.5,0.0,0.5,0.6043469079939668,0.10272523831428565,125,0.018113612368024,0.585647209653092,0.62187443438914
Di-PAM,train,0.75,0.0,0.75,0.5636892911010559,0.10791153011207466,125,0.018788197586726896,0.5451098039215686,0.5826861990950224
HealNet,train,0.0,0.0,0.0,0.6283800904977375,0.0878660446031028,125,0.01611059577677232,0.6116768476621417,0.6438980392156863
HealNet,train,0.25,0.0,0.25,0.627897435897436,0.0887834697504353,125,0.01571855203619904,0.6116302413273002,0.6430673453996982
HealNet,train,0.5,0.0,0.5,0.6331764705882353,0.10099276064806696,125,0.018100603318250308,0.6146943438914027,0.6508955505279033
HealNet,train,0.75,0.0,0.75,0.5998039215686274,0.10529017527776789,125,0.01875079185520362,0.581320060331825,0.6188216440422323
KNN_MLP,train,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.017221530920060457,0.6192739819004522,0.6537170437405732
KNN_MLP,train,0.25,0.0,0.25,0.6136470588235293,0.09708653252624122,125,0.0162606334841629,0.5970118401206636,0.6295331070889894
KNN_MLP,train,0.5,0.0,0.5,0.6193755656108597,0.1080005672778746,125,0.018356938159879266,0.6010160633484164,0.6377299396681749
KNN_MLP,train,0.75,0.0,0.75,0.5988868778280543,0.1054641585844164,125,0.01799498491704371,0.5807734539969834,0.6167634238310709
SMILe,train,0.0,0.0,0.0,0.6545610859728507,0.08836644768088775,125,0.01549068627450978,0.6390831070889894,0.670064479638009
SMILe,train,0.25,0.0,0.25,0.6325972850678733,0.09535503874084827,125,0.016884162895927646,0.6156649321266967,0.649433257918552
