model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,baseline_auc,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.25,0.25,0.5906666666666667,0.10547010345834429,125,0.01880022624434391,0.5719184012066364,0.6095188536953242,0.6046998491704375,1.023758209656497,0.03365626062412885,0.9901019490323681,1.0574144702806259,False
Di-MMLP,envelope,0.25,0.75,0.75,0.5910739064856713,0.11041253113983078,125,0.019195098039215652,0.5718934389140271,0.6102836349924584,0.6046998491704375,1.0230528577479956,0.03433874382776869,0.9887141139202269,1.0573916015757643,False
Di-MMLP,envelope,0.5,0.0,0.0,0.6048748114630469,0.1176919912773456,125,0.02108567119155358,0.5839062594268476,0.6260776018099548,0.6046998491704375,0.9997107462746114,0.03610819494313644,0.963602551331475,1.0358189412177479,False
Di-MMLP,envelope,0.5,0.5,0.5,0.5803800904977375,0.12043044032223404,125,0.02067673453996982,0.5600668174962292,0.6014202865761689,0.6046998491704375,1.0419031580698146,0.03849030881528459,1.00341284925453,1.0803934668850992,False
Di-PAM,envelope,0.0,0.0,0.0,0.6225520361990949,0.10322728793421271,125,0.017684954751131188,0.604910633484163,0.6402805429864253,0.6225520361990949,1.0,0.029237753704162595,0.9707622462958374,1.0292377537041626,False
Di-PAM,envelope,0.0,0.25,0.25,0.598180995475113,0.10595865146817107,125,0.01811787330316733,0.580162895927602,0.6163986425339366,0.6225520361990949,1.04074191742689,0.03250685913393836,1.0082350582929516,1.0732487765608283,False
Di-PAM,envelope,0.0,0.5,0.5,0.5904313725490196,0.10044746081854948,125,0.017213235294117724,0.5733313725490196,0.607757843137255,0.6225520361990949,1.0544020273031962,0.031662763284989515,1.0227392640182067,1.0860647905881857,False
Di-PAM,envelope,0.5,0.75,0.75,0.5928265460030165,0.10114050940581326,125,0.01762982654600298,0.5760421568627451,0.611301809954751,0.6225520361990949,1.0501419688380944,0.032186937326017295,1.0179550315120771,1.0823289061641117,False
HealNet,envelope,0.0,0.25,0.25,0.6069864253393665,0.09603106223366083,125,0.016171116138763098,0.5913029411764705,0.6236451734539967,0.6283800904977375,1.03524570610687,0.02833555306524027,1.0069101530416298,1.0635812591721103,False
HealNet,envelope,0.0,0.5,0.5,0.5897797888386124,0.09849718933064547,125,0.016711538461538333,0.572797963800905,0.6062210407239816,0.6283800904977375,1.065448668112443,0.03107009746961209,1.034378570642831,1.0965187655820552,False
HealNet,envelope,0.5,0.0,0.0,0.6331764705882353,0.10099276064806696,125,0.017578921568627393,0.6157270739064857,0.6508849170437405,0.6283800904977375,0.9924248920904437,0.028339552957277414,0.9640853391331663,1.0207644450477211,False
HealNet,envelope,0.75,0.75,0.75,0.6080965309200603,0.1040602974510862,125,0.018728054298642605,0.5892260180995473,0.6266821266968325,0.6283800904977375,1.033355821890626,0.03283640830796819,1.0005194135826578,1.0661922301985942,False
KNN_MLP,envelope,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.01719913273001511,0.6191145550527902,0.6535128205128204,0.6365671191553545,1.0,0.02776884357436571,0.9722311564256343,1.0277688435743657,False
KNN_MLP,envelope,0.0,0.25,0.25,0.6199245852187029,0.11584946031282248,125,0.01996395173454002,0.6000062594268476,0.6399341628959276,0.6365671191553545,1.0268460621396074,0.034168750546695215,0.9926773115929122,1.0610148126863026,False
KNN_MLP,envelope,0.0,0.5,0.5,0.6199909502262444,0.10394130915521688,125,0.018570927601809895,0.60061395173454,0.6377558069381598,0.6365671191553545,1.0267361465890126,0.0317040369910877,0.9950321095979249,1.0584401835801003,False
KNN_MLP,envelope,0.0,0.75,0.75,0.6247028657616893,0.11076073877790056,125,0.01910294117647071,0.6053693815987932,0.6435752639517346,0.6365671191553545,1.0189918344286755,0.03214290537722131,0.9868489290514542,1.0511347398058968,False
VAE_MLP,envelope,0.0,0.0,0.0,0.6289381598793363,0.07879883284159712,125,0.013863650075414846,0.6149383861236801,0.6426656862745098,0.6289381598793363,1.0,0.022539789658710507,0.9774602103412895,1.0225397896587105,False
VAE_MLP,envelope,0.0,0.25,0.25,0.6137858220211162,0.09429276921461992,125,0.015527865761689241,0.598548717948718,0.6296044494720965,0.6289381598793363,1.0246866859979358,0.026595880826140395,0.9980908051717954,1.0512825668240762,False
VAE_MLP,envelope,0.0,0.5,0.5,0.6010527903469081,0.09748873173461971,125,0.018017911010558108,0.5828595776772246,0.6188953996983408,0.6289381598793363,1.0463942102595243,0.032337409699879416,1.0140568005596449,1.0787316199594037,False
VAE_MLP,envelope,0.75,0.75,0.75,0.6120995475113122,0.09635802460829049,125,0.01640588235294116,0.5964414027149321,0.6292531674208144,0.6289381598793363,1.0275095978039632,0.028298440228683663,0.9992111575752796,1.055808038032647,False
ZI_MLP,envelope,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125,0.01724664404223225,0.6192748868778281,0.6537681749622926,0.6365671191553545,1.0,0.027847689096799133,0.9721523109032009,1.0278476890967991,False
ZI_MLP,envelope,0.0,0.25,0.25,0.6266636500754148,0.11179712631870756,125,0.01971003016591255,0.6072297888386122,0.6466498491704373,0.6365671191553545,1.0158034841796677,0.032986898272071574,0.9828165859075961,1.0487903824517393,False
