model_name,scenario,train_prop,test_prop,train_missing_prop,test_missing_prop,mean_auc,std_auc,n_replicates
Di-MMLP,both,0.0,0.0,0.0,0.0,0.6046998491704375,0.11067861429571553,125
Di-MMLP,both,0.0,0.25,0.0,0.25,0.5906666666666667,0.10547010345834429,125
Di-MMLP,both,0.0,0.5,0.0,0.5,0.5801236802413273,0.1062590786845732,125
Di-MMLP,both,0.0,0.75,0.0,0.75,0.5868657616892909,0.11267585301920278,125
Di-MMLP,both,0.25,0.0,0.25,0.0,0.6001508295625942,0.11080614781211306,125
Di-MMLP,both,0.25,0.25,0.25,0.25,0.5800211161387631,0.11056366677037054,125
Di-MMLP,both,0.25,0.5,0.25,0.5,0.570971342383107,0.10206789865794821,125
Di-MMLP,both,0.25,0.75,0.25,0.75,0.5910739064856713,0.11041253113983078,125
Di-MMLP,both,0.5,0.0,0.5,0.0,0.6048748114630469,0.1176919912773456,125
Di-MMLP,both,0.5,0.25,0.5,0.25,0.5812337858220211,0.12436260585245357,125
Di-MMLP,both,0.5,0.5,0.5,0.5,0.5803800904977375,0.12043044032223404,125
Di-MMLP,both,0.5,0.75,0.5,0.75,0.5779788838612366,0.11834437430434727,125
Di-MMLP,both,0.75,0.0,0.75,0.0,0.5857194570135748,0.10520491448271176,125
Di-MMLP,both,0.75,0.25,0.75,0.25,0.5828144796380091,0.113495292225448,125
Di-MMLP,both,0.75,0.5,0.75,0.5,0.5621689291101055,0.11050495562973313,125
Di-MMLP,both,0.75,0.75,0.75,0.75,0.5857526395173455,0.10835730666747272,125
Di-PAM,both,0.0,0.0,0.0,0.0,0.6225520361990949,0.10322728793421271,125
Di-PAM,both,0.0,0.25,0.0,0.25,0.598180995475113,0.10595865146817107,125
Di-PAM,both,0.0,0.5,0.0,0.5,0.5904313725490196,0.10044746081854948,125
Di-PAM,both,0.0,0.75,0.0,0.75,0.5821900452488689,0.09898650442360624,125
Di-PAM,both,0.25,0.0,0.25,0.0,0.6048748114630468,0.10473479673430011,125
Di-PAM,both,0.25,0.25,0.25,0.25,0.5865490196078431,0.10137284253275453,125
Di-PAM,both,0.25,0.5,0.25,0.5,0.5699125188536953,0.10658738114352974,125
Di-PAM,both,0.25,0.75,0.25,0.75,0.5916440422322776,0.11359558894818853,125
Di-PAM,both,0.5,0.0,0.5,0.0,0.6043469079939668,0.10272523831428565,125
Di-PAM,both,0.5,0.25,0.5,0.25,0.5794690799396682,0.1027935990107862,125
Di-PAM,both,0.5,0.5,0.5,0.5,0.585206636500754,0.10174215275658967,125
Di-PAM,both,0.5,0.75,0.5,0.75,0.5928265460030165,0.10114050940581326,125
Di-PAM,both,0.75,0.0,0.75,0.0,0.5636892911010559,0.10791153011207466,125
Di-PAM,both,0.75,0.25,0.75,0.25,0.5534509803921568,0.1136745911706176,125
Di-PAM,both,0.75,0.5,0.75,0.5,0.5604313725490196,0.1054959391973176,125
Di-PAM,both,0.75,0.75,0.75,0.75,0.5573484162895929,0.11495019854872712,125
HealNet,both,0.0,0.0,0.0,0.0,0.6283800904977375,0.0878660446031028,125
HealNet,both,0.0,0.25,0.0,0.25,0.6069864253393665,0.09603106223366083,125
HealNet,both,0.0,0.5,0.0,0.5,0.5897797888386124,0.09849718933064547,125
HealNet,both,0.0,0.75,0.0,0.75,0.5641960784313725,0.10874981154259548,125
HealNet,both,0.25,0.0,0.25,0.0,0.627897435897436,0.0887834697504353,125
HealNet,both,0.25,0.25,0.25,0.25,0.5907993966817496,0.10320300853977077,125
HealNet,both,0.25,0.5,0.25,0.5,0.5675354449472096,0.10529037374404547,125
HealNet,both,0.25,0.75,0.25,0.75,0.572711915535445,0.09528949737953635,125
HealNet,both,0.5,0.0,0.5,0.0,0.6331764705882353,0.10099276064806696,125
HealNet,both,0.5,0.25,0.5,0.25,0.5856319758672699,0.1031019013792089,125
HealNet,both,0.5,0.5,0.5,0.5,0.5873393665158371,0.11101687258863845,125
HealNet,both,0.5,0.75,0.5,0.75,0.5947843137254901,0.11767376651923817,125
HealNet,both,0.75,0.0,0.75,0.0,0.5998039215686274,0.10529017527776789,125
HealNet,both,0.75,0.25,0.75,0.25,0.576603318250377,0.11705489010309687,125
HealNet,both,0.75,0.5,0.75,0.5,0.5718552036199096,0.10463592586281738,125
HealNet,both,0.75,0.75,0.75,0.75,0.6080965309200603,0.1040602974510862,125
KNN_MLP,both,0.0,0.0,0.0,0.0,0.6365671191553545,0.0998893739444848,125
KNN_MLP,both,0.0,0.25,0.0,0.25,0.6199245852187029,0.11584946031282248,125
KNN_MLP,both,0.0,0.5,0.0,0.5,0.6199909502262444,0.10394130915521688,125
KNN_MLP,both,0.0,0.75,0.0,0.75,0.6247028657616893,0.11076073877790056,125
KNN_MLP,both,0.25,0.0,0.25,0.0,0.6136470588235293,0.09708653252624122,125
KNN_MLP,both,0.25,0.25,0.25,0.25,0.5821387631975867,0.10468363190640055,125
KNN_MLP,both,0.25,0.5,0.25,0.5,0.5939849170437405,0.11479522553448002,125
KNN_MLP,both,0.25,0.75,0.25,0.75,0.6225339366515839,0.11994173740432386,125
KNN_MLP,both,0.5,0.0,0.5,0.0,0.6193755656108597,0.1080005672778746,125
KNN_MLP,both,0.5,0.25,0.5,0.25,0.5920180995475114,0.10985694372401271,125
KNN_MLP,both,0.5,0.5,0.5,0.5,0.5802805429864254,0.10740391913597454,125
KNN_MLP,both,0.5,0.75,0.5,0.75,0.6241025641025638,0.1031771797454774,125
KNN_MLP,both,0.75,0.0,0.75,0.0,0.5988868778280543,0.1054641585844164,125
KNN_MLP,both,0.75,0.25,0.75,0.25,0.5887300150829563,0.10204198741941402,125
KNN_MLP,both,0.75,0.5,0.75,0.5,0.5684615384615386,0.10379813819062703,125
KNN_MLP,both,0.75,0.75,0.75,0.75,0.6094268476621418,0.09470092508516803,125
SMILe,both,0.0,0.0,0.0,0.0,0.6545610859728507,0.08836644768088775,125
SMILe,both,0.0,0.25,0.0,0.25,0.6222684766214178,0.09467980499000853,125
SMILe,both,0.0,0.5,0.0,0.5,0.6048717948717949,0.1038439750503913,125
SMILe,both,0.0,0.75,0.0,0.75,0.6005791855203619,0.10856833064921358,125
SMILe,both,0.25,0.0,0.25,0.0,0.6325972850678733,0.09535503874084827,125
SMILe,both,0.25,0.25,0.25,0.25,0.5990588235294119,0.0936194269713672,125
SMILe,both,0.25,0.5,0.25,0.5,0.5794871794871794,0.10525931174560349,125
SMILe,both,0.25,0.75,0.25,0.75,0.5990497737556562,0.1069503837592484,125
SMILe,both,0.5,0.0,0.5,0.0,0.6448265460030167,0.09408178126458165,125
SMILe,both,0.5,0.25,0.5,0.25,0.5993122171945701,0.10797877330240195,125
SMILe,both,0.5,0.5,0.5,0.5,0.5929864253393664,0.10943077207431473,125
SMILe,both,0.5,0.75,0.5,0.75,0.6008808446455505,0.11057490790168902,125
SMILe,both,0.75,0.0,0.75,0.0,0.6352518853695325,0.10094132657855033,125
SMILe,both,0.75,0.25,0.75,0.25,0.609342383107089,0.10659311888202272,125
SMILe,both,0.75,0.5,0.75,0.5,0.6140965309200602,0.08627664830874,125
SMILe,both,0.75,0.75,0.75,0.75,0.6399366515837104,0.09431122487169916,125
VAE_MLP,both,0.0,0.0,0.0,0.0,0.6289381598793363,0.07879883284159712,125
VAE_MLP,both,0.0,0.25,0.0,0.25,0.6137858220211162,0.09429276921461992,125
VAE_MLP,both,0.0,0.5,0.0,0.5,0.6010527903469081,0.09748873173461971,125
VAE_MLP,both,0.0,0.75,0.0,0.75,0.5994630467571644,0.10673526104734327,125
VAE_MLP,both,0.25,0.0,0.25,0.0,0.6041568627450982,0.10218623043019823,125
VAE_MLP,both,0.25,0.25,0.25,0.25,0.5956078431372548,0.09944686195931166,125
VAE_MLP,both,0.25,0.5,0.25,0.5,0.5636138763197587,0.11342999102829897,125
VAE_MLP,both,0.25,0.75,0.25,0.75,0.5859728506787332,0.11568154770768965,125
VAE_MLP,both,0.5,0.0,0.5,0.0,0.612135746606335,0.11438094855181266,125
VAE_MLP,both,0.5,0.25,0.5,0.25,0.5979366515837101,0.1137359217623371,125
