train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.75,0.0,4,7,HealNet,Di-PAM,0.5998039215686274,0.5636892911010559,0.03611463046757146,2814.5,0.008179142071453422,125,0.04294049587513046,True,21
0.75,0.75,5,7,HealNet,Di-PAM,0.6080965309200603,0.5573484162895929,0.05074811463046747,2467.0,0.0002909322345669614,125,0.0012219153851812377,True,21
0.0,0.5,1,7,KNN_MLP,Di-MMLP,0.6199909502262444,0.5801236802413273,0.039867269984917075,2512.5,0.0006795485934834011,125,0.014270520463151422,True,21
0.0,0.75,1,3,KNN_MLP,Di-MMLP,0.6247028657616893,0.5868657616892909,0.037837104072398375,2733.0,0.00299860346581299,125,0.012594134556414557,True,21
0.5,0.75,1,7,KNN_MLP,Di-MMLP,0.6241025641025638,0.5779788838612366,0.04612368024132718,2373.5,0.00018088149833233078,125,0.0037985114649789465,True,21
0.0,0.5,1,4,KNN_MLP,Di-PAM,0.6199909502262444,0.5904313725490196,0.029559577677224835,2883.0,0.013369743485968238,125,0.04724551486197381,True,21
0.0,0.75,1,5,KNN_MLP,Di-PAM,0.6247028657616893,0.5821900452488689,0.04251282051282046,2538.0,0.0008557475298798668,125,0.004492674531869301,True,21
0.5,0.75,1,5,KNN_MLP,Di-PAM,0.6241025641025638,0.5928265460030165,0.031276018099547276,2828.0,0.006260933402188601,125,0.04753781882861621,True,21
0.75,0.0,5,7,KNN_MLP,Di-PAM,0.5988868778280543,0.5636892911010559,0.03519758672699835,2884.5,0.013511090264299539,125,0.048758927868492515,True,21
0.75,0.75,4,7,KNN_MLP,Di-PAM,0.6094268476621418,0.5573484162895929,0.05207843137254897,2375.0,0.0001836130552412131,125,0.0009639685400163688,True,21
0.0,0.5,1,5,KNN_MLP,HealNet,0.6199909502262444,0.5897797888386124,0.030211161387632024,2848.5,0.014914169726552772,125,0.04724551486197381,True,21
0.0,0.75,1,7,KNN_MLP,HealNet,0.6247028657616893,0.5641960784313725,0.06050678733031678,2246.5,4.886474993968859e-05,125,0.0005130798743667302,True,21
0.25,0.75,1,7,KNN_MLP,HealNet,0.6225339366515839,0.572711915535445,0.04982202111613887,2233.5,2.685513928278499e-05,125,0.0005639579249384848,True,21
0.25,0.75,1,6,KNN_MLP,VAE_MLP,0.6225339366515839,0.5859728506787332,0.03656108597285068,2798.0,0.004989798755616887,125,0.029697881580314067,True,21
0.0,0.75,1,4,KNN_MLP,ZI_MLP,0.6247028657616893,0.5842111613876321,0.04049170437405725,2092.0,8.736640010001934e-06,125,0.0001834694402100406,True,21
0.0,0.5,1,6,KNN_MLP,pAM,0.6199909502262444,0.5870950226244344,0.03289592760181004,2893.0,0.014332401848211872,125,0.04724551486197381,True,21
0.0,0.75,1,6,KNN_MLP,pAM,0.6247028657616893,0.5784585218702866,0.04624434389140275,2305.0,0.00021913371414143736,125,0.0015339359989900616,True,21
0.25,0.75,1,5,KNN_MLP,pAM,0.6225339366515839,0.5871855203619908,0.035348416289593065,2814.5,0.005656739348631251,125,0.029697881580314067,True,21
0.5,0.75,1,6,KNN_MLP,pAM,0.6241025641025638,0.5926757164404223,0.031426847662141544,2789.5,0.006791116975516602,125,0.04753781882861621,True,21
0.75,0.0,3,7,VAE_MLP,Di-PAM,0.6020874811463046,0.5636892911010559,0.03839819004524869,2939.5,0.013931122248140719,125,0.048758927868492515,True,21
0.75,0.75,3,7,VAE_MLP,Di-PAM,0.6120995475113122,0.5573484162895929,0.054751131221719374,2147.0,2.6100705701295124e-05,125,0.00018270493990906587,True,21
0.0,0.75,2,7,VAE_MLP,HealNet,0.5994630467571644,0.5641960784313725,0.0352669683257919,2871.5,0.012333603012411957,125,0.04316761054344185,True,21
0.0,0.5,2,7,ZI_MLP,Di-MMLP,0.6174177978883862,0.5801236802413273,0.03729411764705892,2689.5,0.0031136053986026025,125,0.03269285668532733,True,21
0.75,0.0,1,6,ZI_MLP,Di-MMLP,0.6174751131221721,0.5857194570135748,0.03175565610859732,2592.5,0.002065676903779198,125,0.014459738326454386,True,21
0.75,0.5,2,6,ZI_MLP,Di-MMLP,0.5943710407239818,0.5621689291101055,0.032202111613876316,2516.0,0.0010614719476635783,125,0.022290910900935143,True,21
0.75,0.75,2,6,ZI_MLP,Di-MMLP,0.618555052790347,0.5857526395173455,0.032802413273001485,2777.0,0.004244066438410045,125,0.012732199315230133,True,21
0.0,0.5,2,4,ZI_MLP,Di-PAM,0.6174177978883862,0.5904313725490196,0.026986425339366682,2847.0,0.010361278132255238,125,0.04724551486197381,True,21
0.75,0.0,1,7,ZI_MLP,Di-PAM,0.6174751131221721,0.5636892911010559,0.05378582202111615,2510.5,0.0004380002313605114,125,0.00919800485857074,True,21
0.75,0.25,1,7,ZI_MLP,Di-PAM,0.6015082956259425,0.5534509803921568,0.04805731523378576,2689.5,0.002104881121246277,125,0.02210125177308591,True,21
