train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.75,0.5,2,7,ZI_MLP,Di-PAM,0.5943710407239818,0.5604313725490196,0.03393966817496219,2859.5,0.011330018100838288,125,0.04912973928610527,True,21
0.75,0.75,2,7,ZI_MLP,Di-PAM,0.618555052790347,0.5573484162895929,0.061206636500754086,2149.0,1.0490726881974554e-05,125,0.00011015263226073282,True,21
0.0,0.5,2,5,ZI_MLP,HealNet,0.6174177978883862,0.5897797888386124,0.02763800904977387,2934.0,0.0189468503053814,125,0.04973548205162617,True,21
0.25,0.75,2,7,ZI_MLP,HealNet,0.6060301659125188,0.572711915535445,0.03331825037707381,2704.5,0.0035127990750429016,125,0.029697881580314067,True,21
0.75,0.5,2,5,ZI_MLP,KNN_MLP,0.5943710407239818,0.5684615384615386,0.025909502262443262,2864.0,0.011697556972882208,125,0.04912973928610527,True,21
0.0,0.5,2,6,ZI_MLP,pAM,0.6174177978883862,0.5870950226244344,0.030322775263951884,2957.5,0.015748504953991268,125,0.04724551486197381,True,21
0.75,0.5,1,6,pAM,Di-MMLP,0.5987692307692308,0.5621689291101055,0.03660030165912531,2671.0,0.008362775428682988,125,0.04912973928610527,True,21
0.75,0.75,1,6,pAM,Di-MMLP,0.6218672699849169,0.5857526395173455,0.03611463046757146,2762.0,0.0037744851882110944,125,0.012732199315230133,True,21
0.75,0.0,2,7,pAM,Di-PAM,0.6149834087481146,0.5636892911010559,0.05129411764705871,2550.5,0.0009568434267173703,125,0.010046855980532388,True,21
0.75,0.25,2,7,pAM,Di-PAM,0.600917043740573,0.5534509803921568,0.04746606334841619,2526.5,0.0017486131514497566,125,0.02210125177308591,True,21
0.75,0.5,1,7,pAM,Di-PAM,0.5987692307692308,0.5604313725490196,0.038337858220211185,2820.0,0.005896648049171594,125,0.04912973928610527,True,21
0.75,0.75,1,7,pAM,Di-PAM,0.6218672699849169,0.5573484162895929,0.06451885369532406,2015.0,2.1691269628680913e-06,125,4.5551666220229915e-05,True,21
