outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,phase,train_auc,train_aucpr,train_acc,seed,missing_location,train_missing_prop
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,1,0.731703370809555,0.7181708812713623,0.17777777777777778,0.512050912050912,0.42857142857142855,0.6937480270862579,0.6762359440326691,0.04286782629787922,0.12599622830748558,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,2,0.7071584463119507,0.7138399481773376,0.26666666666666666,0.5831267497934165,0.35714285714285715,0.6444375813007355,0.6309730112552643,0.06041930802166462,0.15766124427318573,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,3,0.6715637743473053,0.7047529816627502,0.3555555555555555,0.7096699596699596,0.2857142857142857,0.6308028995990753,0.6003393828868866,0.05757305584847927,0.136513389647007,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,4,0.6626376211643219,0.7065430283546448,0.3555555555555555,0.7096699596699596,0.35714285714285715,0.63288614153862,0.5820078253746033,0.06363370455801487,0.16996094584465027,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,5,0.6536661684513092,0.7139871120452881,0.3333333333333333,0.6818921818921819,0.35714285714285715,0.6097567081451416,0.5754320919513702,0.06313527375459671,0.15098818391561508,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,6,0.6260555386543274,0.7234410047531128,0.26666666666666666,0.5831267497934165,0.21428571428571427,0.5828109085559845,0.5646777451038361,0.05225441977381706,0.09123356454074383,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,7,0.6367521584033966,0.7268797755241394,0.26666666666666666,0.5831267497934165,0.2857142857142857,0.5747547149658203,0.5613154768943787,0.06438329443335533,0.1105338055640459,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,8,0.6444214582443237,0.7283845543861389,0.26666666666666666,0.5831267497934165,0.35714285714285715,0.5628115832805634,0.5505198836326599,0.07855674624443054,0.15344831347465515,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,9,0.6354469656944275,0.7273843884468079,0.26666666666666666,0.5831267497934165,0.35714285714285715,0.5531552731990814,0.5534298121929169,0.07067478448152542,0.11342379078269005,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
1,1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,32,0.0001,0.0001,0.2,1.0,1.0,0.1,lr1e-04_bs32_drop0p2_temp1p0_a1p0_b0p1__wd1e-04trmiss33_trlocglobal,10,0.6199944019317627,0.717781126499176,0.3333333333333333,0.6078181078181079,0.42857142857142855,0.5618153214454651,0.5382678806781769,0.066810367628932,0.14916176721453667,0.0,0.0,0.0,0.0,0.0,,,,,22,global,0.33
