model_name,train_missing_prop,test_missing_prop,seed,outer_fold,inner_model_idx,replicate_id,n_patients,auc
Di-MMLP,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.588235294117647
Di-MMLP,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.5203619909502263
Di-MMLP,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.6877828054298643
Di-MMLP,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.696078431372549
Di-MMLP,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.6176470588235294
Di-MMLP,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.6289592760180995
Di-MMLP,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.6832579185520362
Di-MMLP,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6289592760180995
Di-MMLP,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.553921568627451
Di-MMLP,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.676470588235294
Di-MMLP,0.0,0.0,2002,1,1,2002|outer_1|inner_1,30,0.5791855203619909
Di-MMLP,0.0,0.0,2002,2,1,2002|outer_2|inner_1,30,0.669683257918552
Di-MMLP,0.0,0.0,2002,3,1,2002|outer_3|inner_1,30,0.7149321266968326
Di-MMLP,0.0,0.0,2002,4,1,2002|outer_4|inner_1,29,0.6029411764705882
Di-MMLP,0.0,0.0,2002,5,1,2002|outer_5|inner_1,29,0.553921568627451
Di-MMLP,0.0,0.0,18473,1,1,18473|outer_1|inner_1,30,0.5429864253393665
Di-MMLP,0.0,0.0,18473,2,1,18473|outer_2|inner_1,30,0.6470588235294118
Di-MMLP,0.0,0.0,18473,3,1,18473|outer_3|inner_1,30,0.6561085972850678
Di-MMLP,0.0,0.0,18473,4,1,18473|outer_4|inner_1,29,0.5980392156862746
Di-MMLP,0.0,0.0,18473,5,1,18473|outer_5|inner_1,29,0.6911764705882353
Di-MMLP,0.0,0.0,55602,1,1,55602|outer_1|inner_1,30,0.6968325791855203
Di-MMLP,0.0,0.0,55602,2,1,55602|outer_2|inner_1,30,0.6153846153846154
Di-MMLP,0.0,0.0,55602,3,1,55602|outer_3|inner_1,30,0.5972850678733032
Di-MMLP,0.0,0.0,55602,4,1,55602|outer_4|inner_1,29,0.6568627450980392
Di-MMLP,0.0,0.0,55602,5,1,55602|outer_5|inner_1,29,0.4607843137254902
Di-PAM,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.6561085972850679
Di-PAM,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.4570135746606334
Di-PAM,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.7828054298642533
Di-PAM,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.7205882352941176
Di-PAM,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.7303921568627451
Di-PAM,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.49321266968325794
Di-PAM,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.6063348416289592
Di-PAM,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.5158371040723981
Di-PAM,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.5931372549019608
Di-PAM,0.0,0.0,22,5,1,22|outer_5|inner_1,29,0.6127450980392158
Di-PAM,0.0,0.0,2002,1,1,2002|outer_1|inner_1,30,0.5294117647058822
Di-PAM,0.0,0.0,2002,2,1,2002|outer_2|inner_1,30,0.5927601809954751
Di-PAM,0.0,0.0,2002,3,1,2002|outer_3|inner_1,30,0.669683257918552
Di-PAM,0.0,0.0,2002,4,1,2002|outer_4|inner_1,29,0.5490196078431373
Di-PAM,0.0,0.0,2002,5,1,2002|outer_5|inner_1,29,0.6029411764705883
Di-PAM,0.0,0.0,18473,1,1,18473|outer_1|inner_1,30,0.5158371040723981
Di-PAM,0.0,0.0,18473,2,1,18473|outer_2|inner_1,30,0.5972850678733032
Di-PAM,0.0,0.0,18473,3,1,18473|outer_3|inner_1,30,0.497737556561086
Di-PAM,0.0,0.0,18473,4,1,18473|outer_4|inner_1,29,0.6862745098039216
Di-PAM,0.0,0.0,18473,5,1,18473|outer_5|inner_1,29,0.6715686274509803
Di-PAM,0.0,0.0,55602,1,1,55602|outer_1|inner_1,30,0.7873303167420814
Di-PAM,0.0,0.0,55602,2,1,55602|outer_2|inner_1,30,0.6425339366515836
Di-PAM,0.0,0.0,55602,3,1,55602|outer_3|inner_1,30,0.5927601809954751
Di-PAM,0.0,0.0,55602,4,1,55602|outer_4|inner_1,29,0.6421568627450981
Di-PAM,0.0,0.0,55602,5,1,55602|outer_5|inner_1,29,0.5098039215686274
HealNet,0.0,0.0,4,1,1,4|outer_1|inner_1,30,0.5927601809954751
HealNet,0.0,0.0,4,2,1,4|outer_2|inner_1,30,0.6606334841628959
HealNet,0.0,0.0,4,3,1,4|outer_3|inner_1,30,0.5113122171945701
HealNet,0.0,0.0,4,4,1,4|outer_4|inner_1,29,0.6911764705882353
HealNet,0.0,0.0,4,5,1,4|outer_5|inner_1,29,0.5833333333333333
HealNet,0.0,0.0,22,1,1,22|outer_1|inner_1,30,0.6244343891402715
HealNet,0.0,0.0,22,2,1,22|outer_2|inner_1,30,0.6787330316742082
HealNet,0.0,0.0,22,3,1,22|outer_3|inner_1,30,0.6923076923076923
HealNet,0.0,0.0,22,4,1,22|outer_4|inner_1,29,0.6715686274509803
