outer_fold,inner_fold,hp_name,batch_size,learning_rate,weight_decay,pam_dropout,pam_temperature,distill_alpha,distill_beta,name,epoch,train_loss,val_loss,val_auc,val_aucpr,val_acc,val_cindex,teacher_loss,student_survival_loss,student_repr_loss,student_feature_loss,smil_meta_train_loss,smil_meta_val_loss,smil_meta_val_ce,smil_align_fusion,smil_align_hidden,seed,degrading_modality,train_missing_prop
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,1,0.7247101912895838,0.7028263807296753,0.43571428571428567,0.588906304495309,0.4166666666666667,0.0,0.700450653831164,0.7088908553123474,0.038413786639769874,0.12431785650551319,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,2,0.6771028488874435,0.7058155139287313,0.4857142857142857,0.610196353148803,0.5,0.0,0.6645180732011795,0.6580529262622198,0.04696515994146466,0.14617274391154447,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,3,0.6794480085372925,0.6862655878067017,0.5714285714285714,0.6582159980697084,0.5833333333333334,0.0,0.6462224572896957,0.658360943198204,0.05252946137140194,0.15909394808113575,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,4,0.6504096289475759,0.6667420864105225,0.65,0.6964169000933706,0.5833333333333334,0.0,0.6528722097476324,0.6338304976622263,0.04114494596918424,0.1258581019937992,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,5,0.643031711379687,0.662098209063212,0.6785714285714286,0.7496253562153606,0.5833333333333334,0.0,0.6327682534853617,0.6269336740175883,0.04080539414038261,0.1179338525980711,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,6,0.643540491660436,0.6564343372980753,0.7,0.7611226308705301,0.625,0.0,0.6239059294263521,0.6263668288787206,0.047092837281525135,0.10800913007309039,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,7,0.6229144384463629,0.6512978275616964,0.7,0.7293310306578772,0.6666666666666666,0.0,0.6161289562781652,0.6059398452440897,0.04471674840897322,0.1159080636377136,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.6146166374286016,0.6462763746579488,0.7071428571428572,0.7652407690471601,0.5833333333333334,0.0,0.6241186509529749,0.5990497569243113,0.040539562702178955,0.10864001202086608,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,9,0.5948632806539536,0.6507523457209269,0.6785714285714286,0.7568792030768985,0.625,0.0,0.5936606625715891,0.5742382605870565,0.050270551505188145,0.1611474802096685,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
1,1,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,8,0.0001,0.0001,0.2,1.0,0.25,0.05,lr1e-04_bs8_drop0p2_temp1p0_a0p25_b0p05__wd1e-04trmiss25_degmodglobal,10,0.6115896627306938,0.6497234503428141,0.7,0.7331966227172994,0.625,0.0,0.6218677560488383,0.5887372717261314,0.056410396161178745,0.17499584456284842,0.0,0.0,0.0,0.0,0.0,18473,global,0.25
