train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.2,0.6,3,8,Di-MMLP,Di-PAM,0.5601384942856208,0.5394615581098342,0.020676936175786587,2804.0,0.007568426766038459,125,0.023546216605452985,True,28
0.2,0.0,4,8,Di-MMLP,pAM,0.6144588793922128,0.592575354487998,0.021883524904214746,2615.0,0.0016777393571233642,125,0.011744175499863549,True,28
0.2,0.2,2,8,Di-MMLP,pAM,0.6055984412352229,0.5783781248976652,0.027220316337557726,2603.5,0.0010129645438627908,125,0.007090751807039536,True,28
0.2,0.4,4,8,Di-MMLP,pAM,0.5833007826571045,0.5610855421292202,0.02221524052788426,2749.0,0.0034072306902415616,125,0.028375831092809133,True,28
0.0,0.0,2,8,HealNet,Di-MMLP,0.6164549104365197,0.5913350492844748,0.025119861152044898,2630.0,0.001274735567462234,125,0.007138519177788511,True,28
0.0,0.4,3,8,HealNet,Di-MMLP,0.5885907587516784,0.5673618495595506,0.02122890919212783,2888.5,0.009747192754361709,125,0.04922572260954694,True,28
0.0,0.6,3,8,HealNet,Di-MMLP,0.5682257851131415,0.5477623211186431,0.020463463994498388,2961.5,0.016181037282714562,125,0.0489537167713941,True,28
0.4,0.0,1,6,HealNet,Di-MMLP,0.6098992304417592,0.5830788224121558,0.026820408029603393,2604.5,0.001021899523179367,125,0.007319563054949323,True,28
0.4,0.2,2,6,HealNet,Di-MMLP,0.5936372793660151,0.569513685037823,0.02412359432819211,2696.5,0.002230032850877879,125,0.005841941673770781,True,28
0.6,0.0,1,8,HealNet,Di-MMLP,0.591260595343354,0.5644547139535646,0.026805881389789343,2636.5,0.0020121936264346444,125,0.03890712019377379,True,28
0.6,0.2,1,8,HealNet,Di-MMLP,0.5755232668566003,0.5495107050463371,0.026012561810263124,2598.0,0.0009653287926583164,125,0.02702920619443286,True,28
0.6,0.6,2,8,HealNet,Di-MMLP,0.5481931296460033,0.5259310999770769,0.02226202966892643,2894.0,0.010137121441567766,125,0.047306566727316236,True,28
0.0,0.0,2,7,HealNet,Di-PAM,0.6164549104365197,0.5943252578838785,0.02212965255264121,2753.5,0.0035306787101702535,125,0.016476500647461183,True,28
0.0,0.2,2,8,HealNet,Di-PAM,0.6118588204473262,0.5862553230507254,0.02560349739660084,2660.0,0.001645631333957902,125,0.015359225783607086,True,28
0.2,0.6,2,8,HealNet,Di-PAM,0.56542688541769,0.5394615581098342,0.025965327307855834,2600.5,0.0014819540269667192,125,0.005927816107866877,True,28
0.4,0.0,1,7,HealNet,Di-PAM,0.6098992304417592,0.5821009922389234,0.02779823820283578,2560.5,0.0010456518649927605,125,0.007319563054949323,True,28
0.4,0.2,2,7,HealNet,Di-PAM,0.5936372793660151,0.56917985394767,0.024457425418345058,2694.5,0.0021936468401541885,125,0.005841941673770781,True,28
0.4,0.4,3,7,HealNet,Di-PAM,0.5678667845564398,0.547844896355241,0.020021888201198768,2864.0,0.008168208520545407,125,0.023849051218457706,True,28
0.6,0.0,1,7,HealNet,Di-PAM,0.591260595343354,0.570246193142745,0.021014402200608906,2675.5,0.002779080013840985,125,0.03890712019377379,True,28
0.6,0.0,1,6,HealNet,KNN_MLP,0.591260595343354,0.5719419851327897,0.019318610210564247,2654.0,0.00504543113348827,125,0.04190390579864296,True,28
0.0,0.0,2,5,HealNet,VAE_MLP,0.6164549104365197,0.5955732914169697,0.02088161901954999,2842.5,0.010031751968782242,125,0.0312098950139892,True,28
0.0,0.2,2,7,HealNet,pAM,0.6118588204473262,0.5886722598814552,0.023186560565870984,2887.0,0.00964302503146585,125,0.045000783480173966,True,28
0.2,0.0,1,8,HealNet,pAM,0.6189933916232766,0.592575354487998,0.02641803713527857,2418.0,0.0001811468338226265,125,0.004214096485924878,True,28
0.2,0.2,4,8,HealNet,pAM,0.6019836395192718,0.5783781248976652,0.02360551462160665,2630.5,0.0012802433619431349,125,0.007169362826881555,True,28
0.2,0.4,2,8,HealNet,pAM,0.585622228771654,0.5610855421292202,0.024536686642433803,2800.0,0.005067112695144488,125,0.028375831092809133,True,28
0.2,0.6,2,7,HealNet,pAM,0.56542688541769,0.539998388839768,0.02542849657792201,2757.5,0.0036438437544497695,125,0.012753453140574193,True,28
0.4,0.0,1,8,HealNet,pAM,0.6098992304417592,0.5790362904018078,0.03086294003995138,2288.5,7.614040671898123e-05,125,0.0010659656940657373,True,28
0.4,0.2,2,8,HealNet,pAM,0.5936372793660151,0.5600675508399648,0.033569728526050224,2312.5,6.230725059606642e-05,125,0.000348920603337972,True,28
0.4,0.4,3,8,HealNet,pAM,0.5678667845564398,0.5454211088188099,0.0224456757376299,2572.0,0.0017342074970453608,125,0.00971156198345402,True,28
0.4,0.6,4,8,HealNet,pAM,0.5518395782165898,0.526515571274192,0.02532400694239778,2696.0,0.0022209429392881733,125,0.01243728046001377,True,28
0.6,0.6,2,7,HealNet,pAM,0.5481931296460033,0.525958830271474,0.022234299374529254,2889.0,0.009781989153761245,125,0.047306566727316236,True,28
0.0,0.0,3,8,KNN_MLP,Di-MMLP,0.6116368864001049,0.5913350492844748,0.02030183711563016,2837.5,0.009675903280612482,125,0.0312098950139892,True,28
0.0,0.4,2,8,KNN_MLP,Di-MMLP,0.5893188852867014,0.5673618495595506,0.021957035727150798,2793.5,0.006998398050676053,125,0.04922572260954694,True,28
0.0,0.6,1,8,KNN_MLP,Di-MMLP,0.5861445590595017,0.5477623211186431,0.0383822379408586,1907.5,5.679914279127164e-07,125,7.95187999077803e-06,True,28
0.0,0.8,1,8,KNN_MLP,Di-MMLP,0.566433991551233,0.5245005861741495,0.041933405377083455,1947.0,1.5258412974471648e-06,125,2.1361778164260308e-05,True,28
0.2,0.6,1,3,KNN_MLP,Di-MMLP,0.5821087991616727,0.5601384942856208,0.021970304876051894,2499.5,0.0013796621695305784,125,0.005927816107866877,True,28
0.2,0.8,1,3,KNN_MLP,Di-MMLP,0.5612648000785931,0.532994622916462,0.028270177162131094,2401.0,0.0003653378483673319,125,0.001704909959047549,True,28
0.4,0.2,1,6,KNN_MLP,Di-MMLP,0.6071329207191276,0.569513685037823,0.03761923568130465,2183.0,3.885587358787893e-05,125,0.0002719911151151525,True,28
0.4,0.4,1,6,KNN_MLP,Di-MMLP,0.5815097881258801,0.5520944821036776,0.029415306022202437,2665.0,0.0025499057743683423,125,0.011899560280385598,True,28
0.0,0.4,2,7,KNN_MLP,Di-PAM,0.5893188852867014,0.5705966008448767,0.018722284441824666,2824.5,0.008802929200554421,125,0.04922572260954694,True,28
0.0,0.6,1,7,KNN_MLP,Di-PAM,0.5861445590595017,0.5521703507220749,0.033974208337426814,2168.0,2.074458655882822e-05,125,0.00019361614121573005,True,28
