model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc
Di-MMLP,both,0.0,0.0,,0.6321017126764253,0.07299146311511344,20,0.030121326178079055,0.6011388233945705,0.6613814757507286,
Di-MMLP,both,0.0,0.2,,0.6280408193339228,0.060931963239667854,20,0.026399946171857036,0.6014580815895471,0.6542579739332611,
Di-MMLP,both,0.0,0.4,,0.6084196220977831,0.05919412210557432,20,0.024632062129547716,0.5823203040573731,0.6315844283164685,
Di-MMLP,both,0.0,0.6,,0.5890491862330943,0.05794020747856668,20,0.024625216949929585,0.5643101729050005,0.6135606068048597,
Di-MMLP,both,0.0,0.8,,0.5640699806791762,0.05110443895213203,20,0.021657191480826454,0.5428250912827064,0.5861394742443593,
Di-MMLP,both,0.2,0.0,,0.622332907620264,0.06009946000719487,20,0.026489252791695395,0.5964618045322068,0.6494403101155976,
Di-MMLP,both,0.2,0.2,,0.6141558601041359,0.05463178545600911,20,0.022938527442119494,0.5904483659167566,0.6363254208009956,
Di-MMLP,both,0.2,0.4,,0.6002560827848185,0.056169699236099165,20,0.024344731391426677,0.5767437759930576,0.625433238775911,
Di-MMLP,both,0.2,0.6,,0.5685698496905394,0.056604601790201596,20,0.024191132887972033,0.5448248293054327,0.5932070950813768,
Di-MMLP,both,0.2,0.8,,0.5421380620231194,0.05797021428964039,20,0.0248345971690081,0.5182797692143957,0.5679489635524119,
Di-MMLP,both,0.4,0.0,,0.6354008252284113,0.06764106414483952,20,0.027693262476667646,0.607573271768674,0.6629597967220093,
Di-MMLP,both,0.4,0.2,,0.6237636310050103,0.0603613566551705,20,0.025567723171889878,0.596121203376232,0.6472566497200117,
Di-MMLP,both,0.4,0.4,,0.5959468841078037,0.07436682471152496,20,0.03129128188754626,0.5627837950682779,0.6253663588433704,
Di-MMLP,both,0.4,0.6,,0.5750992238923274,0.07541761420753147,20,0.030729728485116514,0.5441791126338539,0.6056385696040869,
Di-MMLP,both,0.4,0.8,,0.5428136359170842,0.07313525918760685,20,0.031579616530765964,0.5111508661623604,0.5743100992238923,
Di-MMLP,both,0.6,0.0,,0.6050543602842453,0.06140202751928941,20,0.0259273217735862,0.5804937207322265,0.6323483642793989,
Di-MMLP,both,0.6,0.2,,0.5900228411435308,0.0792180326041871,20,0.034007429511739795,0.5540606068048598,0.6220754658283394,
Di-MMLP,both,0.6,0.4,,0.5591820578314831,0.07709521429743867,20,0.033639657423781,0.5239215541801749,0.5912008690277369,
Di-MMLP,both,0.6,0.6,,0.5416055113468906,0.08035238214433772,20,0.03370705005403285,0.5084170412122998,0.5758311413203655,
Di-MMLP,both,0.6,0.8,,0.5332242034253528,0.06858058186237148,20,0.03040195091200837,0.5005887366145987,0.5613926384386154,
Di-MMLP,both,0.8,0.0,,0.5641872155090546,0.07633682635487121,20,0.03288650653305819,0.5304504023807185,0.5962234154468349,
Di-MMLP,both,0.8,0.2,,0.5442241379310344,0.07908368891180816,20,0.03496229266954848,0.5103292153780659,0.5802538007171628,
