train_missing_prop,test_missing_prop,winner_rank,loser_rank,winner_model,loser_model,winner_mean_auc,loser_mean_auc,delta_mean_auc,wilcoxon_statistic,p_value,n_replicates,p_value_fdr,significant_fdr_0p05,n_pairs_tested_in_cell
0.2,0.6,4,8,Di-MMLP,pAM,0.5685698496905394,0.5289031011559748,0.03966674853456453,40.0,0.013616561889648438,20,0.04236263699001736,True,28
0.4,0.2,3,8,Di-MMLP,pAM,0.6237636310050103,0.5814841012542162,0.042279529750794076,17.0,0.001695889903397192,20,0.01582830576504046,True,28
0.6,0.6,1,8,HealNet,Di-PAM,0.571882470445689,0.5261775878442545,0.04570488260143446,33.0,0.005580902099609375,20,0.039066314697265625,True,28
0.6,0.6,1,7,HealNet,pAM,0.571882470445689,0.5311524380260012,0.040730032419687756,27.0,0.0023250579833984375,20,0.032550811767578125,True,28
0.2,0.0,1,6,KNN_MLP,Di-MMLP,0.64933628057766,0.622332907620264,0.027003372957395966,25.0,0.001689910888671875,20,0.02541947364807129,True,28
0.2,0.2,1,6,KNN_MLP,Di-MMLP,0.6338309591642924,0.6141558601041359,0.01967509906015652,33.0,0.005580902099609375,20,0.0312530517578125,True,28
0.2,0.6,1,4,KNN_MLP,Di-MMLP,0.6011124209974785,0.5685698496905394,0.03254257130693916,37.0,0.009435653686523438,20,0.03774261474609375,True,28
0.2,0.6,1,7,KNN_MLP,Di-PAM,0.6011124209974785,0.5533759046402724,0.047736516357206105,22.0,0.0010166168212890625,20,0.009488423665364584,True,28
0.2,0.6,1,5,KNN_MLP,HealNet,0.6011124209974785,0.5682313259324754,0.03288109506500314,35.0,0.0072956085205078125,20,0.034046173095703125,True,28
0.8,0.8,1,7,KNN_MLP,HealNet,0.5356892949536628,0.4811998559124996,0.05448943904116321,20.0,0.0025431154240612964,20,0.023735743957905436,True,28
0.2,0.6,1,3,KNN_MLP,SMILe,0.6011124209974785,0.571969823492812,0.029142597504666523,28.5,0.0031528472900390625,20,0.01765594482421875,True,28
0.8,0.8,1,4,KNN_MLP,SMILe,0.5356892949536628,0.48946311032517925,0.046226184628483546,21.0,0.000850677490234375,20,0.01190948486328125,True,28
0.2,0.6,1,6,KNN_MLP,ZI_MLP,0.6011124209974785,0.5593777221076072,0.04173469888987136,28.0,0.002712249755859375,20,0.01765594482421875,True,28
0.2,0.8,1,7,KNN_MLP,ZI_MLP,0.5780092346988899,0.5200534597373678,0.057955774961522044,26.0,0.0019855499267578125,20,0.014175891876220703,True,28
0.8,0.8,1,8,KNN_MLP,ZI_MLP,0.5356892949536628,0.47031781117988014,0.06537148377378266,19.0,0.0005855560302734375,20,0.01190948486328125,True,28
0.2,0.0,1,8,KNN_MLP,pAM,0.64933628057766,0.6167837705079084,0.03255251006975157,51.0,0.0018156766891479492,25,0.02541947364807129,True,28
0.2,0.2,1,8,KNN_MLP,pAM,0.6338309591642924,0.5855784785669843,0.048252480597308134,7.0,6.759694616590976e-05,25,0.0018927144926454732,True,28
0.2,0.4,1,8,KNN_MLP,pAM,0.6194002685267054,0.5630591741166454,0.056341094410059966,25.0,5.3882598876953125e-05,25,0.0015087127685546875,True,28
0.2,0.6,1,8,KNN_MLP,pAM,0.6011124209974785,0.5289031011559748,0.0722093198415037,25.0,5.3882598876953125e-05,25,0.0015087127685546875,True,28
0.2,0.8,1,8,KNN_MLP,pAM,0.5780092346988899,0.5128731047581623,0.0651361299407276,24.5,5.3882598876953125e-05,25,0.0015087127685546875,True,28
0.4,0.2,1,8,KNN_MLP,pAM,0.631764285948194,0.5814841012542162,0.05028018469397777,37.0,0.00032907724380493164,25,0.005527496337890625,True,28
0.4,0.4,2,8,KNN_MLP,pAM,0.5990625798212005,0.5587852113829126,0.040277368438287886,52.0,0.002025127410888672,25,0.024495442708333332,True,28
0.2,0.8,2,7,SMILe,ZI_MLP,0.5517183253102793,0.5200534597373678,0.03166486557291148,9.0,0.00201416015625,15,0.014175891876220703,True,28
0.4,0.4,1,7,SMILe,ZI_MLP,0.6065649048695027,0.5760645282771721,0.030500376592330514,10.0,0.00262451171875,15,0.024495442708333332,True,28
0.2,0.2,2,8,SMILe,pAM,0.6246690899564462,0.5855784785669843,0.039090611389461905,26.0,0.0019855499267578125,20,0.013898849487304688,True,28
0.2,0.4,3,8,SMILe,pAM,0.6068600386416478,0.5630591741166454,0.043800864525002425,31.0,0.0042209625244140625,20,0.039395650227864586,True,28
0.2,0.6,3,8,SMILe,pAM,0.571969823492812,0.5289031011559748,0.04306672233683717,39.0,0.012079238891601562,20,0.04227733612060547,True,28
0.4,0.2,2,8,SMILe,pAM,0.6288351016799293,0.5814841012542162,0.04735100042571305,17.0,0.0003948211669921875,20,0.005527496337890625,True,28
0.4,0.4,1,8,SMILe,pAM,0.6065649048695027,0.5587852113829126,0.04777969348659006,26.0,0.0019855499267578125,20,0.024495442708333332,True,28
0.2,0.2,3,8,VAE_MLP,pAM,0.6224946130923142,0.5855784785669843,0.036916134525329936,30.0,0.0006067668456360628,25,0.00849473583890488,True,28
0.2,0.4,2,8,VAE_MLP,pAM,0.6070251170710941,0.5630591741166454,0.04396594295444867,23.0,0.00028499390185411785,25,0.00398991462595765,True,28
0.2,0.6,2,8,VAE_MLP,pAM,0.5761931427448669,0.5289031011559748,0.04729004158889205,39.0,0.000429689884185791,25,0.006015658378601074,True,28
0.2,0.8,4,8,VAE_MLP,pAM,0.5492384320660183,0.5128731047581623,0.03636532730785602,52.0,0.002025127410888672,25,0.014175891876220703,True,28
0.4,0.2,5,8,VAE_MLP,pAM,0.6106071978255887,0.5814841012542162,0.029123096571372464,64.0,0.0067255496978759766,25,0.047078847885131836,True,28
0.6,0.6,2,6,ZI_MLP,Di-MMLP,0.5699561188066935,0.5416055113468906,0.02835060745980289,8.0,0.005213241256099401,15,0.039066314697265625,True,28
0.2,0.2,4,8,ZI_MLP,pAM,0.6167348626256672,0.5855784785669843,0.03115638405868293,25.5,0.0019855499267578125,20,0.013898849487304688,True,28
0.6,0.6,2,7,ZI_MLP,pAM,0.5699561188066935,0.5311524380260012,0.038803680780692296,20.0,0.0007076263427734375,20,0.01981353759765625,True,28
