model_name,test_missing_prop,envelope_train_missing_prop,envelope_mean_auc,selected_train_aupmc
Di-MMLP,0.0,0.0,0.6321017126764253,0.6058988685856502
Di-MMLP,0.2,0.0,0.6280408193339228,0.6058988685856502
Di-MMLP,0.4,0.0,0.6084196220977831,0.6058988685856502
Di-MMLP,0.6,0.0,0.5890491862330943,0.6058988685856502
Di-MMLP,0.8,0.0,0.5640699806791762,0.6058988685856502
Di-PAM,0.0,0.0,0.6184204407767625,0.5872145982742247
Di-PAM,0.2,0.0,0.6133644431345582,0.5872145982742247
Di-PAM,0.4,0.0,0.5989245014245014,0.5872145982742247
Di-PAM,0.6,0.0,0.5590554081933392,0.5872145982742247
Di-PAM,0.8,0.0,0.5366076399122377,0.5872145982742247
HealNet,0.0,0.0,0.6315487768936044,0.6031566419425614
HealNet,0.2,0.0,0.6286264204080296,0.6031566419425614
HealNet,0.4,0.0,0.6117500081867899,0.6031566419425614
HealNet,0.6,0.0,0.584210875331565,0.6031566419425614
HealNet,0.8,0.0,0.5445297507941186,0.6031566419425614
KNN_MLP,0.0,0.2,0.64933628057766,0.6170041015816877
KNN_MLP,0.2,0.2,0.6338309591642924,0.6170041015816877
KNN_MLP,0.4,0.2,0.6194002685267054,0.6170041015816877
KNN_MLP,0.6,0.2,0.6011124209974785,0.6170041015816877
KNN_MLP,0.8,0.2,0.5780092346988899,0.6170041015816877
SMILe,0.0,0.0,0.6406447915643316,0.6134089895045354
SMILe,0.2,0.0,0.6363923273406032,0.6134089895045354
SMILe,0.4,0.0,0.6230521989717392,0.6134089895045354
SMILe,0.6,0.0,0.592469299538265,0.6134089895045354
SMILe,0.8,0.0,0.562799472770737,0.6134089895045354
VAE_MLP,0.0,0.0,0.6339493073975833,0.6069441660935913
VAE_MLP,0.2,0.0,0.632556374234535,0.6069441660935913
VAE_MLP,0.4,0.0,0.6128281101614435,0.6069441660935913
VAE_MLP,0.6,0.0,0.5841215574548909,0.6069441660935913
VAE_MLP,0.8,0.0,0.562591937649409,0.6069441660935913
ZI_MLP,0.0,0.0,0.6423825195664276,0.613602914087828
ZI_MLP,0.2,0.0,0.6367535285064021,0.613602914087828
ZI_MLP,0.4,0.0,0.6181123718767398,0.613602914087828
ZI_MLP,0.6,0.0,0.5907454072109244,0.613602914087828
ZI_MLP,0.8,0.0,0.5752181779480631,0.613602914087828
pAM,0.0,0.0,0.6381346563185645,0.6013120313062842
pAM,0.2,0.0,0.630858630513803,0.6013120313062842
pAM,0.4,0.0,0.6044419556603465,0.6013120313062842
pAM,0.6,0.0,0.5702123325801487,0.6013120313062842
pAM,0.8,0.0,0.5613357566231129,0.6013120313062842
