model_name,scenario,train_prop,test_prop,missing_prop,mean_auc,std_auc,n_replicates,auc_ci95,auc_ci95_lower,auc_ci95_upper,selected_train_aupmc,baseline_auc,raw_degradation_ratio,degradation_ratio,degradation_ratio_ci95,degradation_ratio_ci95_lower,degradation_ratio_ci95_upper,excluded_from_train_degradation
Di-MMLP,envelope,0.0,0.0,0.0,0.6321017126764253,0.0729914631151134,20,0.030121326178079,0.6011388233945705,0.6613814757507286,0.6058988685856502,0.6321017126764253,1.0,1.0,0.0,1.0,1.0,False
Di-MMLP,envelope,0.0,0.2,0.2,0.6280408193339228,0.0609319632396678,20,0.026399946171857,0.6014580815895471,0.6542579739332611,0.6058988685856502,0.6321017126764253,1.0064659703915575,1.0064659703915575,0.0441636342000746,0.9623023361914828,1.050629604591632,False
Di-MMLP,envelope,0.0,0.4,0.4,0.6084196220977831,0.0591941221055743,20,0.0246320621295477,0.5823203040573731,0.6315844283164685,0.6058988685856502,0.6321017126764253,1.0389239428159602,1.0389239428159602,0.0438358760311881,0.995088066784772,1.0827598188471483,False
Di-MMLP,envelope,0.0,0.6,0.6,0.5890491862330943,0.0579402074785666,20,0.0246252169499295,0.5643101729050005,0.6135606068048597,0.6058988685856502,0.6321017126764253,1.073088168950113,1.073088168950113,0.0468176945078357,1.0262704744422773,1.1199058634579488,False
Di-MMLP,envelope,0.0,0.8,0.8,0.5640699806791762,0.051104438952132,20,0.0216571914808264,0.5428250912827064,0.5861394742443593,0.6058988685856502,0.6321017126764253,1.1206086732630844,1.1206086732630844,0.0447431128012336,1.0758655604618508,1.165351786064318,False
Di-PAM,envelope,0.0,0.0,0.0,0.6184204407767625,0.0716093766928582,20,0.0307377239087009,0.5869511043979435,0.6484265522153454,0.5872145982742247,0.6184204407767625,1.0,1.0,0.0,1.0,1.0,False
Di-PAM,envelope,0.0,0.2,0.2,0.6133644431345582,0.0681214924960347,20,0.0288984694796475,0.5839909617840653,0.6417879007433605,0.5872145982742247,0.6184204407767625,1.0082430563081974,1.0082430563081974,0.0498518006250821,0.9583912556831152,1.0580948569332795,False
Di-PAM,envelope,0.0,0.4,0.4,0.5989245014245014,0.0578134633163157,20,0.0253089776336901,0.5746844238137343,0.6253023790811146,0.5872145982742247,0.6184204407767625,1.0325515808852224,1.0325515808852224,0.0455580851326224,0.9869934957526,1.0781096660178449,False
Di-PAM,envelope,0.0,0.6,0.6,0.5590554081933392,0.0598957068349726,20,0.0250921996266823,0.5345921198054819,0.5847765190588465,0.5872145982742247,0.6184204407767625,1.106188101775581,1.106188101775581,0.0519824067072378,1.0542056950683432,1.1581705084828189,False
Di-PAM,envelope,0.0,0.8,0.8,0.5366076399122377,0.0610894786221506,20,0.0253223773618888,0.511293797278711,0.5619385520024888,0.5872145982742247,0.6184204407767625,1.152462981850026,1.152462981850026,0.0570779262763128,1.0953850555737132,1.2095409081263389,False
HealNet,envelope,0.0,0.0,0.0,0.6315487768936044,0.06361688457329,20,0.0282866440711268,0.603948896011396,0.6605221841536496,0.6031566419425614,0.6315487768936044,1.0,1.0,0.0,1.0,1.0,False
HealNet,envelope,0.0,0.2,0.2,0.6286264204080296,0.0674169126658723,20,0.0288276455611225,0.5999969258604316,0.6576522169826767,0.6031566419425614,0.6315487768936044,1.0046487967904338,1.0046487967904338,0.0482856261830062,0.9563631706074276,1.05293442297344,False
